count,country,region,district,city,village,name,wikidata_uri
3,Italia,Emilia Romagna,Reggio nell'Emilia,Reggio nell'Emilia,,Galleria Civica A.L. Parmeggiani,
3,Italia,Emilia Romagna,Reggio nell'Emilia,Reggio nell'Emilia,,"Palazzo Spalletti-Trivelli, collezione Credem",
3,Italia,Emilia Romagna,Rimini,Montefiore Conca,,Rocca Malatestiana,
3,Italia,Emilia Romagna,Rimini,Rimini,,Cattedrale di S. Colomba,
3,Italia,Emilia Romagna,Rimini,Rimini,,Chiesa di S. Giovanni Battista,
3,Italia,Emilia Romagna,Rimini,Rimini,,Chiesa di S. Maria dei Servi,
3,Italia,Emilia Romagna,Rimini,Rimini,,Fondazione Cassa di Risparmio di Rimini,
3,Italia,Emilia Romagna,Rimini,Rimini,,Mercato antiquario,
3,Italia,Emilia Romagna,Rimini,Verucchio,,Collegiata dei SS. Martino e Francesco d'Assisi,
3,Italia,Friuli Venezia Giulia,Pordenone,Pordenone,,Collezione privata,
3,Italia,Friuli Venezia Giulia,Pordenone,Spilimbergo,Barbeano,Chiesa di S. Antonio Abate,
3,Italia,Friuli Venezia Giulia,Udine,Colloredo di Monte Albano,,Castello,
3,Italia,Friuli Venezia Giulia,Udine,Rivignano,,Chiesa di S. Maria del Rosario,
3,Italia,Friuli Venezia Giulia,Udine,Socchieve,,Chiesa di S. Martino,
3,Italia,Friuli Venezia Giulia,Udine,Udine,,Duomo,
3,Italia,Friuli Venezia Giulia,Udine,Udine,,Unicredit Banca,
3,Italia,Lazio,Frosinone,Ceccano,,Chiesa di S. Maria a Fiume,
3,Italia,Lazio,Frosinone,Vico nel Lazio,,Chiesa di S. Maria,
3,Italia,Lazio,Latina,Cori,,Chiesa di S. Oliva,
3,Italia,Lazio,Latina,Cori,,Chiesa di S. Salvatore,
3,Italia,Lazio,Latina,Itri,,Chiesa dei francescani,
3,Italia,Lazio,Latina,Minturno,,Chiesa dell'Annunziata,
3,Italia,Lazio,Latina,Sezze,,Chiesa della Sacra Famiglia,
3,Italia,Lazio,Latina,Terracina,,Cattedrale di S. Cesareo,
3,Italia,Lazio,Rieti,Casperia,,Chiesa di S. Maria di Legarano,
3,Italia,Lazio,Rieti,Rieti,,Chiesa di S. Antonio al Monte,
3,Italia,Lazio,Roma,Albano Laziale,,Chiesa di S. Maria della Rotonda,
3,Italia,Lazio,Roma,Campagnano di Roma,,Santuario della Madonna del Sorbo,
3,Italia,Lazio,Roma,Castel Gandolfo,,Palazzo Pontificio,
3,Italia,Lazio,Roma,Castel San Pietro Romano,,Chiesa di S. Pietro,
3,Italia,Lazio,Roma,Civitavecchia,,Chiesa di S. Maria,
3,Italia,Lazio,Roma,Monterotondo,,Duomo,
3,Italia,Lazio,Roma,Napoli,,Chiesa di S. Domenico Maggiore,
3,Italia,Lazio,Roma,Palestrina,,Chiesa di S. Rosalia,
3,Italia,Lazio,Roma,Poli,,Palazzo Conti,
3,Italia,Lazio,Roma,Roma,,Asta Galleria Innocenti,
3,Italia,Lazio,Roma,Roma,,Asta Galleria d'Arte Geri,
3,Italia,Lazio,Roma,Roma,,Bertolami Fine Art,
3,Italia,Lazio,Roma,Roma,,Bonsanti,
3,Italia,Lazio,Roma,Roma,,Casa Professa del Gesù,
3,Italia,Lazio,Roma,Roma,,Chiesa dei SS. Bartolomeo e Alessandro dei Bergamaschi,
3,Italia,Lazio,Roma,Roma,,Chiesa dei SS. Nereo e Achilleo,
3,Italia,Lazio,Roma,Roma,,Chiesa del SS. Nome di Maria,
3,Italia,Lazio,Roma,Roma,,Chiesa dell'Angelo Custode,
3,Italia,Lazio,Roma,Roma,,Chiesa di S. Adriano,
3,Italia,Lazio,Roma,Roma,,Chiesa di S. Angelo in Pescheria,
3,Italia,Lazio,Roma,Roma,,Chiesa di S. Balbina,
3,Italia,Lazio,Roma,Roma,,Chiesa di S. Caterina dei Funari,
3,Italia,Lazio,Roma,Roma,,Chiesa di S. Giorgio in Velabro,
3,Italia,Lazio,Roma,Roma,,Chiesa di S. Lucia alle Botteghe Oscure (S. Lucia dei Ginnasi),
3,Italia,Lazio,Roma,Roma,,Chiesa di S. Margherita,
3,Italia,Lazio,Roma,Roma,,Chiesa di S. Maria Vittoria,
3,Italia,Lazio,Roma,Roma,,Chiesa di S. Maria del Buon Consiglio,
3,Italia,Lazio,Roma,Roma,,Chiesa di S. Maria del Priorato,
3,Italia,Lazio,Roma,Roma,,Chiesa di S. Maria della Scala,http://www.wikidata.org/entity/Q2533316
3,Italia,Lazio,Roma,Roma,,Chiesa di S. Nicola dei Lorenesi,
3,Italia,Lazio,Roma,Roma,,Chiesa di S. Nicola in Carcere,
3,Italia,Lazio,Roma,Roma,,Chiesa di S. Rocco,
3,Italia,Lazio,Roma,Roma,,Chiesa di S. Sisto Vecchio,
3,Italia,Lazio,Roma,Roma,,Chiesa di S. Spirito dei Napoletani,
3,Italia,Lazio,Roma,Roma,,Cimitero del Verano,
3,Italia,Lazio,Roma,Roma,,Collegio Romano,
3,Italia,Lazio,Roma,Roma,,Collegio Teutonico,
3,Italia,Lazio,Roma,Roma,,Collezione A. Mariotti,
3,Italia,Lazio,Roma,Roma,,Collezione A. Porcella,
3,Italia,Lazio,Roma,Roma,,Collezione Addeo,
3,Italia,Lazio,Roma,Roma,,Collezione Albani,
3,Italia,Lazio,Roma,Roma,,Collezione Albani Torlonia,
3,Italia,Lazio,Roma,Roma,,Collezione Altemps,
3,Italia,Lazio,Roma,Roma,,Collezione Altieri,
3,Italia,Lazio,Roma,Roma,,Collezione Banca Commerciale Italiana,
3,Italia,Lazio,Roma,Roma,,Collezione Banco di Roma,
3,Italia,Lazio,Roma,Roma,,Collezione C. Orlando Castellano,
3,Italia,Lazio,Roma,Roma,,Collezione Caetani,
3,Italia,Lazio,Roma,Roma,,Collezione Cenci-Bolognetti,
3,Italia,Lazio,Roma,Roma,,Collezione Cini,http://www.wikidata.org/entity/Q1435690
3,Italia,Lazio,Roma,Roma,,Collezione Dall'Ora,
3,Italia,Lazio,Roma,Roma,,Collezione Ducrot,
3,Italia,Lazio,Roma,Roma,,Collezione E. Visconti Venosta,
3,Italia,Lazio,Roma,Roma,,Collezione L. Bonaparte,
3,Italia,Lazio,Roma,Roma,,Collezione L. Venturi,
3,Italia,Lazio,Roma,Roma,,Collezione Locatelli,
3,Italia,Lazio,Roma,Roma,,Collezione M. Barberini Colonna di Sciarra,
3,Italia,Lazio,Roma,Roma,,Collezione M. Malengo,
3,Italia,Lazio,Roma,Roma,,Collezione M. Weitzner Gambino,
3,Italia,Lazio,Roma,Roma,,Collezione Malvezzi Campeggi,
3,Italia,Lazio,Roma,Roma,,Collezione Mattei,
3,Italia,Lazio,Roma,Roma,,Collezione Mondolfo,
3,Italia,Lazio,Roma,Roma,,Collezione N. Rizzo,
3,Italia,Lazio,Roma,Roma,,Collezione Ortolani,
3,Italia,Lazio,Roma,Roma,,Collezione Palazzi,
3,Italia,Lazio,Roma,Roma,,Collezione Parisi,
3,Italia,Lazio,Roma,Roma,,Collezione R.T. Crawshay,
3,Italia,Lazio,Roma,Roma,,Collezione Reppi,
3,Italia,Lazio,Roma,Roma,,Collezione S. Valenti Gonzaga,
3,Italia,Lazio,Roma,Roma,,Collezione Santacroce,
3,Italia,Lazio,Roma,Roma,,Collezione Stroganoff,
3,Italia,Lazio,Roma,Roma,,Collezione T. Staderini,
3,Italia,Lazio,Roma,Roma,,Collezione V. Camuccini,
3,Italia,Lazio,Roma,Roma,,Collezione V. Giustiniani,
3,Italia,Lazio,Roma,Roma,,Collezione duchi Caetani,
3,Italia,Lazio,Roma,Roma,,Collezione duchi Talleyrand-Périgord,
3,Italia,Lazio,Roma,Roma,,Collezione von Buck,
3,Italia,Lazio,Roma,Roma,,Convento degli Agostiniani (ex),
3,Italia,Lazio,Roma,Roma,,Fondazione Roma,
3,Italia,Lazio,Roma,Roma,,Galleria Gelardini,
3,Italia,Lazio,Roma,Roma,,Galleria d'arte Benucci,
3,Italia,Lazio,Roma,Roma,,Mandriota,
3,Italia,Lazio,Roma,Roma,,Marinucci,
3,Italia,Lazio,Roma,Roma,,Oratorio del Gonfalone,
3,Italia,Lazio,Roma,Roma,,P. Rossi,
3,Italia,Lazio,Roma,Roma,,Palazzo Altieri,
3,Italia,Lazio,Roma,Roma,,Palazzo Bernini,
3,Italia,Lazio,Roma,Roma,,Palazzo Massimo alle Colonne,
3,Italia,Lazio,Roma,Roma,,Palazzo Odescalchi,
3,Italia,Lazio,Roma,Roma,,Palazzo dei SS. Apostoli,
3,Italia,Lazio,Roma,Roma,,Palazzo del Seminario,
3,Italia,Lazio,Roma,Roma,,Palazzo di Firenze,
3,Italia,Lazio,Roma,Roma,,"Palazzo di Propaganda Fide, Chiesa dei Re Magi",
3,Italia,Lazio,Roma,Roma,,Sabatelli,
3,Italia,Lazio,Roma,Roma,,Salocchi,
3,Italia,Lazio,Roma,Roma,,Santuario della Madonna del Divino Amore,http://www.wikidata.org/entity/Q2373648
3,Italia,Lazio,Roma,Roma,,Scala Santa,
3,Italia,Lazio,Roma,Roma,,Triclinio Leoniano,
3,Italia,Lazio,Roma,Roma,,V. Sturni,
3,Italia,Lazio,Roma,Roma,,Vallati,
3,Italia,Lazio,Roma,Subiaco,,Chiesa di S. Francesco,
3,Italia,Lazio,Roma,Subiaco,,"Monastero di S. Scolastica, Chiesa di S. Scolastica",
3,Italia,Lazio,Roma,Valmontone,,Collegiata dell'Assunta,
3,Italia,Lazio,Roma,Velletri,,Collezione cardinale Stefano Borgia,
3,Italia,Lazio,Roma,Zagarolo,,Chiesa della SS. Annunziata,
3,Italia,Lazio,Viterbo,Canino,,Collegiata dei SS. Andrea e Giovanni Battista,
3,Italia,Lazio,Viterbo,Capodimonte,Isola Bisentina,Oratorio di Monte Tabor,
3,Italia,Lazio,Viterbo,Capranica,,Chiesa di S. Maria,
3,Italia,Lazio,Viterbo,Ronciglione,,Chiesa dei SS. Pietro Apostolo e Caterina V. e M.,
3,Italia,Lazio,Viterbo,Vetralla,,Chiesa di S. Francesco,
3,Italia,Lazio,Viterbo,Viterbo,,Chiesa di S. Andrea,
3,Italia,Lazio,Viterbo,Viterbo,,Chiesa di S. Giovanni in Zoccoli,
3,Italia,Lazio,Viterbo,Viterbo,,Chiesa di S. Maria della Pace,
3,Italia,Lazio,Viterbo,Viterbo,Montecalvello,Chiesa di S. Rocco,
3,Italia,Lazio,Viterbo,Viterbo,San Martino al Cimino,Chiesa di S. Martino,
3,Italia,Liguria,Genova,Genova,,Basilica di S. Maria Assunta in Carignano,
3,Italia,Liguria,Genova,Genova,,Chiesa dei SS. Filippo e Giacomo,
3,Italia,Liguria,Genova,Genova,,Chiesa di S. Agostino,
3,Italia,Liguria,Genova,Genova,,Chiesa di S. Girolamo di Quarto,
3,Italia,Liguria,Genova,Genova,,Chiesa di S. Maria Maddalena,
3,Italia,Liguria,Genova,Genova,,Collezione Cattaneo Adorno,
3,Italia,Liguria,Genova,Genova,,Collezione Crosa di Vergagni,
3,Italia,Liguria,Genova,Genova,,Collezione marchesa Negrotto di Cambiaso,
3,Italia,Liguria,Genova,Genova,,Giustiniani,
3,Italia,Liguria,Genova,Genova,,Museo Diocesano,
3,Italia,Liguria,Genova,Genova,,Palazzo Adorno,
3,Italia,Liguria,Savona,Albenga,Campochiesa,Chiesa di S. Giorgio di Campochiesa,
3,Italia,Liguria,Savona,Varazze,,Chiesa di S. Ambrogio,
3,Italia,Lombardia,Bergamo,Bergamo,,Basilica di S. Maria Maggiore,
3,Italia,Lombardia,Bergamo,Bergamo,,Chiesa dei SS. Stefano e Domenico,
3,Italia,Lombardia,Bergamo,Bergamo,,Chiesa del Carmine,
3,Italia,Lombardia,Bergamo,Bergamo,,Chiesa di S. Alessandro in Colonna,
3,Italia,Lombardia,Bergamo,Bergamo,,Chiesa di S. Bernardino in Borgo Canale,
3,Italia,Lombardia,Bergamo,Bergamo,,Chiesa di S. Spirito,
3,Italia,Lombardia,Bergamo,Bergamo,,Collezione Sinistri Ginoulhiac,
3,Italia,Lombardia,Bergamo,Gorlago,,Castello,
3,Italia,Lombardia,Bergamo,Serina,,Chiesa dell'Annunciata,
3,Italia,Lombardia,Brescia,Borgo San Giacomo,Padernello,Palazzo Salvadego,
3,Italia,Lombardia,Brescia,Brescia,,Banco di Brescia,
3,Italia,Lombardia,Brescia,Brescia,,Collezione Barboglio,
3,Italia,Lombardia,Brescia,Brescia,,Museo Diocesano,http://www.wikidata.org/entity/Q3868261
3,Italia,Lombardia,Brescia,Brescia,,Seminario vescovile diocesano,
3,Italia,Lombardia,Brescia,Salò,,Chiesa di S. Bernardino,
3,Italia,Lombardia,Brescia,Sirmione,,Chiesa di S. Pietro in Mavino,
3,Italia,Lombardia,Como,Bellagio,,"Villa Serbelloni, Rockfeller Foundation",
3,Italia,Lombardia,Como,Cantù,,Basilica di S. Vincenzo in Galliano,
3,Italia,Lombardia,Como,Como,,Cattedrale di S. Maria Assunta,
3,Italia,Lombardia,Como,Como,,Mercato antiquario,
3,Italia,Lombardia,Como,Tremezzo,,Villa Carlotta,
3,Italia,Lombardia,Como,Vertemate con Minoprio,,Chiesa di S. Giovanni Battista,
3,Italia,Lombardia,Cremona,Cremona,,Chiesa di S. Abbondio,
3,Italia,Lombardia,Cremona,Cremona,,Chiesa di S. Agostino,
3,Italia,Lombardia,Cremona,Cremona,,Chiesa di S. Domenico,
3,Italia,Lombardia,Cremona,Cremona,,Chiesa di S. Margherita,
3,Italia,Lombardia,Mantova,Mantova,,Cattedrale di S. Pietro,
3,Italia,Lombardia,Mantova,Sabbioneta,,Palazzo del Giardino,
3,Italia,Lombardia,Mantova,Sabbioneta,,Teatro all'Antica,
3,Italia,Lombardia,Milano,Legnano,,Collezione privata,
3,Italia,Lombardia,Milano,Legnano,,Mercato antiquario,
3,Italia,Lombardia,Milano,Legnano,,Romigioli,
3,Italia,Lombardia,Milano,Milano,,Asta Helbing-Rambaldi,
3,Italia,Lombardia,Milano,Milano,,Basilica di S. Lorenzo Maggiore,
3,Italia,Lombardia,Milano,Milano,,Basilica di S. Nazaro Maggiore,
3,Italia,Lombardia,Milano,Milano,,Biblioteca Ambrosiana,
3,Italia,Lombardia,Milano,Milano,,Bigli Art Broker,
3,Italia,Lombardia,Milano,Milano,,Candiani,
3,Italia,Lombardia,Milano,Milano,,Certosa di Garegnano,
3,Italia,Lombardia,Milano,Milano,,Chiesa di S. Maria del Carmine,
3,Italia,Lombardia,Milano,Milano,,Collezione C. Foresti,
3,Italia,Lombardia,Milano,Milano,,Collezione C. Giussani,
3,Italia,Lombardia,Milano,Milano,,Collezione Canessa,
3,Italia,Lombardia,Milano,Milano,,Collezione Canto,
3,Italia,Lombardia,Milano,Milano,,Collezione Crespi,
3,Italia,Lombardia,Milano,Milano,,Collezione Dal Pozzo,
3,Italia,Lombardia,Milano,Milano,,Collezione Del Mayno,
3,Italia,Lombardia,Milano,Milano,,Collezione Fassati,
3,Italia,Lombardia,Milano,Milano,,Collezione G. Bertini,
3,Italia,Lombardia,Milano,Milano,,Collezione G. Lizzola,
3,Italia,Lombardia,Milano,Milano,,Collezione G.B. Lucini Passalacqua,
3,Italia,Lombardia,Milano,Milano,,Collezione Galtrucco,
3,Italia,Lombardia,Milano,Milano,,Collezione Gnecchi,
3,Italia,Lombardia,Milano,Milano,,Collezione Grandi,
3,Italia,Lombardia,Milano,Milano,,Collezione L. Cassuto,
3,Italia,Lombardia,Milano,Milano,,Collezione Lambert,
3,Italia,Lombardia,Milano,Milano,,Collezione Litta,
3,Italia,Lombardia,Milano,Milano,,Collezione Lodigiani,
3,Italia,Lombardia,Milano,Milano,,Collezione M. Caprotti,
3,Italia,Lombardia,Milano,Milano,,Collezione Manusardi,
3,Italia,Lombardia,Milano,Milano,,Collezione Momigliano,
3,Italia,Lombardia,Milano,Milano,,Collezione P. Candiani,
3,Italia,Lombardia,Milano,Milano,,Collezione R. Valdameri,
3,Italia,Lombardia,Milano,Milano,,Collezione Speroni,
3,Italia,Lombardia,Milano,Milano,,Collezione Testori,
3,Italia,Lombardia,Milano,Milano,,Collezione Venier,
3,Italia,Lombardia,Milano,Milano,,Collezione Visconti,
3,Italia,Lombardia,Milano,Milano,,Galleria Civica d'Arte Moderna,
3,Italia,Lombardia,Milano,Milano,,Galleria Levi,
3,Italia,Lombardia,Milano,Milano,,Galleria Pesaro,
3,Italia,Lombardia,Milano,Milano,,Galleria Rob Smeets,
3,Italia,Lombardia,Milano,Milano,,Galleria Salamon Augustoni Algranti,
3,Italia,Lombardia,Milano,Milano,,Galleria del Fiore,
3,Italia,Lombardia,Milano,Milano,,M. Pellicioli,
3,Italia,Lombardia,Milano,Milano,,Monastero di S. Maria della Pace,
3,Italia,Lombardia,Milano,Milano,,Opera Cardinal Ferrari,
3,Italia,Lombardia,Milano,Milano,,Palazzo Ducale,
3,Italia,Lombardia,Milano,Milano,,Taccani,
3,Italia,Lombardia,Milano,Milano,,Visconteum Antichità,
3,Italia,Lombardia,Monza Brianza,Arcore,,Collezione Vittadini,
3,Italia,Lombardia,Monza Brianza,Monza,,"Villa Reale, Raccolte Civiche",
3,Italia,Lombardia,Pavia,Pavia,,Collezione Necchi,
3,Italia,Lombardia,Pavia,Sant'Alessio con Vialone,,Collezione G. Gallotti,
3,Italia,Marche,Ancona,,,Collezione privata,
3,Italia,Marche,Ancona,Arcevia,Avacelli,Chiesa di S. Lorenzo,
3,Italia,Marche,Ancona,Fabriano,,Chiesa di S. Benedetto,
3,Italia,Marche,Ancona,Fabriano,,Chiesa di S. Lucia,
3,Italia,Marche,Ancona,Fabriano,,Convento di S. Domenico (ex),
3,Italia,Marche,Ancona,Fabriano,,Ospedale di S. Maria del Buon Gesù (ex),
3,Italia,Marche,Ancona,Sassoferrato,,Chiesa di S. Chiara,
3,Italia,Marche,Ancona,Sassoferrato,,Chiesa di S. Maria del Piano,
3,Italia,Marche,Ancona,Sassoferrato,,Civica Raccolta d'Arte,
3,Italia,Marche,Ancona,Sassoferrato,Catobagli,Chiesa della Natività di Maria Vergine,
3,Italia,Marche,Ascoli Piceno,Comunanza,,Chiesa di S. Caterina,
3,Italia,Marche,Ascoli Piceno,Force,,Chiesa di S. Salvatore in Aso,
3,Italia,Marche,Ascoli Piceno,Offida,,Monastero di S. Marco,
3,Italia,Marche,Fermo,Monte Vidon Combatte,Collina Nuova,Chiesa di S. Marone,
3,Italia,Marche,Fermo,Monterubbiano,,Chiesa di S. Agostino,
3,Italia,Marche,Fermo,Sant'Elpidio a Mare,,Chiesa di Maria SS. della Misericordia,
3,Italia,Marche,Fermo,Sant'Elpidio a Mare,,"Pinacoteca Civica ""Vittore Crivelli""",
3,Italia,Marche,Macerata,Camerino,,Monastero di S. Salvatore,
3,Italia,Marche,Macerata,Macerata,,Collezione Montefoschi,
3,Italia,Marche,Macerata,Macerata,,Mercato antiquario,
3,Italia,Marche,Macerata,Matelica,,Convento della Beata Mattia,
3,Italia,Marche,Macerata,Pioraco,,Chiesa del Crocifisso,
3,Italia,Marche,Macerata,Serrapetrona,,Chiesa di S. Francesco,
3,Italia,Marche,Pesaro e Urbino,Cagli,,Chiesa di S. Domenico,
3,Italia,Marche,Pesaro e Urbino,Fano,,Cattedrale,
3,Italia,Marche,Pesaro e Urbino,Pesaro,,Chiesa di S. Giovanni Battista,
3,Italia,Marche,Pesaro e Urbino,Pesaro,,Chiesa di S. Giovanni Evangelista,
3,Italia,Marche,Pesaro e Urbino,Pesaro,,Convento della Maddalena,
3,Italia,Marche,Pesaro e Urbino,San Lorenzo in Campo,San Vito Sul Cesano,Chiesa,
3,Italia,Molise,Campobasso,Matrice,,Chiesa di S. Maria della Strada,
3,Italia,Piemonte,Alessandria,Voltaggio,,Convento dei Cappuccini,
3,Italia,Piemonte,Asti,Albugnano,,Abbazia di S. Maria di Vezzolano,
3,Italia,Piemonte,Biella,Biella,,Collezione Ajmone Marsan,
3,Italia,Piemonte,Biella,Biella,,Santuario della Madonna di Oropa,
3,Italia,Piemonte,Biella,Lessona,,Collezione L. Cartotti,
3,Italia,Piemonte,Cuneo,Alba,,Chiesa di S. Giovanni Battista,
3,Italia,Piemonte,Cuneo,Alba,,Palazzo Comunale,
3,Italia,Piemonte,Cuneo,Manta,,Castello della Manta,
3,Italia,Piemonte,Cuneo,Mondovì,,Chiesa di S. Francesco Saverio,
3,Italia,Piemonte,Novara,Arona,,Collegiata di S. Maria Nascente,
3,Italia,Piemonte,Novara,Novara,,Banca Popolare,
3,Italia,Piemonte,Novara,Novara,,Basilica di S. Gaudenzio,
3,Italia,Piemonte,Novara,Orta San Giulio,Isola di San Giulio,Basilica di S. Giulio,
3,Italia,Piemonte,Torino,Carmagnola,,Chiesa di S. Agostino,
3,Italia,Piemonte,Torino,Giaveno,,Collegiata di S. Lorenzo,
3,Italia,Piemonte,Torino,Sant'Ambrogio di Torino,,Sacra di S. Michele,
3,Italia,Piemonte,Torino,Torino,,Chiesa di S. Teresa,
3,Italia,Piemonte,Torino,Torino,,Collezione Balbo Bertone,
3,Italia,Piemonte,Torino,Torino,,Collezione O. Bosco di Ruffino,
3,Italia,Piemonte,Torino,Torino,,Galleria Caretto,
3,Italia,Piemonte,Torino,Torino,,Museo Egizio,
3,Italia,Piemonte,Verbano-Cusio-Ossola,Stresa,,Galleria d'Arte Antica di Stresa,
3,Italia,Piemonte,Vercelli,,,Collezione privata,
3,Italia,Piemonte,Vercelli,Vercelli,,Casa Tizzoni,
3,Italia,Piemonte,Vercelli,Vercelli,,Chiesa di S. Spirito,
3,Italia,Piemonte,Vercelli,Vercelli,,Oratorio di S. Caterina,
3,Italia,Puglia,Bari,Altamura,,Collezione privata,
3,Italia,Puglia,Bari,Andria,,Museo Diocesano,
3,Italia,Puglia,Bari,Bitonto,,Cattedrale di S. Maria Assunta,
3,Italia,Puglia,Barletta Andria Trani,Andria,,Chiesa di  S. Maria Vetere,
3,Italia,Puglia,Barletta Andria Trani,Barletta,,"Museo Civico e Pinacoteca ""Giuseppe de Nittis""",
3,Italia,Puglia,Barletta Andria Trani,Trani,,Collezione privata,
3,Italia,Puglia,Lecce,Lecce,,Museo Provinciale,
3,Italia,Puglia,Taranto,Manduria,Uggiano Montefusco,Sacello,
3,Italia,Sardegna,Cagliari,Cagliari,,Collezione M. De Candia,
3,Italia,Sardegna,Cagliari,Cagliari,,Convento di S. Francesco di Stampace,
3,Italia,Sardegna,Sassari,Ploaghe,,Collezione G. Spano,
3,Italia,Sicilia,Catania,Catania,,Museo Civico del Castello Ursino,
3,Italia,Sicilia,Messina,Galati Mamertino,,Chiesa di S. Maria Assunta//Chiesa Madre,
3,Italia,Sicilia,Messina,Messina,,Chiesa di S. Maria della Scala,
3,Italia,Sicilia,Messina,Messina,,Collezione privata,
3,Italia,Sicilia,Messina,Messina,Santo Stefano di Briga,Chiesa di S. Giovanni Battista,
3,Italia,Sicilia,Palermo,Marineo,Risalaimi,Cappella dei Cavalieri Teutonici,
3,Italia,Sicilia,Palermo,Palermo,,Chiesa di S. Cita,
3,Italia,Sicilia,Palermo,Palermo,,Collegio Massimo dei Gesuiti,
3,Italia,Sicilia,Palermo,Palermo,,Palazzo dei Normanni,
3,Italia,Sicilia,Ragusa,Ragusa,,Collezione privata,
3,Italia,Toscana,,,,Collezione Adami Lami,
3,Italia,Toscana,Arezzo,Anghiari,,Chiesa di S. Agostino,
3,Italia,Toscana,Arezzo,Anghiari,,Chiesa di S. Maria delle Grazie,
3,Italia,Toscana,Arezzo,Arezzo,,Chiesa della SS. Annunziata,
3,Italia,Toscana,Arezzo,Arezzo,,Chiesa di S. Maria delle Grazie,
3,Italia,Toscana,Arezzo,Bibbiena,,Propositura di S. Ippolito,
3,Italia,Toscana,Arezzo,Castiglion Fiorentino,,Ospedali Riuniti,
3,Italia,Toscana,Arezzo,Cortona,,Chiesa di S. Marco,
3,Italia,Toscana,Arezzo,Cortona,,Collezione Mancini,
3,Italia,Toscana,Arezzo,Cortona,,Collezione Tommasi,
3,Italia,Toscana,Arezzo,Cortona,,Concattedrale di S. Maria,
3,Italia,Toscana,Arezzo,Lucignano,,Chiesa di S. Francesco,
3,Italia,Toscana,Arezzo,Montevarchi,,Chiesa di S. Andrea a Cennano,
3,Italia,Toscana,Arezzo,Poppi,,Castello dei conti Guidi,
3,Italia,Toscana,Arezzo,Poppi,,Chiesa di S. Fedele,
3,Italia,Toscana,Arezzo,Pratovecchio,,Chiesa di S. Giovanni Evangelista,
3,Italia,Toscana,FI,Fiesole,,Museo Bandini,http://www.wikidata.org/entity/Q3329076
3,Italia,Toscana,FI,Firenze,,Asta Galardelli,
3,Italia,Toscana,FI,Firenze,,Asta Semenzato,
3,Italia,Toscana,FI,Firenze,,Banti,
3,Italia,Toscana,FI,Firenze,,Basilica della SS. Annunziata,
3,Italia,Toscana,FI,Firenze,,Chiesa di S. Egidio,
3,Italia,Toscana,FI,Firenze,,Collezione Ginori,
3,Italia,Toscana,FI,Firenze,,Collezione H. Acton,
3,Italia,Toscana,FI,Firenze,,Collezione J.R. Spencer Stanhope,
3,Italia,Toscana,FI,Firenze,,Collezione Pazzagli,
3,Italia,Toscana,FI,Firenze,,Collezione S. Bardini,
3,Italia,Toscana,FI,Firenze,,Collezione S. Spinelli,
3,Italia,Toscana,FI,Firenze,,Frascione,
3,Italia,Toscana,FI,Firenze,,"Palazzo Pitti, Galleria d'Arte Moderna",
3,Italia,Toscana,FI,Firenze,,S. Bardini,
3,Italia,Toscana,FI,Rignano sull'Arno,,Chiesa di S. Lorenzo a Miransù,
3,Italia,Toscana,Firenze,Bagno a Ripoli,,Chiesa di S. Pietro a Ripoli,
3,Italia,Toscana,Firenze,Barberino Val d'Elsa,,Chiesa di S. Bartolomeo,
3,Italia,Toscana,Firenze,Borgo San Lorenzo,,Chiesa di S. Francesco,
3,Italia,Toscana,Firenze,Campi Bisenzio,,Tabernacolo in via Guido Mammoli,
3,Italia,Toscana,Firenze,Certaldo,Bagnano,Chiesa di S. Maria a Bagnano,
3,Italia,Toscana,Firenze,Fiesole,,Collezione Martello,
3,Italia,Toscana,Firenze,Fiesole,,Collezione privata,
3,Italia,Toscana,Firenze,Fiesole,San Domenico,Badia Fiesolana,
3,Italia,Toscana,Firenze,Fiesole,San Domenico,Chiesa di S. Domenico,
3,Italia,Toscana,Firenze,Firenze,,Archivio di Stato,
3,Italia,Toscana,Firenze,Firenze,,Asta Luigi Battistelli,
3,Italia,Toscana,Firenze,Firenze,,Chiesa dei SS. Simone e Giuda,
3,Italia,Toscana,Firenze,Firenze,,Chiesa di S. Angelo a Legnaia,http://www.wikidata.org/entity/Q3672508
3,Italia,Toscana,Firenze,Firenze,,Chiesa di S. Barnaba,
3,Italia,Toscana,Firenze,Firenze,,Chiesa di S. Cristofano a Novoli,
3,Italia,Toscana,Firenze,Firenze,,Chiesa di S. Donato a Scopeto,
3,Italia,Toscana,Firenze,Firenze,,Chiesa di S. Elisabetta delle Convertite,
3,Italia,Toscana,Firenze,Firenze,,Chiesa di S. Frediano in Cestello,
3,Italia,Toscana,Firenze,Firenze,,Chiesa di S. Giorgio alla Costa,
3,Italia,Toscana,Firenze,Firenze,,Chiesa di S. Giuseppe,
3,Italia,Toscana,Firenze,Firenze,,Chiesa di S. Giusto alle Mura,
3,Italia,Toscana,Firenze,Firenze,,Chiesa di S. Jacopo in Campo Corbolini (ex),
3,Italia,Toscana,Firenze,Firenze,,Chiesa di S. Margherita a Montici,
3,Italia,Toscana,Firenze,Firenze,,Chiesa di S. Maria degli Innocenti,
3,Italia,Toscana,Firenze,Firenze,,Chiesa di S. Michele a S. Salvi,
3,Italia,Toscana,Firenze,Firenze,,Chiesa di S. Orsola,
