count,name,pseudonym,source,active_from,active_to,viaf,ulan,wikidata,wikipedia,source,loc,gnd
2,Gianni Gian,,,,,,,,,,,
2,Cossiau Jan Joost van,,,1680,1734,,,,,,,
2,Giovanni di Bertino,,,1453,1461,,,,,,,
2,Luini Giulio Cesare,,data and vocab,1542,1542,http://viaf.org/viaf/95825901,http://vocab.getty.edu/ulan/500023456,http://www.wikidata.org/entity/Q3769576,http://it.wikipedia.org/wiki/Giulio_Cesare_Luini,data and vocab,,https://d-nb.info/gnd/102817442X
2,Nardini Giacomo,,vocab,1500,1540,,http://vocab.getty.edu/ulan/500026837,,,vocab,,
2,Salucci Giovanni,,,,,,,,,,,
2,Casoni Antonio Felice,,data,1592,1611,http://viaf.org/viaf/88990274,http://vocab.getty.edu/ulan/500095442,http://www.wikidata.org/entity/Q21532328,http://it.wikipedia.org/wiki/Felice_Antonio_Casoni,data,,https://d-nb.info/gnd/12938769X
2,Heiss Johann,,,1660,1704,,,,,,,
2,Graffione Giovanni,,data and vocab,1470,1485,http://viaf.org/viaf/5841492,http://vocab.getty.edu/ulan/500000114,http://www.wikidata.org/entity/Q3774185,http://it.wikipedia.org/wiki/Graffione,data and vocab,,https://d-nb.info/gnd/123475120
2,Aquilini Arcangelo,,,1570,1611,,,,,,,
2,Strozzi Zanobi/ Francesco di Stefano (Pesellino),,,,,,,,,,,
2,Rietti Domenico,Zaga,data,1547,1548,http://viaf.org/viaf/96001772,http://vocab.getty.edu/ulan/500048261,http://www.wikidata.org/entity/Q114593686,,data,,https://d-nb.info/gnd/133353591
2,Marchionni Carlo,,vocab,1734,1743,http://viaf.org/viaf/47557982,http://vocab.getty.edu/ulan/500023478,http://www.wikidata.org/entity/Q2261618,,vocab,http://id.loc.gov/authorities/names/n85033992,https://d-nb.info/gnd/118781804
2,Dobricevic Lovro Marinov,,,1450,1478,,,,,,,
2,Bigot Trophime,,data,,,http://viaf.org/viaf/290244836,http://vocab.getty.edu/ulan/500115656,http://www.wikidata.org/entity/Q983634,,data,,https://d-nb.info/gnd/13007828X
2,Jacopo di Domenico da Milano,Jacobus Mediolanensis,vocab,1520,1540,,http://vocab.getty.edu/ulan/500021813,,,vocab,,
2,Rustici Vincenzo,,data and vocab,1590,1599,http://viaf.org/viaf/25707847,http://vocab.getty.edu/ulan/500027908,http://www.wikidata.org/entity/Q2526971,http://it.wikipedia.org/wiki/Vincenzo_Rustici,data and vocab,http://id.loc.gov/authorities/names/nr91028961,https://d-nb.info/gnd/130298417
2,Roos Franz,,vocab,1718,1718,,http://vocab.getty.edu/ulan/500021517,http://www.wikidata.org/entity/Q20963409,,vocab,,
2,Vitaliano Gioacchino,,,,,,,,,,,
2,Iacopino da Tradate,,manual,1406,1460,http://viaf.org/viaf/95775540,http://vocab.getty.edu/ulan/500015415,http://www.wikidata.org/entity/Q3805834,,manual,http://id.loc.gov/authorities/names/n85265455,https://d-nb.info/gnd/118990640
2,Mazzi Ventura,,vocab,1605,1619,,http://vocab.getty.edu/ulan/500019851,http://www.wikidata.org/entity/Q110246973,,vocab,,
2,Pittore della pala Spetia,,,1600,1699,,,,,,,
2,Fallaro Jacopo,,vocab,1540,1565,,http://vocab.getty.edu/ulan/500099415,,,vocab,,
2,Barisano da Trani,,data and vocab,1179,1185,http://viaf.org/viaf/95735582,http://vocab.getty.edu/ulan/500008921,http://www.wikidata.org/entity/Q808208,http://it.wikipedia.org/wiki/Barisano_da_Trani,data and vocab,http://id.loc.gov/authorities/names/n85350162,https://d-nb.info/gnd/1014525284
2,Valerio de Mutis,,,1477,1477,,,,,,,
2,Bonfigli Benedetto/ Caporali Bartolomeo,,,,,,,,,,,
2,Pillement Jean Baptiste,,,1748,1808,,,,,,,
2,Clovio Giulio,,vocab,1566,1580,http://viaf.org/viaf/49344187,http://vocab.getty.edu/ulan/500022657,http://www.wikidata.org/entity/Q281219,,vocab,http://id.loc.gov/authorities/names/n83073672,https://d-nb.info/gnd/118521292
2,Perotti Le Gru Angelica,,manual,1735,1776,,http://vocab.getty.edu/ulan/500406409,http://www.wikidata.org/entity/Q4762667,,manual,,
2,Pastina Giuseppe,,vocab,1880,1942,,http://vocab.getty.edu/ulan/500426891,,,vocab,,
2,Staveren J. van,,vocab,1650,1699,,http://vocab.getty.edu/ulan/500044408,,,vocab,,
2,Laudati Giuseppe,,,1610,1737,,,,,,,
2,Della Porta Giacomo,,data,1595,1598,http://viaf.org/viaf/75600122,http://vocab.getty.edu/ulan/500025366,http://www.wikidata.org/entity/Q175566,,data,http://id.loc.gov/authorities/names/n97056239,https://d-nb.info/gnd/118977326
2,Castelli Giovanni Paolo,Spadino,data,1680,1730,http://viaf.org/viaf/95782556,http://vocab.getty.edu/ulan/500016547,http://www.wikidata.org/entity/Q3107296,http://it.wikipedia.org/wiki/Giovanni_Paolo_Castelli,data,,https://d-nb.info/gnd/1226162045
2,Toni Matteo,,vocab,1785,1785,,http://vocab.getty.edu/ulan/500071717,,,vocab,,
2,Harding Francis,,vocab,1700,1799,,http://vocab.getty.edu/ulan/500007806,http://www.wikidata.org/entity/Q23927563,,vocab,,
2,Scandellari Filippo,,vocab,1735,1802,http://viaf.org/viaf/96583999,http://vocab.getty.edu/ulan/500122401,http://www.wikidata.org/entity/Q56025014,,vocab,,https://d-nb.info/gnd/1014838916
2,Sanzio Raffaello/ Pippi Giulio (Giulio Romano),,,,,,,,,,,
2,Chignoli Girolamo,,data and vocab,1600,1649,http://viaf.org/viaf/95792032,http://vocab.getty.edu/ulan/500018086,http://www.wikidata.org/entity/Q89116576,,data and vocab,,https://d-nb.info/gnd/128830166
2,Andreasi Ippolito,Andreasino,data,1570,1599,http://viaf.org/viaf/87768209,http://vocab.getty.edu/ulan/500021206,http://www.wikidata.org/entity/Q3154225,http://it.wikipedia.org/wiki/Ippolito_Andreasi,data,http://id.loc.gov/authorities/names/no2011143847,https://d-nb.info/gnd/143514849
2,Cortese Cristoforo,,vocab,1400,1445,http://viaf.org/viaf/295100876,http://vocab.getty.edu/ulan/500026152,http://www.wikidata.org/entity/Q21207630,,vocab,http://id.loc.gov/authorities/names/nr98029754,https://d-nb.info/gnd/124436021
2,Campiglia Giovanni Domenico,,data and vocab,1730,1750,http://viaf.org/viaf/121797018,http://vocab.getty.edu/ulan/500019943,http://www.wikidata.org/entity/Q3767154,,data and vocab,http://id.loc.gov/authorities/names/no2011056019,https://d-nb.info/gnd/123066212
2,Antonio da Pavia,,vocab,1500,1527,,http://vocab.getty.edu/ulan/500048335,http://www.wikidata.org/entity/Q16167375,,vocab,,
2,Vries Adriaen de,,,,,,,,,,,
2,Canton Franz Thomas,,vocab,1691,1734,http://viaf.org/viaf/95998966,http://vocab.getty.edu/ulan/500047887,http://www.wikidata.org/entity/Q52154126,,vocab,,https://d-nb.info/gnd/136195806
2,Laurentini Giovanni,Arrigoni,data and vocab,1570,1633,http://viaf.org/viaf/287932951,http://vocab.getty.edu/ulan/500018293,http://www.wikidata.org/entity/Q3107234,http://it.wikipedia.org/wiki/Giovanni_Laurentini,data and vocab,,https://d-nb.info/gnd/131759590
2,Reti Leonardo,,vocab,1660,1709,http://viaf.org/viaf/64895042,http://vocab.getty.edu/ulan/500087318,,,vocab,,https://d-nb.info/gnd/122677749
2,Spanzotti Giovanni Martino il Vecchio,,,,,,,,,,,
2,Lombardo Ludovico,,manual,1550,1570,,http://vocab.getty.edu/ulan/500550584,,,manual,,
2,Kuijl Gerard van,,,1600,1649,,,,,,,
2,Dorigny Nicolas,,vocab,1691,1704,http://viaf.org/viaf/316878085,http://vocab.getty.edu/ulan/500029295,http://www.wikidata.org/entity/Q512727,,vocab,http://id.loc.gov/authorities/names/n88244662,https://d-nb.info/gnd/130051969
2,Hoin Claude,,vocab,1771,1771,http://viaf.org/viaf/34725009,http://vocab.getty.edu/ulan/500015655,http://www.wikidata.org/entity/Q2977549,,vocab,http://id.loc.gov/authorities/names/nb2007019482,https://d-nb.info/gnd/1172460590
2,Falda Giovan Battista,,data,1670,1670,http://viaf.org/viaf/106966751,http://vocab.getty.edu/ulan/500019267,http://www.wikidata.org/entity/Q3766656,http://it.wikipedia.org/wiki/Giovanni_Battista_Falda,data,http://id.loc.gov/authorities/names/n83215454,https://d-nb.info/gnd/120491931
2,Passeri Bernardino,,,,,,,,,,,
2,Abbiati Filippo,,data,1660,1690,http://viaf.org/viaf/55369173,http://vocab.getty.edu/ulan/500127903,http://www.wikidata.org/entity/Q576866,http://it.wikipedia.org/wiki/Filippo_Abbiati,data,http://id.loc.gov/authorities/names/nr89015713,https://d-nb.info/gnd/135657083
2,Ranieri di Ugolino,,,1270,1290,,,,,,,
2,Huchtenburg Jacob van,,,,,,,,,,,
2,Lippi Filippo/ Domenico di Zanobi (Maestro della Natività Johnson),,,,,,,,,,,
2,Quaglio Giulio il Giovane,,manual,1690,1721,,http://vocab.getty.edu/ulan/500027208,http://www.wikidata.org/entity/Q125211886,,manual,,
2,Braccioli Giovan Francesco,,,1727,1729,,,,,,,
2,Gentile da Rocca,,vocab,1283,1283,,http://vocab.getty.edu/ulan/500331654,,,vocab,,
2,Corenti Giovanni,,,1480,1485,,,,,,,
2,Longo Jacopino,,data and vocab,1538,1546,http://viaf.org/viaf/95888424,http://vocab.getty.edu/ulan/500033680,,,data and vocab,,
2,Gregori Romeo,,,1935,1939,,,,,,,
2,Pogliaghi Lodovico,,vocab,1886,1906,http://viaf.org/viaf/74169897,http://vocab.getty.edu/ulan/500024553,http://www.wikidata.org/entity/Q3836381,,vocab,http://id.loc.gov/authorities/names/nr97027349,https://d-nb.info/gnd/122136802
2,Marini Pasquale Andrea,Pasqualino da Recanati,,1690,1699,,,,,,,
2,Calcagni Tiberio,,data and vocab,1538,1555,http://viaf.org/viaf/72250949,http://vocab.getty.edu/ulan/500077846,http://www.wikidata.org/entity/Q3528076,http://it.wikipedia.org/wiki/Tiberio_Calcagni,data and vocab,,https://d-nb.info/gnd/121502201
2,Sante di Apollonio,,,,,,,,,,,
2,Cucchiari Resita,,,1920,1955,,,,,,,
2,Thorvaldsen Bertel,,vocab,1825,1829,http://viaf.org/viaf/13100325,http://vocab.getty.edu/ulan/500011182,http://www.wikidata.org/entity/Q47812,,vocab,http://id.loc.gov/authorities/names/n80017594,https://d-nb.info/gnd/118622323
2,Nève Frans de,Frans de Nève il giovane,,1625,1691,,,,,,,
2,Clerigino da Capodistria,,vocab,1450,1499,,http://vocab.getty.edu/ulan/500052349,,,vocab,,
2,Simeone/ Machilone da Spoleto,,,,,,,,,,,
2,Pardini Antonio,,,1375,1399,,,,,,,
2,Monogrammista X L,,,,,,,,,,,
2,Leonardo di ser Giovanni,,vocab,1366,1483,,http://vocab.getty.edu/ulan/500003089,,,vocab,,
2,Ristoro d'Arezzo,,,,,,,,,,,
2,Venturini Gaspare,,data and vocab,1580,1602,http://viaf.org/viaf/306063462,http://vocab.getty.edu/ulan/500018012,http://www.wikidata.org/entity/Q3758675,http://it.wikipedia.org/wiki/Gaspare_Venturini,data and vocab,,
2,Belloni Giulio,,,,,,,,,,,
2,Tedeschi Pietro,,,1770,1808,,,,,,,
2,Guinaccia Deodato,,data,1570,1585,http://viaf.org/viaf/96274915,http://vocab.getty.edu/ulan/500082675,http://www.wikidata.org/entity/Q1190124,http://it.wikipedia.org/wiki/Deodato_Guinaccia,data,,
2,Magistris Sigismondo de',,data,1533,1533,http://viaf.org/viaf/246921146,,,,data,,
2,Canevari Giovanni Battista,,data and vocab,1859,1859,http://viaf.org/viaf/81609700,http://vocab.getty.edu/ulan/500011393,http://www.wikidata.org/entity/Q5563711,http://it.wikipedia.org/wiki/Giovanni_Battista_Cassevari,data and vocab,,https://d-nb.info/gnd/137415265
2,Corbo Tommaso,,data,1500,1540,http://viaf.org/viaf/95818687,http://vocab.getty.edu/ulan/500022309,,,data,,
2,Mitelli Agostino,,vocab,1635,1656,http://viaf.org/viaf/47571301,http://vocab.getty.edu/ulan/500010420,http://www.wikidata.org/entity/Q1427142,,vocab,http://id.loc.gov/authorities/names/no94036847,https://d-nb.info/gnd/119425122
2,Conca Giacomo,,data,1700,1852,,http://vocab.getty.edu/ulan/,,http://it.wikipedia.org/wiki/Giacomo_Conca,data,,
2,Cialdieri Girolamo di Bartolomeo,,data,1618,1680,http://viaf.org/viaf/96086808,http://vocab.getty.edu/ulan/500060219,http://www.wikidata.org/entity/Q3107683,,data,,https://d-nb.info/gnd/1104861054
2,Torresini Attilio,,vocab,1925,1940,http://viaf.org/viaf/45194333,http://vocab.getty.edu/ulan/500071189,http://www.wikidata.org/entity/Q28114513,,vocab,http://id.loc.gov/authorities/names/nr2002016550,https://d-nb.info/gnd/122880706
2,Pellerano Bartolomeo,,,1346,1346,,,,,,,
2,Polito del Donzello,,,,,,,,,,,
2,Belliazzi Raffaele,,data and vocab,1860,1917,http://viaf.org/viaf/96177111,http://vocab.getty.edu/ulan/500071004,http://www.wikidata.org/entity/Q7282504,http://it.wikipedia.org/wiki/Raffaele_Belliazzi,data and vocab,http://id.loc.gov/authorities/names/n2020032733,https://d-nb.info/gnd/141885246
2,Bononi Bartolomeo,,vocab,1507,1507,,http://vocab.getty.edu/ulan/500044745,,,vocab,,
2,Paganelli Niccolò,,data,1585,1585,http://viaf.org/viaf/95827221,http://vocab.getty.edu/ulan/500023677,http://www.wikidata.org/entity/Q26246997,,data,,
2,Pietro da Vicenza,,data and vocab,1511,1511,http://viaf.org/viaf/96539757,http://vocab.getty.edu/ulan/500115755,http://www.wikidata.org/entity/Q19569754,,data and vocab,,
2,Conventi Giulio Cesare,,,1615,1617,,,,,,,
2,Baur Johann Wilhelm,,vocab,1625,1642,http://viaf.org/viaf/66737403,http://vocab.getty.edu/ulan/500020628,http://www.wikidata.org/entity/Q324487,,vocab,http://id.loc.gov/authorities/names/n89664715,https://d-nb.info/gnd/100000231
2,Zucchi Andrea,,vocab,1725,1795,http://viaf.org/viaf/40540765,http://vocab.getty.edu/ulan/500016147,http://www.wikidata.org/entity/Q30250990,,vocab,http://id.loc.gov/authorities/names/no96021717,https://d-nb.info/gnd/132592916
2,Brini Giovanni,,,,,,,,,,,
2,Metsys Quinten,,data and vocab,1519,1519,http://viaf.org/viaf/17495748,http://vocab.getty.edu/ulan/500025017,http://www.wikidata.org/entity/Q314275,http://it.wikipedia.org/wiki/Quentin_Matsys,data and vocab,http://id.loc.gov/authorities/names/n82270627,https://d-nb.info/gnd/118731610
2,Scala Alessandro della,,data,1480,1520,http://viaf.org/viaf/57728915,,,,data,,
2,Jacopo di Lorenzo di Cosma,,manual,1200,1224,,http://vocab.getty.edu/ulan/500329607,,,manual,,
2,Cirelli Vittore,,,1532,1551,,,,,,,
2,Borani Giovanni Battista,,,1824,1840,,,,,,,
2,Nazari Nazario,,vocab,1750,1750,http://viaf.org/viaf/77382240,http://vocab.getty.edu/ulan/500115205,http://www.wikidata.org/entity/Q19518995,,vocab,http://id.loc.gov/authorities/names/nr96013226,https://d-nb.info/gnd/129044369
2,Recchi Gian Paolo,,,1615,1686,,,,,,,
2,Bonzanigo Giuseppe Maria,,data and vocab,1765,1820,http://viaf.org/viaf/95693580,http://vocab.getty.edu/ulan/500002131,http://www.wikidata.org/entity/Q3770905,http://it.wikipedia.org/wiki/Giuseppe_Maria_Bonzanigo,data and vocab,http://id.loc.gov/authorities/names/nr91006708,https://d-nb.info/gnd/119000679
2,Caprioli Francesco,,data and vocab,1480,1505,http://viaf.org/viaf/95734030,http://vocab.getty.edu/ulan/500008681,http://www.wikidata.org/entity/Q63302278,,data and vocab,,
2,Marchi Agostino de',,,1467,1478,,,,,,,
2,Cavalli Gian Marco,,data and vocab,1484,1506,http://viaf.org/viaf/95686988,http://vocab.getty.edu/ulan/500001047,http://www.wikidata.org/entity/Q19569688,,data and vocab,,https://d-nb.info/gnd/124476090
2,Turpin de Crissé Lancelot-Théodore,,,1800,1859,,,,,,,
2,Pastina,,,1860,1860,,,,,,,
2,Pseudo Mola,,,1630,1699,,,,,,,
2,Lotti Giovanni,,vocab,1475,1499,,http://vocab.getty.edu/ulan/500273383,,,vocab,,
2,Hoecke Jan van den,,vocab,1630,1651,http://viaf.org/viaf/45382517,http://vocab.getty.edu/ulan/500019616,http://www.wikidata.org/entity/Q1349676,,vocab,,https://d-nb.info/gnd/129462438
2,Ferrari Pietro Melchiorre,,data,1760,1787,http://viaf.org/viaf/40254789,http://vocab.getty.edu/ulan/500031594,http://www.wikidata.org/entity/Q2094454,http://it.wikipedia.org/wiki/Pietro_Melchiorre_Ferrari,data,,https://d-nb.info/gnd/122208293
2,Pietro di Ruffolo,,,,,,,,,,,
2,Lavaggi Giacomo Antonio,,vocab,1695,1710,http://viaf.org/viaf/305146359,http://vocab.getty.edu/ulan/500110580,http://www.wikidata.org/entity/Q114006679,,vocab,,https://d-nb.info/gnd/1038395615
2,Franck Jacques,,,1950,1999,,,,,,,
2,D'Anna Vito,,data,1761,1761,http://viaf.org/viaf/50319215,http://vocab.getty.edu/ulan/500047715,http://www.wikidata.org/entity/Q1641348,http://it.wikipedia.org/wiki/Vito_D'Anna,data,http://id.loc.gov/authorities/names/no2005120693,https://d-nb.info/gnd/129892432
2,Lusieri Giovanni Battista,,vocab,1775,1821,http://viaf.org/viaf/67371592,http://vocab.getty.edu/ulan/500014730,http://www.wikidata.org/entity/Q430474,,vocab,http://id.loc.gov/authorities/names/nr2004000407,https://d-nb.info/gnd/123356636
2,Hirt Friedrich Wilhelm,,vocab,1740,1772,http://viaf.org/viaf/60004313,http://vocab.getty.edu/ulan/500007010,http://www.wikidata.org/entity/Q23009275,,vocab,,https://d-nb.info/gnd/123962587
2,Manera Domenico,,,1822,1849,,,,,,,
2,Sguazzella Andrea,,vocab,1500,1549,http://viaf.org/viaf/95814404,http://vocab.getty.edu/ulan/500021596,http://www.wikidata.org/entity/Q3616052,,vocab,,https://d-nb.info/gnd/1024204456
2,Agostino da Vaprio,,data and vocab,1480,1510,http://viaf.org/viaf/96067300,http://vocab.getty.edu/ulan/500057868,,,data and vocab,,
2,Gheri Cosimo,,data and vocab,1590,1590,http://viaf.org/viaf/96432712,http://vocab.getty.edu/ulan/500101380,http://www.wikidata.org/entity/Q132774586,,data and vocab,,https://d-nb.info/gnd/123527813
2,Barzaghi Prassitele,,,1800,1899,,,,,,,
2,Moses Henry,,vocab,1800,1870,http://viaf.org/viaf/363248,http://vocab.getty.edu/ulan/500004031,http://www.wikidata.org/entity/Q16065661,,vocab,http://id.loc.gov/authorities/names/nr93036655,https://d-nb.info/gnd/136520995
2,Solimena Angelo,,vocab,1655,1698,http://viaf.org/viaf/77123082,http://vocab.getty.edu/ulan/500014063,http://www.wikidata.org/entity/Q2849502,,vocab,http://id.loc.gov/authorities/names/n95013822,https://d-nb.info/gnd/119325446
2,Master of Saints Placidus and Benefactus,,,,,,,,,,,
2,Landriani Paolo Camillo,,data and vocab,1580,1616,http://viaf.org/viaf/95756108,http://vocab.getty.edu/ulan/500012290,http://www.wikidata.org/entity/Q3362607,http://it.wikipedia.org/wiki/Paolo_Camillo_Landriani,data and vocab,,https://d-nb.info/gnd/1124418954
2,De Tivoli Serafino,,data,1859,1940,http://viaf.org/viaf/18320574,http://vocab.getty.edu/ulan/500009562,http://www.wikidata.org/entity/Q1069372,http://it.wikipedia.org/wiki/Serafino_De_Tivoli,data,,https://d-nb.info/gnd/130041386
2,Benedetto da Imola,,,1500,1599,,,,,,,
2,Carlo dell'Aquila,,data,1489,1549,http://viaf.org/viaf/61664114,,http://www.wikidata.org/entity/Q125304761,,data,,
2,Slodtz René-Michel,,vocab,1744,1746,http://viaf.org/viaf/15014825,http://vocab.getty.edu/ulan/500028583,http://www.wikidata.org/entity/Q3308753,,vocab,http://id.loc.gov/authorities/names/nr97020409,https://d-nb.info/gnd/124986366
2,Antonio di Banco,,,,,,,,,,,
2,Giovanni di Ambrogio,,,,,,,,,,,
2,Valeri Domenico,,,1757,1757,,,,,,,
2,Buratti Giovanni,,data,1662,1663,http://viaf.org/viaf/29883537,,http://www.wikidata.org/entity/Q124772360,,data,,
2,Fiorentini Domenico Antonio,,,1750,1799,,,,,,,
2,Lupicini Francesco,,data,1600,1650,http://viaf.org/viaf/38002864,,http://www.wikidata.org/entity/Q5866550,,data,,https://d-nb.info/gnd/129607959
2,Resani Arcangelo,,vocab,1690,1742,http://viaf.org/viaf/33139802,http://vocab.getty.edu/ulan/500020423,http://www.wikidata.org/entity/Q4785232,,vocab,http://id.loc.gov/authorities/names/no2012123586,https://d-nb.info/gnd/131735365
2,Niccolò de' Barbari,,vocab,1500,1549,,http://vocab.getty.edu/ulan/500013623,,,vocab,,
2,Capassini Giovanni,,vocab,1555,1577,http://viaf.org/viaf/6028605,http://vocab.getty.edu/ulan/500124376,http://www.wikidata.org/entity/Q3107120,,vocab,,https://d-nb.info/gnd/130042153
2,Lauro Padovano,,,,,,,,,,,
2,Amadei Amadio,Amadio da Milano,manual,1437,1441,http://viaf.org/viaf/315521696,http://vocab.getty.edu/ulan/500018162,http://www.wikidata.org/entity/Q284282,,manual,http://id.loc.gov/authorities/names/nr90000026,https://d-nb.info/gnd/118834673
2,Mattioli Battista di Baldassarre,,manual,1451,1451,,http://vocab.getty.edu/ulan/500048166,,,manual,,
2,Ruberto di Filippo Lippi,,,,,,,,,,,
2,Merelli Bartolomeo,,,1670,1705,,,,,,,
2,Brea Antonio,,data and vocab,1517,1517,http://viaf.org/viaf/249914286,http://vocab.getty.edu/ulan/500030610,http://www.wikidata.org/entity/Q3619299,,data and vocab,,
2,"""Brucianesi Master""",,,,,,,,,,,
2,Giovanni da Riolo,,data and vocab,1433,1433,http://viaf.org/viaf/309813867,http://vocab.getty.edu/ulan/500331099,http://www.wikidata.org/entity/Q18507812,,data and vocab,,https://d-nb.info/gnd/131751034
2,Ayres Pietro,,data and vocab,1820,1840,http://viaf.org/viaf/59356928,http://vocab.getty.edu/ulan/500099526,http://www.wikidata.org/entity/Q7192922,http://it.wikipedia.org/wiki/Pietro_Ayres,data and vocab,http://id.loc.gov/authorities/names/n97873982,
2,Minardi Tommaso,,vocab,1807,1864,http://viaf.org/viaf/64788091,http://vocab.getty.edu/ulan/500024668,http://www.wikidata.org/entity/Q782227,,vocab,http://id.loc.gov/authorities/names/n83014558,https://d-nb.info/gnd/117578487
2,Martinelli Vincenzo/ Bigari Angelo,,,,,,,,,,,
2,Cardello Tommaso,,data and vocab,1450,1499,http://viaf.org/viaf/96339371,http://vocab.getty.edu/ulan/500090325,http://www.wikidata.org/entity/Q97571706,,data and vocab,,
2,Warin Jean,,vocab,1630,1631,http://viaf.org/viaf/47033513,http://vocab.getty.edu/ulan/500019534,http://www.wikidata.org/entity/Q1751100,,vocab,http://id.loc.gov/authorities/names/nr99013242,https://d-nb.info/gnd/10418440X
2,Ducamps Jean,,,1620,1670,,,,,,,
2,Giotto di Bondone e bottega (Maestro della cappella di San Nicola),,,,,,,,,,,
2,Floreani Francesco,,data,1565,1566,http://viaf.org/viaf/95986858,http://vocab.getty.edu/ulan/500046332,http://www.wikidata.org/entity/Q3080966,http://it.wikipedia.org/wiki/Francesco_Floriani,data,,https://d-nb.info/gnd/188433724
2,Alboresi Giacomo,,data and vocab,1667,1674,http://viaf.org/viaf/39223397,http://vocab.getty.edu/ulan/500003961,http://www.wikidata.org/entity/Q3105029,http://it.wikipedia.org/wiki/Giacomo_Alboresi,data and vocab,http://id.loc.gov/authorities/names/nr89016570,https://d-nb.info/gnd/1032091126
2,Bernardino di Cola,,,1475,1510,,,,,,,
2,Comi Francesco,Fornaretto,,1700,1740,,,,,,,
2,Vaccaro Ludovico,,,1700,1799,,,,,,,
2,Ferrucci Francesco di Giovanni,Francesco del Tadda,data and vocab,1366,1483,http://viaf.org/viaf/20889521,http://vocab.getty.edu/ulan/500022127,http://www.wikidata.org/entity/Q3750862,http://it.wikipedia.org/wiki/Francesco_del_Tadda,data and vocab,http://id.loc.gov/authorities/names/n97002876,https://d-nb.info/gnd/133965112
2,Lasinio Carlo,,,1832,1832,,,,,,,
2,Hendricksz Dirck,,,,,,,,,,,
2,Morghen Raffaello,,manual,1791,1833,http://viaf.org/viaf/18597855,http://vocab.getty.edu/ulan/500025268,http://www.wikidata.org/entity/Q2275991,,manual,http://id.loc.gov/authorities/names/n83132614,https://d-nb.info/gnd/118784900
2,Zuccari,,,,,,,,,,,
2,Anastasi Giovanni,,data,1690,1695,,http://vocab.getty.edu/ulan/,,http://it.wikipedia.org/wiki/Giovanni_Anastasi,data,,
2,Orsoni Antonio,,,1690,1695,,,,,,,
2,Pacini Sante,,vocab,1762,1790,http://viaf.org/viaf/66309862,http://vocab.getty.edu/ulan/500115804,http://www.wikidata.org/entity/Q27493842,,vocab,http://id.loc.gov/authorities/names/nr00032644,https://d-nb.info/gnd/122181263
2,Clouet Francois,Janet,,,,,,,,,,
2,Errante Giuseppe,,data,1780,1821,http://viaf.org/viaf/1125408,http://vocab.getty.edu/ulan/500048323,http://www.wikidata.org/entity/Q1528310,http://it.wikipedia.org/wiki/Giuseppe_Errante,data,http://id.loc.gov/authorities/names/no2010076341,https://d-nb.info/gnd/130651001
2,D'Amato Giovanni Antonio il Giovane,,,,,,,,,,,
2,Coppola Giovanni Andrea,,data,,,http://viaf.org/viaf/95874243,http://vocab.getty.edu/ulan/500031261,http://www.wikidata.org/entity/Q3766396,http://it.wikipedia.org/wiki/Giovanni_Andrea_Coppola,data,http://id.loc.gov/authorities/names/n2012018584,https://d-nb.info/gnd/189332948
2,Secchi Luigi,,vocab,1873,1921,http://viaf.org/viaf/89131159,http://vocab.getty.edu/ulan/500099703,http://www.wikidata.org/entity/Q3266543,,vocab,,https://d-nb.info/gnd/102618780X
2,Jacovetti Rinaldo,Rinaldo da Calvi,data,1500,1528,http://viaf.org/viaf/190554648,http://vocab.getty.edu/ulan/500048181,http://www.wikidata.org/entity/Q3432158,,data,http://id.loc.gov/authorities/names/nr2001050204,https://d-nb.info/gnd/122577000
2,Thulden Theodor van,,,,,,,,,,,
2,Parodi Giovanni Battista,,manual,1704,1706,http://viaf.org/viaf/47653147,http://vocab.getty.edu/ulan/500028765,http://www.wikidata.org/entity/Q5563742,,manual,,https://d-nb.info/gnd/122804821
2,Mellan Claude,,vocab,1631,1631,http://viaf.org/viaf/73888233,http://vocab.getty.edu/ulan/500026391,http://www.wikidata.org/entity/Q1274026,,vocab,http://id.loc.gov/authorities/names/n82074138,https://d-nb.info/gnd/118949373
2,Benso Giulio,,data and vocab,1629,1670,http://viaf.org/viaf/60016080,http://vocab.getty.edu/ulan/500008845,http://www.wikidata.org/entity/Q547326,http://it.wikipedia.org/wiki/Giulio_Benso,data and vocab,http://id.loc.gov/authorities/names/no2019155770,https://d-nb.info/gnd/124417701
2,Bettini Antonio Sebastiano,,,1745,1787,,,,,,,
2,Antonfrancesco dello Scheggia,,,,,,,,,,,
2,Trubbiani Valerio,,manual,1967,1984,http://viaf.org/viaf/96496954,http://vocab.getty.edu/ulan/500108949,http://www.wikidata.org/entity/Q4007833,,manual,http://id.loc.gov/authorities/names/n80066864,https://d-nb.info/gnd/119070065
2,Cifariello Filippo Antonio,,data,1880,1936,http://viaf.org/viaf/63869434,http://vocab.getty.edu/ulan/500061427,http://www.wikidata.org/entity/Q3745148,http://it.wikipedia.org/wiki/Filippo_Cifariello,data,http://id.loc.gov/authorities/names/nr92008430,https://d-nb.info/gnd/119071061
2,Wagner Joseph,,vocab,1750,1780,http://viaf.org/viaf/17494731,http://vocab.getty.edu/ulan/500020794,http://www.wikidata.org/entity/Q11728479,,vocab,http://id.loc.gov/authorities/names/nr2001036595,https://d-nb.info/gnd/121772624
