photographer,institute,wikidata,rev,discuss,possible umbrella term,separate entity,scope note (separate entity),scope note (umbrella term),Note,entity type,uncertainty,collaboration,,,,Quick stats,,,,,
U.S. Signal Corps,frick,http://www.wikidata.org/entity/Q736213,FALSE,,,U.S. Signal Corps,,,,institution,,,,,,,,,,,
Ubaldi,zeri,,TRUE,,,Ubaldi,,,,atelier,,,,,,,,,,,
"Ufficio fotografico della Soprintendenza per i beni storici, artistici ed etnoantropologici per le province di Modena e Reggio Emilia",zeri,,TRUE,,,"Ufficio fotografico della Soprintendenza per i beni storici, artistici ed etnoantropologici per le province di Modena e Reggio Emilia",,,,institution,,,,,,,,,,,
Ufficio Fotoriproduzioni. Biblioteca Ambrosiana,zeri,,TRUE,,,Ufficio Fotoriproduzioni. Biblioteca Ambrosiana,,,,institution,,,,,,,,,,,
UFP,zeri,,TRUE,,,UFP,,,,atelier,,,,,,,,,,,
"Uhlig, Gerhard",marburg,http://www.wikidata.org/entity/Q99627168,FALSE,,,"Uhlig, Gerhard",,,,,,,,,,,,,,,
"Charles Uht, New York",frick,http://www.wikidata.org/entity/Q84594380,FALSE,,,"Uht, Charles",,,,,,,,,,,,,,,
"Uht, Charles",zeri,http://www.wikidata.org/entity/Q84594380,TRUE,,,"Uht, Charles",,,,person,,,,,,,,,,,
"Uht, Charles, photographer",itatti,http://www.wikidata.org/entity/Q84594380,FALSE,,,"Uht, Charles",,,,,,,,,,,,,,,
"Ulbricht, Hermann",marburg,,FALSE,,,"Ulbricht, Hermann",,,,,,,,,,,,,,,
Ulster Museum,zeri,http://www.wikidata.org/entity/Q3547979,TRUE,,,Ulster Museum,,,,institution,,,,,,,,,,,
Underhill Studios,frick,,FALSE,,,Underhill Studios,,,,,,,,,,,,,,,
Underwood & Underwood,frick,http://www.wikidata.org/entity/Q2492951,FALSE,,,Underwood and Underwood,,,,,,,,,,,,,,,
Underwood and Underwood,frick,http://www.wikidata.org/entity/Q2492951,FALSE,,,Underwood and Underwood,,,,,,,,,,,,,,,
"Underwood, Bert",khi,http://www.wikidata.org/entity/Q21192305,TRUE,,,"Underwood, Bert",,,"Underwood, Bert Elias",person,,,,,,,,,,,
"Underwood, John",zeri,,TRUE,,,"Underwood, John",,,,person,,,,,,,,,,,
"Unfug, Werner",khi,none,TRUE,,,"Unfug, Werner",,,,person,,,,,,,,,,,
Unifoto,zeri,,TRUE,,,Unifoto,,,,atelier,,,,,,,,,,,
Unione Tipografica Cooperativa,zeri,,TRUE,,,Unione Tipografica Cooperativa,,,,atelier,,,,,,,,,,,
"United Photo Service, photographer",itatti,,FALSE,,,United Photo Service,,,,atelier,,,,,,,,,,,
Università di Catania: Istituto di Storia dell'Arte,zeri,none,TRUE,,,"Università di Catania, Istituto di Storia dell'Arte",,,,institution,,,,,,,,,,,
"Fotografia, Università di Catania",frick,none,TRUE,,,"Università di Catania, Istituto di Storia dell'Arte",,,,institution,,,,,,,,,,,
Università di Pisa. Dipartimento di Storia delle Arti,zeri,,TRUE,,,Università di Pisa. Dipartimento di Storia delle Arti,,,,institution,,,,,,,,,,,
Universitat Halle photograph,frick,http://www.wikidata.org/entity/Q32120,FALSE,,,Universitat Halle,,,,institution,,,,,,,,,,,
"University Art Museum, State University of New York at Binghamton",zeri,http://www.wikidata.org/entity/Q16254767,TRUE,,,"University Art Museum, State University of New York at Binghamton",,,,institution,,,,,,,,,,,
University of Arizona Art Gallery,zeri,none,TRUE,,,University of Arizona Art Gallery,,,,institution,,,,,,,,,,,
University of Glasgow,zeri,http://www.wikidata.org/entity/Q192775,TRUE,,,University of Glasgow,,,,institution,,,,,,,,,,,
"University of Glasgow, Glasgow photograph",frick,http://www.wikidata.org/entity/Q192775,FALSE,,,University of Glasgow,,,,institution,,,,,,,,,,,
University of Missouri Museum of Art and Archaelogy,zeri,none,TRUE,,,University of Missouri Museum of Art and Archaelogy,,,,institution,,,,,,,,,,,
"University of Nebraska Art Galleries, Lincoln photograph",frick,none,FALSE,,,"University of Nebraska Art Galleries, Lincoln",,,,institution,,,,,,,,,,,
"University of Newcastle, Hatton Gallery",zeri,http://www.wikidata.org/entity/Q5682144,TRUE,,,"University of Newcastle, Hatton Gallery",,,,institution,,,,,,,,,,,
"University of Pennsylvania, Philadelphia photograph",frick,http://www.wikidata.org/entity/Q49117,FALSE,,,"University of Pennsylvania, Philadelphia",,,,institution,,,,,,,,,,,
"Unkel, Friedrich?",marburg,none,FALSE,,,"Unkel, Friedrich",,,,,"Unkel, Friedrich",,,,,,,,,,
"Unkel, ?",marburg,none,FALSE,,,"Unkel, Friedrich",,,,,0,,,,,,,,,,
Unusual Film,frick,none,,,,Unusual Films,,,,atelier,,,,,,,,,,,
Unusual Films,frick,none,,,,Unusual Films,,,,atelier,,,,,,,,,,,
"Unusual Films Bob Jones University, Greenville",frick,none,,,,Unusual Films,,,,atelier,,,,,,,,,,,
"Unusual Films, Bob Jones University Collection, Greenville",frick,none,,,,Unusual Films,,,,atelier,,,,,,,,,,,
"Unusual Films, Greenville",frick,none,,,,Unusual Films,,,,atelier,,,,,,,,,,,
Unusual Flims,frick,none,,,,Unusual Films,,,,atelier,,,,,,,,,,,
"Unusual Flims, Greenville",frick,none,,,,Unusual Films,,,,atelier,,,,,,,,,,,
"Urbahns, Ferdinand",marburg,http://www.wikidata.org/entity/Q94903560,FALSE,,,"Urbahns, Ferdinand",,,,,,,,,,,,,,,
"Urban, Thomas / Noehles, Karl",hertziana,http://www.wikidata.org/entity/Q95335637; none,FALSE,,,"Urban, Thomas ; Noehles, Karl",,,,,,?,,,,,,,,,
"Utah Museum of Fine Arts, Denver photograph",frick,http://www.wikidata.org/entity/Q2502866,FALSE,,,"Utah Museum of Fine Arts, Salt Lake City",,,,institution,,,,,,,,,,,
"Utah Museum of Fine Arts, Salt Lake City photograph",frick,http://www.wikidata.org/entity/Q2502866,FALSE,,,"Utah Museum of Fine Arts, Salt Lake City",,,,institution,,,,,,,,,,,
Vaering,zeri,,TRUE,,,Vaering,,,,atelier,,,,,,,,,,,
Vajenti,khi,none,TRUE,,,Vajenti,,,,,,,,,,,,,,,
Vajenti,zeri,none,TRUE,,,Vajenti,,,,atelier,,,,,,,,,,,
Vajenti,hertziana,none,FALSE,,,Vajenti,,,,,,,,,,,,,,,
"Vala, Leo",hertziana,,FALSE,,,"Vala, Leo",,,,,,,,,,,,,,,
Valdemaro,zeri,,TRUE,,,Valdemaro,,,,atelier,,,,,,,,,,,
Valenti,hertziana,,FALSE,,,Valenti,,,,,,,,,,,,,,,
"The Valentine Museum, Richmond photograph",frick,http://www.wikidata.org/entity/Q5453036,FALSE,,,"Valentine Museum, Richmond",,,,institution,,,,,,,,,,,
"Valentine Museum, Richmond photograph",frick,http://www.wikidata.org/entity/Q5453036,FALSE,,,"Valentine Museum, Richmond",,,,institution,,,,,,,,,,,
"Valentine Musuem, Richmond photograph",frick,http://www.wikidata.org/entity/Q5453036,FALSE,,,"Valentine Museum, Richmond",,,,institution,,,,,,,,,,,
The Valentine Museum,frick,http://www.wikidata.org/entity/Q5453036,FALSE,,,"Valentine Museum, Richmond",,,,,,,,,,,,,,,
"The Valentine Museum, Richmond",frick,http://www.wikidata.org/entity/Q5453036,FALSE,,,"Valentine Museum, Richmond",,,,,,,,,,,,,,,
Valentine Museum,frick,http://www.wikidata.org/entity/Q5453036,FALSE,,,"Valentine Museum, Richmond",,,,,,,,,,,,,,,
Valentine Museum photograph,frick,http://www.wikidata.org/entity/Q5453036,FALSE,,,"Valentine Museum, Richmond",,,,,,,,,,,,,,,
"Valentine Museum, Richmond",frick,http://www.wikidata.org/entity/Q5453036,FALSE,,,"Valentine Museum, Richmond",,,,,,,,,,,,,,,
"Valentine Museum, Richmond, Virginia",frick,http://www.wikidata.org/entity/Q5453036,FALSE,,,"Valentine Museum, Richmond",,,,,,,,,,,,,,,
"Valentine Museum, Richmond, Virginia photograph",frick,http://www.wikidata.org/entity/Q5453036,FALSE,,,"Valentine Museum, Richmond",,,,,,,,,,,,,,,
"Valentine Museum, Virginia",frick,http://www.wikidata.org/entity/Q5453036,FALSE,,,"Valentine Museum, Richmond",,,,,,,,,,,,,,,
G. Valentiny,frick,none,FALSE,,,"Valentiny, G. ",,,,person,,,,,,,,,,,
"Valsecchi, Angelo",hertziana,,FALSE,,,"Valsecchi, Angelo",,,,,,,,,,,,,,,
"Vältl, ?",hertziana,,FALSE,,,Vältl,,,,,Vältl,,,,,,,,,,
"Van Buren, Colley",zeri,,TRUE,,,"Van Buren, Colley",,,,person,,,,,,,,,,,
"Van Der Smissen, Friedrich",zeri,http://www.wikidata.org/entity/Q46944916,TRUE,,,"Van Der Smissen, Friedrich",,,,person,,,,,,,,,,,
"Smissen, ? van der (Darmstadt)",marburg,http://www.wikidata.org/entity/Q46944916,FALSE,,,"Van Der Smissen, Friedrich",,,,,"Van Der Smissen, Friedrich",,,,,,,,,,
"Smissen, F. van der (German) photographer",itatti,http://www.wikidata.org/entity/Q46944916,FALSE,,,"Van Der Smissen, Friedrich",,,,,,,,,,,,,,,
"Smissen, Friedrich van der",marburg,http://www.wikidata.org/entity/Q46944916,FALSE,,,"Van Der Smissen, Friedrich",,,,,,,,,,,,,,,
"Van Diemen and Co., Berlin",frick,http://www.wikidata.org/entity/Q28835258,,,,Van Diemen and Co.,,,,institution,,,,,,,,,,,
Van Diemen and Company,frick,http://www.wikidata.org/entity/Q28835258,,,,Van Diemen and Co.,,,,institution,,,,,,,,,,,
"Van Diemen and Company, Berlin",frick,http://www.wikidata.org/entity/Q28835258,,,,Van Diemen and Co.,,,,institution,,,,,,,,,,,
Van Diemen-Lilienfeld Galleries,zeri,http://www.wikidata.org/entity/Q78082026,TRUE,,,Van Diemen-Lilienfeld Galleries,,,,atelier,,,,,,,,,,,
"Van Dieman-Lilienfeld Galleries, Inc., New York",frick,http://www.wikidata.org/entity/Q78082026,FALSE,,,Van Diemen-Lilienfeld Galleries,,,,,,,,,,,,,,,
"Van Dyck Studio, Charleston",frick,none,FALSE,,,"Van Dyck Studio, Charleston",,,,atelier,,,,,,,,,,,
"Van Vliet, Henk",zeri,,TRUE,,,"Van Vliet, Henk",,,,person,,,,,,,,,,,
"Marc Van, Paris",frick,none,FALSE,,,"Van, Marc",,,,person,,,,,,,,,,,
Vanadio,zeri,,TRUE,,,Vanadio,,,,atelier,,,,,,,,,,,
"Vanetti, Giuseppe",khi,none,TRUE,,,"Vanetti, Giuseppe",,,Active in Turin around 1860/1898,person,,,,,,,,,,,
"Vang Studios, photographer",itatti,,FALSE,,,Vang Studios,,,,atelier,,,,,,,,,,,
"Vannini, Carlo",zeri,http://www.wikidata.org/entity/Q112493854,TRUE,,,"Vannini, Carlo",,,,person,,,,,,,,,,,
"Varga, D.",zeri,,TRUE,,,"Varga, D.",,,,person,,,,,,,,,,,
"Varing, O., photographer",itatti,,FALSE,,,"Varing, O.",,,,,,,,,,,,,,,
"Varon, Malcolm",zeri,,TRUE,,,"Varon, Malcolm",,,,person,,,,,,,,,,,
Vasconi,zeri,,TRUE,,,Vasconi,,,,atelier,,,,,,,,,,,
"Vassar College, Poughkeepsie photograph",frick,http://www.wikidata.org/entity/Q2093794,FALSE,,,"Vassar College, Poughkeepsie",,,,institution,,,,,,,,,,,
"Vaulé, Y.",zeri,none,TRUE,,,"Vaulé, Y.",,,,person,,,,,,,,,,,
"Vaulé, Y. (French) photographer",itatti,none,FALSE,,,"Vaulé, Y.",,,,,,,,,,,,,,,
"Marc Vaux, Paris",frick,http://www.wikidata.org/entity/Q3288463,FALSE,,,"Vaux, Marc",,,,,,,,,,,,,,,
"Photo Marc Vaux, Paris",frick,http://www.wikidata.org/entity/Q3288463,FALSE,,,"Vaux, Marc",,,,,,,,,,,,,,,
"Vaux, Marc",zeri,http://www.wikidata.org/entity/Q3288463,TRUE,,,"Vaux, Marc",,,,person,,,,,,,,,,,
"Vaux, Marc (1895-1971, French) photographer",itatti,http://www.wikidata.org/entity/Q3288463,FALSE,,,"Vaux, Marc",,,,,,,,,,,,,,,
"Vecchi, Giuseppe",khi,none,TRUE,,,"Vecchi, Giuseppe",,,,person,,,,,,,,,,,
"Venturi, Francesco",khi,http://www.wikidata.org/entity/Q98675276,TRUE,,,"Venturi, Francesco",,,"Venturi, Pietro Francesco",person,0,,,,,,,,,,
Raffaele Venturini,hertziana,none,FALSE,,,"Venturini, Raffaele",,,,,,,,,,,,,,,
"Venturini, Raffaele (Salerno)",hertziana,none,FALSE,,,"Venturini, Raffaele",,,,,,,,,,,,,,,
"Verde Orive, José",zeri,,TRUE,,,"Verde Orive, José",,,,person,,,,,,,,,,,
"Verdoni, Carlo",zeri,,TRUE,,,"Verdoni, Carlo",,,,person,,,,,,,,,,,
"O. Vering Foto, photographer",itatti,,FALSE,,,Vering O. Foto,,,,,,,,,,,,,,,
Verlag der Galerie Flechtheim,frick,http://www.wikidata.org/entity/Q72967164,FALSE,,,Verlag der Galerie Flechtheim,,,,institution,,,,,,,,,,,
"Vermard, Georges",zeri,,TRUE,,,"Vermard, Georges",,,,person,,,,,,,,,,,
Vermessungsbüro Fladner,marburg,,FALSE,,,Vermessungsbüro Fladner,,,,,,,,,,,,,,,
"Vernacci, Ruiz",khi,http://www.wikidata.org/entity/Q3179772,TRUE,,,"Vernacci Ruiz, Joaquin",,,"Ruiz Vernacci, Joaquín",person,,,,,,,,,,,
"Vernacci Ruiz, Joaquin",zeri,http://www.wikidata.org/entity/Q3179772,TRUE,,,"Vernacci Ruiz, Joaquin",,,,person,,,,,,,,,,,
"Vernacci, Ruiz",hertziana,http://www.wikidata.org/entity/Q3179772,FALSE,,,"Vernacci Ruiz, Joaquin",,,,,,,,,,,,,,,
"Veronique, Sydney E.",zeri,,TRUE,,,"Veronique, Sydney E.",,,,person,,,,,,,,,,,
"Verri, Candido",khi,none,TRUE,,,"Verri, Candido",,,,person,,,,,,,,,,,
"Verri, Candido",zeri,none,TRUE,,,"Verri, Candido",,,,person,,,,,,,,,,,
"Verspohl, ?",marburg,http://www.wikidata.org/entity/Q1377404,FALSE,,,"Verspohl, Franz",,,,,0,,,,,,,,,,
"Verspohl, Franz",marburg,http://www.wikidata.org/entity/Q1377404,FALSE,,,"Verspohl, Franz",,,,,,,,,,,,,,,
"Verzaschi, Enrico",hertziana,,FALSE,,,"Verzaschi, Enrico",,,,,,,,,,,,,,,
"Vescovo, Arnaldo",hertziana,http://www.wikidata.org/entity/Q99501010,FALSE,,,"Vescovo, Arnaldo",,,,,,,,,,,,,,,
"Vetters, Karl-Michael",marburg,,FALSE,,,"Vetters, Karl-Michael",,,,,,,,,,,,,,,
"Vicari, Vincenzo",zeri,,TRUE,,,"Vicari, Vincenzo",,,,person,,,,,,,,,,,
"Victoria & Albert Museum, London photograph",frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,institution,,,,,,,,,,,
Victoria and Albert Museum,zeri,http://www.wikidata.org/entity/Q213322,TRUE,,,Victoria and Albert Museum,,,,institution,,,,,,,,,,,
Victoria and Albert Museum,frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,institution,,,,,,,,,,,
"Victoria and Albert Museum, London",frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,institution,,,,,,,,,,,
"Victoria and Albert Museum, London photograph",frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,institution,,,,,,,,,,,
"Vicotria and Albert Museum, London negative",frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,,,,,,,,,,,,
"Victoria ana Albert Museum, London",frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,,,,,,,,,,,,
Victoria and Albert,frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,,,,,,,,,,,,
Victoria And Albert Museum,frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,,,,,,,,,,,,
Victoria and Albert museum,frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,,,,,,,,,,,,
Victoria and Albert Museum London,frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,,,,,,,,,,,,
Victoria and Albert Museum photograph,frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,,,,,,,,,,,,
"Victoria And Albert Museum, London",frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,,,,,,,,,,,,
"Victoria and Albert Museum, London, n.d",frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,,,,,,,,,,,,
"Victoria and Albert Museum, London, photograph",frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,,,,,,,,,,,,
Victoria and Albert Museum. London,frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,,,,,,,,,,,,
"Victoria and Albert Musuem, London",frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,,,,,,,,,,,,
"Victoria and Albert Musuem, London photograph",frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,,,,,,,,,,,,
"Victoria and Albert, London photograph",frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,,,,,,,,,,,,
"Victoria and Albert. Museum, London",frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,,,,,,,,,,,,
Victoria and Alberta Museum,frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,,,,,,,,,,,,
"Victoria and Museum, London",frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,,,,,,,,,,,,
"Victroia and Albert Museum, London",frick,http://www.wikidata.org/entity/Q213322,FALSE,,,Victoria and Albert Museum,,,,,,,,,,,,,,,
Vidal i Ventosa,frick,http://www.wikidata.org/entity/Q19300055,,,,"Vidal i Ventosa, Joan",,,,person,,,,,,,,,,,
Vidal i Ventosa (?),frick,http://www.wikidata.org/entity/Q19300055,,,,"Vidal i Ventosa, Joan",,,,person,,,,,,,,,,,
Vidal i Ventosa photograph,frick,http://www.wikidata.org/entity/Q19300055,,,,"Vidal i Ventosa, Joan",,,,person,,,,,,,,,,,
"Vidal i Ventosa, (Barcelona)",frick,http://www.wikidata.org/entity/Q19300055,,,,"Vidal i Ventosa, Joan",,,,person,,,,,,,,,,,
"Vidal i Ventosa, Barcelona",frick,http://www.wikidata.org/entity/Q19300055,,,,"Vidal i Ventosa, Joan",,,,person,,,,,,,,,,,
"Vidal i Ventosa, Barcelona Museum",frick,http://www.wikidata.org/entity/Q19300055,,,,"Vidal i Ventosa, Joan",,,,person,,,,,,,,,,,
"Vidal i Ventosa, Barcelona photograph",frick,http://www.wikidata.org/entity/Q19300055,,,,"Vidal i Ventosa, Joan",,,,person,,,,,,,,,,,
"Vidal i ventosa, Museo de la Ciudadela",frick,http://www.wikidata.org/entity/Q19300055,,,,"Vidal i Ventosa, Joan",,,,person,,,,,,,,,,,
"Vidal i Ventosa, Museo de la Ciudadela, Barcelona",frick,http://www.wikidata.org/entity/Q19300055,,,,"Vidal i Ventosa, Joan",,,,person,,,,,,,,,,,
"Vidal y Ventosa, Barcelona",frick,http://www.wikidata.org/entity/Q19300055,,,,"Vidal i Ventosa, Joan",,,,person,,,,,,,,,,,
"Vidal y Ventosa, Barcelona Museum",frick,http://www.wikidata.org/entity/Q19300055,,,,"Vidal i Ventosa, Joan",,,,person,,,,,,,,,,,
Video - Roma,zeri,,TRUE,,,Video - Roma,,,,atelier,,,,,,,,,,,
"Vignati, L.",khi,none,TRUE,,,"Vignati, L.",,,Luciano Vignati?,person,,,,,,,,,,,
"Villemin, Jean",zeri,,TRUE,,,"Villemin, Jean",,,,person,,,,,,,,,,,
"Vincent, Henry",zeri,,TRUE,,,"Vincent, Henry",,,,person,,,,,,,,,,,
"Vincent, John B.",hertziana,,FALSE,,,"Vincent, John B.",,,,,,,,,,,,,,,
"Vincenzi, Antonio",khi,none,TRUE,,,"Vincenzi, Antonio",,,,person,,,,,,,,,,,
Vinci,zeri,,TRUE,,,Vinci,,,,atelier,,,,,,,,,,,
"Viola Mortegliano, Riccardo (Udine)",hertziana,,FALSE,,,"Viola Mortegliano, Riccardo",,,,,,,,,,,,,,,
"Violet, Léon",hertziana,,FALSE,,,"Violet, Léon",,,,,,,,,,,,,,,
"Virdis, Davide",khi,none,TRUE,,,"Virdis, Davide",,,,person,,,,,,,,,,,
Virginia Historical Society,frick,http://www.wikidata.org/entity/Q7934315,,,,Virginia Historical Society,,,,institution,,,,,,,,,,,
Virginia Historical Society photograph,frick,http://www.wikidata.org/entity/Q7934315,,,,Virginia Historical Society,,,,institution,,,,,,,,,,,
"Virginia Historical Society, Richmond photograph",frick,http://www.wikidata.org/entity/Q7934315,,,,Virginia Historical Society,,,,institution,,,,,,,,,,,
"Virginia Historical Society, Richmond, photograph",frick,http://www.wikidata.org/entity/Q7934315,,,,Virginia Historical Society,,,,institution,,,,,,,,,,,
"Virginia Historical Society, Richmond, Virginia",frick,http://www.wikidata.org/entity/Q7934315,,,,Virginia Historical Society,,,,institution,,,,,,,,,,,
"Virginia Historical Society, Weyanoke photograph",frick,http://www.wikidata.org/entity/Q7934315,,,,Virginia Historical Society,,,,institution,,,,,,,,,,,
Virginia Museum of Fine Arts,zeri,http://www.wikidata.org/entity/Q4013975,TRUE,,,Virginia Museum of Fine Arts,,,,institution,,,,,,,,,,,
"Virginia Museum of Fine Arts, Richmond photograph",frick,http://www.wikidata.org/entity/Q4013975,FALSE,,,Virginia Museum of Fine Arts,,,,institution,,,,,,,,,,,
"University of Virginia Museum of Fine Arts, Charlottesville, photograph",frick,http://www.wikidata.org/entity/Q4013975,FALSE,,,Virginia Museum of Fine Arts,,,,,,,,,,,,,,,
"Virginia Museum of Art, Richmond photograph",frick,http://www.wikidata.org/entity/Q4013975,FALSE,,,Virginia Museum of Fine Arts,,,,,,,,,,,,,,,
Virginia Museum of Arts photograph,frick,http://www.wikidata.org/entity/Q4013975,FALSE,,,Virginia Museum of Fine Arts,,,,,,,,,,,,,,,
"Virginia Museum of Fine Art, Richmond",frick,http://www.wikidata.org/entity/Q4013975,FALSE,,,Virginia Museum of Fine Arts,,,,,,,,,,,,,,,
Virginia Museum of Fine Arts,frick,http://www.wikidata.org/entity/Q4013975,FALSE,,,Virginia Museum of Fine Arts,,,,,,,,,,,,,,,
Virginia Museum of Fine Arts (Burris),frick,http://www.wikidata.org/entity/Q4013975,FALSE,,,Virginia Museum of Fine Arts,,,,,,,,,,,,,,,
Virginia Museum of Fine Arts photograph,frick,http://www.wikidata.org/entity/Q4013975,FALSE,,,Virginia Museum of Fine Arts,,,,,,,,,,,,,,,
"Virginia Museum of Fine Arts, Richmond",frick,http://www.wikidata.org/entity/Q4013975,FALSE,,,Virginia Museum of Fine Arts,,,,,,,,,,,,,,,
"Virginia Museum Of Fine Arts, Richmond",frick,http://www.wikidata.org/entity/Q4013975,FALSE,,,Virginia Museum of Fine Arts,,,,,,,,,,,,,,,
"Virginia Museum of Fine Arts, Richmond, photograph",frick,http://www.wikidata.org/entity/Q4013975,FALSE,,,Virginia Museum of Fine Arts,,,,,,,,,,,,,,,
"Virginia Museum, Richmond",frick,http://www.wikidata.org/entity/Q4013975,FALSE,,,Virginia Museum of Fine Arts,,,,,,,,,,,,,,,
"Virtuoso, Daniel",zeri,,TRUE,,,"Virtuoso, Daniel",,,,person,,,,,,,,,,,
"Visentini, Guglielmo",zeri,,TRUE,,,"Visentini, Guglielmo",,,,person,,,,,,,,,,,
"Visintainer, Grazia",khi,none,TRUE,,,"Visintainer, Grazia",,,,person,,,,,,,,,,,
Visual Aids Department University of Melbourne,zeri,,TRUE,,,Visual Aids Department University of Melbourne,,,,institution,,,,,,,,,,,
"Vitos, photographer",itatti,,FALSE,,,Vitos,,,,,,,,,,,,,,,
"Vizzavona, François Antoine",zeri,http://www.wikidata.org/entity/Q3083829,TRUE,,,"Vizzavona, François Antoine",,,,person,,,,,,,,,,,
"Vizzavona, François Antoine (1876-1961, French)",itatti,http://www.wikidata.org/entity/Q3083829,FALSE,,,"Vizzavona, François Antoine",,,,,,,,,,,,,,,
"Vizzavona, François Antoine (1876-1961, French) photographer",itatti,http://www.wikidata.org/entity/Q3083829,FALSE,,,"Vizzavona, François Antoine",,,,,,,,,,,,,,,
"Vizzavona, François Antoine (1876-1961, French) photographer (?)",itatti,http://www.wikidata.org/entity/Q3083829,FALSE,,,"Vizzavona, François Antoine",,,,,"Vizzavona, François Antoine",,,,,,,,,,
"Vizzavona, Paris",frick,http://www.wikidata.org/entity/Q3083829,TRUE,,,"Vizzavona, François Antoine",,,,person,,,,,,,,,,,
"Vodoz, Jacqueline",zeri,,TRUE,,,"Vodoz, Jacqueline",,,,person,,,,,,,,,,,
"Vöge, Wilhelm",khi,http://www.wikidata.org/entity/Q124602,TRUE,,,"Vöge, Wilhelm",,,,person,,,,,,,,,,,
"Vöge, Wilhelm",marburg,http://www.wikidata.org/entity/Q124602,FALSE,,,"Vöge, Wilhelm",,,,,,,,,,,,,,,
"Vöge?, Wilhelm",marburg,http://www.wikidata.org/entity/Q124602,FALSE,,,"Vöge, Wilhelm",,,,,"Vöge, Wilhelm",,,,,,,,,,
"Vohgt, Regensburg",frick,none,FALSE,,,"Vohgt, Regensburg",,,,atelier,,,,,,,,,,,
"Voigt, Antje",marburg,,FALSE,,,"Voigt, Antje",,,,,,,,,,,,,,,
"Voigt, Wolf",marburg,,FALSE,,,"Voigt, Wolf",,,,,,,,,,,,,,,
"Voisin, B.",khi,,TRUE,,,"Voisin, B.",,,,,,,,,,,,,,,
"Völkel, Markus",hertziana,,FALSE,,,"Völkel, Markus",,,,,,,,,,,,,,,
"Volkhart-Forberg, Ilse",zeri,http://www.wikidata.org/entity/Q94773300,TRUE,,,"Volkhart-Forberg, Ilse",,,,person,,,,,,,,,,,
"Volpi, Eugenio",hertziana,none,FALSE,,,"Volpi, Eugenio",,,,,,,,,,,,,,,
"Volpi, Eugenio",zeri,none,TRUE,,,"Volpi, Eugenio",,,,person,,,,,,,,,,,
"Volpi, Mario",zeri,,TRUE,,,"Volpi, Mario",,,,person,,,,,,,,,,,
"von der Mülbe, Wolf-Christian",hertziana,,FALSE,,,"von der Mülbe, Wolf-Christian",,,,,,,,,,,,,,,
"von Dühren u. Henschel, photographer",itatti,,FALSE,,,von Dühren u. Henschel,,,,,,,,,,,,,,,
"Alexander von Jost, Richmond,",frick,none,FALSE,,,"von Jost, Alexander",,,,person,,,,,,,,,,,
"Vonderthann-Foto, Berchtesgaden",frick,none,FALSE,,,"Vonderthann-Foto, Berchtesgaden",,,,atelier,,,,,,,,,,,
"Vorsteher, Dieter",marburg,,FALSE,,,"Vorsteher, Dieter",,,,,,,,,,,,,,,
Herbert P. Vose,frick,none,FALSE,,,"Vose, Herbert P.",,,,,,,,,,,,,,,
"Herbert P. Vose, Wellesley",frick,none,FALSE,,,"Vose, Herbert P.",,,,,,,,,,,,,,,
"Herbert P. Vose, Wellesley Hills",frick,none,FALSE,,,"Vose, Herbert P.",,,,,,,,,,,,,,,
