photographer,institute,wikidata,rev,discuss,possible umbrella term,separate entity,scope note (separate entity),scope note (umbrella term),Note,entity type,uncertainty,collaboration,,,,Quick stats,,,,,
"Soichi Sunami for the Museum of Modern Art, New York",frick,http://www.wikidata.org/entity/Q18716069,FALSE,,,"Sunami, Soichi",,,,,,,,,,,,,,,
"Soichi Sunami of The Library of the Metropolitan Museum of Art, New York",frick,http://www.wikidata.org/entity/Q18716069,FALSE,,,"Sunami, Soichi",,,,,,,,,,,,,,,
"Soichi Sunami, for the Museum of Modern Art",frick,http://www.wikidata.org/entity/Q18716069,FALSE,,,"Sunami, Soichi",,,,,,,,,,,,,,,
"Soichi Sunami, for the Museum of Modern Art, New York",frick,http://www.wikidata.org/entity/Q18716069,FALSE,,,"Sunami, Soichi",,,,,,,,,,,,,,,
"Soichi Sunami, Museum of Modern Art photograph",frick,http://www.wikidata.org/entity/Q18716069,FALSE,,,"Sunami, Soichi",,,,,,,,,,,,,,,
"Soichi Sunami, Museum of Modern Art, New York",frick,http://www.wikidata.org/entity/Q18716069,FALSE,,,"Sunami, Soichi",,,,,,,,,,,,,,,
"Soichi Sunami, New York, photographer",frick,http://www.wikidata.org/entity/Q18716069,FALSE,,,"Sunami, Soichi",,,,,,,,,,,,,,,
"Soichi Sunami, photographer",frick,http://www.wikidata.org/entity/Q18716069,FALSE,,,"Sunami, Soichi",,,,,,,,,,,,,,,
"Soichi Sunmi, New York",frick,http://www.wikidata.org/entity/Q18716069,FALSE,,,"Sunami, Soichi",,,,,,,,,,,,,,,
"Sunami, Soichi",zeri,http://www.wikidata.org/entity/Q18716069,FALSE,,,"Sunami, Soichi",,,,person,,,,,,,,,,,
Soichi Sansoni,frick,http://www.wikidata.org/entity/Q18716069,FALSE,,,"Sunami, Soichi; Sansoni",,,,,,,,,,,,,,,
"Superbi, Giorgio (Italian)",itatti,none,FALSE,,,"Superbi, Giorgio",,,,,,,,,,,,,,,
"Superbi, Giorgio (Italian) photographer",itatti,none,FALSE,,,"Superbi, Giorgio",,,,,,,,,,,,,,,
"Superbi, Giorgio (Italian) photographer (?)",itatti,none,FALSE,,,"Superbi, Giorgio",,,,,"Superbi, Giorgio",,,,,,,,,,
"Supper, Walter",marburg,http://www.wikidata.org/entity/Q2546469,FALSE,,,"Supper, Walter",,,,,,,,,,,,,,,
"Supper, Walter?",marburg,http://www.wikidata.org/entity/Q2546469,FALSE,,,"Supper, Walter",,,,,"Supper, Walter",,,,,,,,,,
Dr. Supper,marburg,http://www.wikidata.org/entity/Q2546469,FALSE,,,"Supper, Walter",,,,,,,,,,,,,,,
"Supper, ?",marburg,http://www.wikidata.org/entity/Q2546469,FALSE,,,"Supper, Walter",,,,,0,,,,,,,,,,
Eric Sutherland,frick,none,FALSE,,,"Sutherland, Eric",,,,person,,,,,,,,,,,
"Svensson, Margareta",hertziana,,FALSE,,,"Svensson, Margareta",,,,,,,,,,,,,,,
"Swoger, Arthur",zeri,,TRUE,,,"Swoger, Arthur",,,,person,,,,,,,,,,,
"Syberz, Joseph",zeri,,TRUE,,,"Syberz, Joseph",,,,person,,,,,,,,,,,
"Syracuse Museum of Fine Arts, Syracuse",frick,http://www.wikidata.org/entity/Q5417350,FALSE,,,"Syracuse Museum of Fine Arts, Syracuse",,,,institution,,,,,,,,,,,
"Syracuse Museum of Fine Arts, Syracuse photograph",frick,http://www.wikidata.org/entity/Q5417350,FALSE,,,"Syracuse Museum of Fine Arts, Syracuse",,,,institution,,,,,,,,,,,
"Szaszfai, Joseph",zeri,http://www.wikidata.org/entity/Q112619589,TRUE,,,"Szaszfai, Joseph",,,,person,,,,,,,,,,,
"Szaszfai, Joseph",hertziana,http://www.wikidata.org/entity/Q112619589,TRUE,,,"Szaszfai, Joseph",,,,,,,,,,,,,,,
"Szaszfai, Joseph",itatti,http://www.wikidata.org/entity/Q112619589,TRUE,,,"Szaszfai, Joseph",,,,,,,,,,,,,,,
"Szenczi Mária, A.",khi,http://www.wikidata.org/entity/Q112083509,TRUE,,,"Szenczi Mária, A.",,,1931-1999,person,,,,,,,,,,,
"Szenczi Mária, A.",hertziana,http://www.wikidata.org/entity/Q112083509,FALSE,,,"Szenczi Mária, A.",,,,,,,,,,,,,,,
Szépmüvészeti Múzeum Budapest,zeri,,TRUE,,,Szépmüvészeti Múzeum Budapest,,,,institution,,,,,,,,,,,
"Szeréna, Fodor Györgyi",hertziana,,FALSE,,,"Szeréna, Fodor Györgyi",,,,,,,,,,,,,,,
"T. C. Leaman, Bath",hertziana,,FALSE,,,"T. C. Leaman, Bath",,,,,,,,,,,,,,,
"Tabah, Henri",zeri,,TRUE,,,"Tabah, Henri",,,,person,,,,,,,,,,,
Tacchini,khi,none,TRUE,,,"Tacchini, Giuseppe",,,,person,,,,,,,,,,,
"Tacchini, Giuseppe",zeri,none,TRUE,,,"Tacchini, Giuseppe",,,,person,,,,,,,,,,,
"Taddei, Carlo",zeri,,TRUE,,,"Taddei, Carlo",,,,person,,,,,,,,,,,
"Taddei, Marzio",zeri,,TRUE,,,"Taddei, Marzio",,,,person,,,,,,,,,,,
"Tadini, Gianfranco",hertziana,,FALSE,,,"Tadini, Gianfranco",,,,,,,,,,,,,,,
Taft Museum of Art,zeri,http://www.wikidata.org/entity/Q7675043,TRUE,,,Taft Museum of Art,,,,institution,,,,,,,,,,,
"Tailleur Fils and Cie, Paris",frick,http://www.wikidata.org/entity/Q85724603,FALSE,,,Lévy Fils & Cie,,,,atelier,,,,,,,,,,,
"Tairazz, Joseph",khi,none,TRUE,,,"Tairazz, Joseph",,,,,,,,,,,,,,,
"Tamb, W.",zeri,,TRUE,,,"Tamb, W.",,,,person,,,,,,,,,,,
Tambini A.,zeri,,TRUE,,,Tambini A.,,,,person,,,,,,,,,,,
Tapparo &Trentin,zeri,,TRUE,,,Tapparo & Trentin,,,,atelier,,,,,,,,,,,
"Tarbox Beals, Jessie",zeri,http://www.wikidata.org/entity/Q6187840,TRUE,,,"Tarbox Beals, Jessie",,,,person,,,,,,,,,,,
"Tarquini, Gioacchino",zeri,,TRUE,,,"Tarquini, Gioacchino",,,,person,,,,,,,,,,,
"Tartagni, Eugenio",zeri,,TRUE,,,"Tartagni, Eugenio",,,,person,,,,,,,,,,,
"Tartarelli, Giandonato",khi,http://www.wikidata.org/entity/Q109303369,TRUE,,,"Tartarelli, Giandonato",,,,person,,,,,,,,,,,
Tate Gallery,zeri,http://www.wikidata.org/entity/Q430682,TRUE,,,Tate Gallery,,,,institution,,,,,,,,,,,
"Tate Gallery, London",frick,http://www.wikidata.org/entity/Q430682,FALSE,,,Tate Gallery,,,,institution,,,,,,,,,,,
"Tate Gallery, London (copyright ADAGP, Paris 1976)",frick,http://www.wikidata.org/entity/Q430682,FALSE,,,Tate Gallery,,,,institution,,,,,,,,,,,
"Tate Gallery, London photograph",frick,http://www.wikidata.org/entity/Q430682,FALSE,,,Tate Gallery,,,,institution,,,,,,,,,,,
"The Tate Gallery, London photograph",frick,http://www.wikidata.org/entity/Q430682,FALSE,,,Tate Gallery,,,,institution,,,,,,,,,,,
"Tata Gallery, London",frick,http://www.wikidata.org/entity/Q430682,FALSE,,,Tate Gallery,,,,,,,,,,,,,,,
Tate Gallery,frick,http://www.wikidata.org/entity/Q430682,FALSE,,,Tate Gallery,,,,,,,,,,,,,,,
Tate Gallery card,frick,http://www.wikidata.org/entity/Q430682,FALSE,,,Tate Gallery,,,,,,,,,,,,,,,
Tate Gallery photograph,frick,http://www.wikidata.org/entity/Q430682,FALSE,,,Tate Gallery,,,,,,,,,,,,,,,
"Tatge, George",khi,http://www.wikidata.org/entity/Q94121129,TRUE,,,"Tatge, George",,,,person,,,,,,,,,,,
"Tatge, George",hertziana,http://www.wikidata.org/entity/Q94121129,FALSE,,,"Tatge, George",,,,,,,,,,,,,,,
"Tatge, George",zeri,http://www.wikidata.org/entity/Q94121129,TRUE,,,"Tatge, George",,,,person,,,,,,,,,,,
Tausch,khi,,TRUE,,,Tausch,,,,,Tausch,,,,,,,,,,
"Tavanti, Ruggero",khi,none,TRUE,,,"Tavanti, Ruggero",,,Active in Arezzo,person,,,,,,,,,,,
"Tavanti, Ruggero",hertziana,none,FALSE,,,"Tavanti, Ruggero",,,,,,,,,,,,,,,
Taylor & Dull,frick,none,FALSE,,,Taylor and Dull,,,,atelier,,,,,,,,,,,
"Taylor & Dull, Inc.",frick,none,FALSE,,,Taylor and Dull,,,,atelier,,,,,,,,,,,
"Taylor & Dull, New York
Taylor & Dull, New York",frick,none,FALSE,,,Taylor and Dull,,,,atelier,,,,,,,,,,,
"Taylor & Dull, photographer",itatti,none,FALSE,,,Taylor and Dull,,,,atelier,,,,,,,,,,,
Taylor and Dull,zeri,none,TRUE,,,Taylor and Dull,,,,atelier,,,,,,,,,,,
"Taylor and Dull, Inc.",frick,none,FALSE,,,Taylor and Dull,,,,atelier,,,,,,,,,,,
"Taylor and Dull, Inc., New York",frick,none,FALSE,,,Taylor and Dull,,,,atelier,,,,,,,,,,,
"Taylor and Dull, Inc., ParamusTaylor and Dull, Inc., ParamusTaylor and Dull, Inc., ParamusTaylor and Dull, Inc., Paramus",frick,none,FALSE,,,Taylor and Dull,,,,atelier,,,,,,,,,,,
"Taylor and Dull, New York",frick,none,FALSE,,,Taylor and Dull,,,,atelier,,,,,,,,,,,
"Taylor and Dull, Paramus
Taylor and Dull, Paramus",frick,none,FALSE,,,Taylor and Dull,,,,atelier,,,,,,,,,,,
"Taylor & Dull, Inc",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor & Dull, Inc., New Jersey",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor & Dull, Inc., New York",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor & Dull, Inc., New York photograph",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor & Dull, Inc., New York, photograph",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor & Dull, Inc., New York, photographer",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor & Dull, New York",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor & Dull, New York and Paramus, New Jersey",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor ana Dull, New York",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor and Bull, New York",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor and Dull Photography, New York",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor and Dull, courtesy of the Metropolitan Museum of Art, New York",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor and Dull, Inc",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor and Dull, Inc., Kennedy Gallery negative",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor and Dull, Inc., New York City",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor and Dull, Inc., Paramus",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor and Dull, Inc., Paramus, New Jersey",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor And Dull, New York",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor and Dull, New York photograph",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor and Dull, New York, Lur",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor and Dull, Paramus",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor and Dull, Paramus, New Jersey",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
Taylor and Dull. New York,frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor, St. Louis",frick,none,FALSE,,,Taylor and Dull,,,,,,,,,,,,,,,
"Taylor-Kennedy, ? (Mrs.)",hertziana,,FALSE,,,Taylor-Kennedy,,,,,Taylor-Kennedy,,,,,,,,,,
"Tebbs and Kell, Inc., New York",frick,none,FALSE,,,"Tebbs and Kell, Inc., New York",,,,atelier,,,,,,,,,,,
Tecnifoto,zeri,none,TRUE,,,Tecnifoto,,,,atelier,,,,,,,,,,,
"Tecnifoto, photographer",itatti,none,FALSE,,,Tecnifoto,,,,atelier,,,,,,,,,,,
Tecnireco S.r.l.,zeri,,TRUE,,,Tecnireco S.r.l.,,,,atelier,,,,,,,,,,,
"Tedeschi, Pio",zeri,,TRUE,,,"Tedeschi, Pio",,,,person,,,,,,,,,,,
"Teigen, K.",zeri,,TRUE,,,"Teigen, K.",,,,person,,,,,,,,,,,
"Tel Aviv Museum of Art, Tel Aviv digital file",frick,http://www.wikidata.org/entity/Q1267958,FALSE,,,Tel Aviv Museum of Art,,,,,,,,,,,,,,,
"Teliatnikow, N.",zeri,,TRUE,,,"Teliatnikow, N.",,,,person,,,,,,,,,,,
"Tempestini, Anchise",khi,http://www.wikidata.org/entity/Q61482403,TRUE,,,"Tempestini, Anchise",,,1940-2024,person,,,,,,,,,,,
"Tenschert Photo Co., Washington",frick,none,,,,Tenschert Photo Co.,,,,atelier,,,,,,,,,,,
"Tenschert Photo Co., Washington, D.C",frick,none,,,,Tenschert Photo Co.,,,,atelier,,,,,,,,,,,
"Tenschert Photo Co., Washington, District of Columbia",frick,none,,,,Tenschert Photo Co.,,,,atelier,,,,,,,,,,,
"Tenschert Photo Company, Washington, District of Columbia",frick,none,,,,Tenschert Photo Co.,,,,atelier,,,,,,,,,,,
"Tepper, Christian",marburg,none,FALSE,,,"Tepper, Christian",,,,,,,,,,,,,,,
"Tepper, Christian / Wehmeyer, Hermann",marburg,none; none,FALSE,,,"Tepper, Christian ; Wehmeyer, Hermann",,,,,,?,,,,,,,,,
"Terenzi, U.",zeri,,TRUE,,,"Terenzi, U.",,,,person,,,,,,,,,,,
"Terlay, Bernard",zeri,,TRUE,,,"Terlay, Bernard",,,,person,,,,,,,,,,,
"Teßmer, Olaf",marburg,,FALSE,,,"Teßmer, Olaf",,,,,,,,,,,,,,,
"Teubner, ?",khi,,TRUE,,,Teubner,,,,,Teubner,,,,,,,,,,
"Teufel, Carl?",khi,none,TRUE,,,"Teufel, Carl",,,,person,"Teufel, Carl",,,,,,,,,,
"Teufel, Carl",marburg,none,FALSE,,,"Teufel, Carl",,,,,,,,,,,,,,,
"Teufel, Carl / Filser, Benno / unbekannt",marburg,none; http://www.wikidata.org/entity/Q817922; none,FALSE,,,"Teufel, Carl ; Filser, Benno ; anonymous",,,,,,?,,,,,,,,,
"Textor, Georg",marburg,,FALSE,,,"Textor, Georg",,,,,,,,,,,,,,,
TH Karlsruhe,marburg,,FALSE,,,TH Karlsruhe,,,,atelier,,,,,,,,,,,
"Tham, Erich",marburg,,FALSE,,,"Tham, Erich",,,,,,,,,,,,,,,
New York Historical Society,zeri,http://www.wikidata.org/entity/Q1059456,FALSE,,,The New York Historical,,,,institution,,,,,,,,,,,
New York Historical Society,frick,http://www.wikidata.org/entity/Q1059456,FALSE,,,The New York Historical,,,,institution,,,,,,,,,,,
New York Historical Society (1804-) photographer,itatti,http://www.wikidata.org/entity/Q1059456,FALSE,,,The New York Historical,,,,institution,,,,,,,,,,,
"New-York Historical Society, New York",frick,http://www.wikidata.org/entity/Q1059456,FALSE,,,The New York Historical,,,,institution,,,,,,,,,,,
"New-York Historical Society, New York photograph",frick,http://www.wikidata.org/entity/Q1059456,FALSE,,,The New York Historical,,,,institution,,,,,,,,,,,
"Theil, ? (Meran)",marburg,,TRUE,,,Theil,,,,,Theil,,,,,,,,,,
"Theodor Horydozcak, Washington",frick,http://www.wikidata.org/entity/Q7781593,FALSE,,,"Horydczak,Theodor ",,,,person,,,,,,,,,,,
"Theodore J. Roszak,",frick,http://www.wikidata.org/entity/Q258726,FALSE,,,"Roszak, Theodore J. ",,,,person,,,,,,,,,,,
"Thévoz, Jacques",zeri,http://www.wikidata.org/entity/Q55950446,TRUE,,,"Thévoz, Jacques",,,,person,,,,,,,,,,,
Thiele (Hoffotograf),marburg,,FALSE,,,Thiele (Hoffotograf),,,,,,,,,,,,,,,
"Thielemann, Andreas",hertziana,,FALSE,,,"Thielemann, Andreas",,,,,,,,,,,,,,,
"Thiem, Gunther",khi,http://www.wikidata.org/entity/Q59529343,TRUE,,,"Thiem, Gunther",,,,person,,,,,,,,,,,
"Thies, Harmen",khi,http://www.wikidata.org/entity/Q15858097,TRUE,,,"Thies, Harmen",,,,person,,,,,,,,,,,
"Thiessard, P. L. (French) photographer",itatti,none,FALSE,,,"Thiessard, P.L.",,,,,,,,,,,,,,,
"Thiessard, P.L.",zeri,none,TRUE,,,"Thiessard, P.L.",,,,person,,,,,,,,,,,
"G. Thiriet, Paris",frick,none,FALSE,,,"Thiriet, G. ",,,,person,,,,,,,,,,,
"Thoenes, Christoph",hertziana,,FALSE,,,"Thoenes, Christoph",,,,,,,,,,,,,,,
Thomas E. Pratt & Sons,hertziana,,FALSE,,,Thomas E. Pratt & Sons,,,,atelier,,,,,,,,,,,
"Thomas Gilcrease Institute, Tulsa photograph",frick,http://www.wikidata.org/entity/Q14708424,FALSE,,,"Thomas Gilcrease Institute, Tulsa",,,,person,,,,,,,,,,,
"Thomas-Photos, photographer",itatti,,FALSE,,,Thomas-Photos,,,,atelier,,,,,,,,,,,
"Thomas, J.W.",zeri,,TRUE,,,"Thomas, J.W.",,,,person,,,,,,,,,,,
"Paul Thompson, New York",frick,http://www.wikidata.org/entity/Q63490109,FALSE,,,"Thompson, Paul",,,,person,,,,,,,,,,,
"Thompson, Stephen",khi,http://www.wikidata.org/entity/Q98608075,TRUE,,,"Thompson, Stephen",,,,person,,,,,,,,,,,
"Thompson, Stephen?",khi,http://www.wikidata.org/entity/Q98608075,TRUE,,,"Thompson, Stephen",,,,person,"Thompson, Stephen",,,,,,,,,,
"Thonig, ?",marburg,,FALSE,,,Thonig,,,,,Thonig,,,,,,,,,,
Thörne,marburg,,FALSE,,,Thörne,,,,,,,,,,,,,,,
Thorvaldsens Museum,zeri,http://www.wikidata.org/entity/Q1992413,TRUE,,,Thorvaldsens Museum,,,,institution,,,,,,,,,,,
"Thorwid, Hans",hertziana,,FALSE,,,"Thorwid, Hans",,,,,,,,,,,,,,,
Thumbnail,frick,,FALSE,,,Thumbnail,,,,,,,,,,,,,,,
"Thümmler, Hans",hertziana,http://www.wikidata.org/entity/Q29341941,FALSE,,,"Thümmler, Hans",,,,,,,,,,,,,,,
"Thümmler, Hans?",hertziana,http://www.wikidata.org/entity/Q29341941,FALSE,,,"Thümmler, Hans",,,,,"Thümmler, Hans",,,,,,,,,,
"Tiesbrummel, Hanno",hertziana,,FALSE,,,"Tiesbrummel, Hanno",,,,,,,,,,,,,,,
"Tieschowitz, Bernhard von",marburg,,FALSE,,,"Tieschowitz, Bernhard von",,,,,,,,,,,,,,,
"Tietje, ?",marburg,,FALSE,,,Tietje,,,,,Tietje,,,,,,,,,,
"Tietz, Gero",marburg,,FALSE,,,"Tietz, Gero",,,,,,,,,,,,,,,
"Tigges, Rösle E.",hertziana,,FALSE,,,"Tigges, Rösle E.",,,,,,,,,,,,,,,
"Tigler, Peter",khi,none,TRUE,,,"Tigler, Peter",,,,person,,,,,,,,,,,
Tillmann-Matter (German) photographer,itatti,,FALSE,,,Tillmann-Matter,,,,atelier,,,,,,,,,,,
Elizabeth Timberman,frick,http://www.wikidata.org/entity/Q77288042,FALSE,,,"Timberman, Elizabeth",,,,person,,,,,,,,,,,
"Julian R. Tinkham, Upper Montclair",frick,none,FALSE,,,"Tinkham, Julian R.",,,,person,,,,,,,,,,,
Tiozzo,zeri,,TRUE,,,Tiozzo,,,,atelier,,,,,,,,,,,
"Tipton, Susan",khi,http://www.wikidata.org/entity/Q95187823,TRUE,,,"Tipton, Susan",,,,person,,,,,,,,,,,
"Tirri, Matti",khi,http://www.wikidata.org/entity/Q97015277,TRUE,,,"Tirri, Matti",,,,person,,,,,,,,,,,
"Titzenhaler, W. (German) photographer",itatti,http://www.wikidata.org/entity/Q91682,FALSE,,,"Titzenthaler, Waldemar",,,,,,,,,,,,,,,
"Titzenthaler, Waldemar (1869-1937, German) photographer",itatti,http://www.wikidata.org/entity/Q91682,FALSE,,,"Titzenthaler, Waldemar",,,,,,,,,,,,,,,
Todd-White,zeri,,TRUE,,,Todd-White,,,,atelier,,,,,,,,,,,
"Todini, Filippo",khi,http://www.wikidata.org/entity/Q106652410,TRUE,,,"Todini, Filippo",,,,person,,,,,,,,,,,
"Todini, Filippo",zeri,http://www.wikidata.org/entity/Q106652410,TRUE,,,"Todini, Filippo",,,,person,,,,,,,,,,,
"Todini, Filippo (1957-, Italian) photographer",itatti,http://www.wikidata.org/entity/Q106652410,FALSE,,,"Todini, Filippo",,,,,,,,,,,,,,,
"Todini, Filippo (1957-, Italian) photographer ; unknown, photographer",itatti,http://www.wikidata.org/entity/Q106652410,FALSE,,,"Todini, Filippo",,,,,,,,,,,,,,,
"Tokarski, George",zeri,,TRUE,,,"Tokarski, George",,,,person,,,,,,,,,,,
Toledo Museum of Art,frick,http://www.wikidata.org/entity/Q1743116,FALSE,,,Toledo Museum of Art,,,,institution,,,,,,,,,,,
"Toledo Museum of Art (American museum, Toledo, Ohio, contemporary)",itatti,http://www.wikidata.org/entity/Q1743116,FALSE,,,Toledo Museum of Art,,,,institution,,,,,,,,,,,
"Toledo Museum of Art, Toledo photograph",frick,http://www.wikidata.org/entity/Q1743116,FALSE,,,Toledo Museum of Art,,,,institution,,,,,,,,,,,
The Toledo Museum of Art,zeri,http://www.wikidata.org/entity/Q1743116,TRUE,,,Toledo Museum of Art,,,,institution,,,,,,,,,,,
"Tölke, Michael",khi,none,TRUE,,,"Tölke, Michael",,,,person,,,,,,,,,,,
"Tölke, Michael",marburg,none,FALSE,,,"Tölke, Michael",,,,,,,,,,,,,,,
"Tölke, Michael",hertziana,none,FALSE,,,"Tölke, Michael",,,,,,,,,,,,,,,
"Tölke, Michael",hertziana,none,FALSE,,,"Tölke, Michael",,,,,,,,,,,,,,,
"Tölke, Michael Tölke, Michael",hertziana,none,FALSE,,,"Tölke, Michael",,,,,,,,,,,,,,,
"Tölke, Michael / Fenchel, Horst",marburg,none; none,FALSE,,,"Tölke, Michael ; Fenchel, Horst",,,,,"Tölke, Michael ; Fenchel, Horst",?,,,,,,,,,
"Tolnay, Charles de",khi,http://www.wikidata.org/entity/Q214302,TRUE,,,"Tolnay, Charles de",,,,person,,,,,,,,,,,
"Toma, Claudio",khi,none,TRUE,,,"Toma, Claudio",,,"Foto Lux, Padova",person,,,,,,,,,,,
"Toma, Claudio",zeri,none,TRUE,,,"Toma, Claudio",,,,person,,,,,,,,,,,
"Tomasi, Ange",zeri,,TRUE,,,"Tomasi, Ange",,,,person,,,,,,,,,,,
"Tomba, Umberto",zeri,,TRUE,,,"Tomba, Umberto",,,,person,,,,,,,,,,,
"Tomio, Frank",marburg,,FALSE,,,"Tomio, Frank",,,,,,,,,,,,,,,
"Tomlinson Studio, Santa Barbara",frick,none,FALSE,,,"Tomlinson Studio, Santa Barbara",,,,atelier,,,,,,,,,,,
"Topley Co., Ottawa",frick,none,FALSE,,,"Topley Co., Ottawa",,,,atelier,,,,,,,,,,,
Toplitt Studio,zeri,,TRUE,,,Toplitt Studio,,,,atelier,,,,,,,,,,,
"Tornello, G. (American) photographer",itatti,,FALSE,,,"Tornello, G.",,,,,,,,,,,,,,,
"Tortolini, R.",zeri,,TRUE,,,"Tortolini, R.",,,,person,,,,,,,,,,,
"E. Toupillier, Paris",frick,none,FALSE,,,"Toupillier, E.",,,,person,,,,,,,,,,,
"Jeronimo Jaun Tous, Palma de Mallorca",frick,none,FALSE,,,"Tous, Jeronimo Jaun",,,,,,,,,,,,,,,
"Jeronimo Juan Tous, Palma de Mallorca
Jeronimo Juan Tous, Palma de Mallorca",frick,none,FALSE,,,"Tous, Jeronimo Jaun",,,,,,,,,,,,,,,
"Tovoli, Paolo",khi,none,TRUE,,,"Tovoli, Paolo",,,Active in Florence,person,,,,,,,,,,,
"The Towne Studio, Buffalo",frick,none,FALSE,,,"Towne Studio, Buffalo",,,,atelier,,,,,,,,,,,
"Townsend, Edwin F. (active 1930-1940, American) photographer",itatti,,FALSE,,,"Townsend, Edwin F.",,,,,,,,,,,,,,,
Trapani,zeri,,TRUE,,,Trapani,,,,atelier,,,,,,,,,,,
"Trascinelli, Luca",zeri,,TRUE,,,"Trascinelli, Luca",,,,person,,,,,,,,,,,
"Traut, Heinrich",khi,http://www.wikidata.org/entity/Q55895911,TRUE,,,"Traut, Heinrich; Traut Henry",,,"Traut, Henry (1857-1940)",person,,,,,,,,,,,
"Sherman Trease, San Diego, photographer",frick,none,FALSE,,,"Trease, Sherman",,,,person,,,,,,,,,,,
"Treasury Department Photo, Washington",frick,http://www.wikidata.org/entity/Q648666,FALSE,,,"Treasury Department Photo, Washington",,,,institution,,,,,,,,,,,
"Trebse, Serge A. (French) photographer",itatti,,FALSE,,,"Trebse, Serge A. ",,,,,,,,,,,,,,,
"Trentani, Luigi",zeri,,TRUE,,,"Trentani, Luigi",,,,person,,,,,,,,,,,
"Treumann, B.",marburg,,FALSE,,,"Treumann, B.",,,,,,,,,,,,,,,
"Trevisi-Treviso, A. (Italian) photographer",itatti,,FALSE,,,"Trevisi-Treviso, A.",,,,,,,,,,,,,,,
"Trevisio, E.",zeri,,TRUE,,,"Trevisio, E.",,,,person,,,,,,,,,,,
"Trexler, Helmut",marburg,,FALSE,,,"Trexler, Helmut",,,,,,,,,,,,,,,
"Trimboli, Giovanni",hertziana,,FALSE,,,"Trimboli, Giovanni",,,,,,,,,,,,,,,
"Trinks, ?",marburg,,FALSE,,,Trinks,,,,,Trinks,,,,,,,,,,
"Troiani, Bruna",hertziana,,FALSE,,,"Troiani, Bruna",,,,,,,,,,,,,,,
"Trowbridge Photographs, Chicago",frick,none,FALSE,,,"Trowbridge Photographs, Chicago",,,,atelier,,,,,,,,,,,
"Charles Truscott, Philadelphia",frick,none,FALSE,,,"Truscott, Charles",,,,,,,,,,,,,,,
"Truscott, Charles",zeri,none,TRUE,,,"Truscott, Charles",,,,person,,,,,,,,,,,
"Tucker, Steven",zeri,,TRUE,,,"Tucker, Steven",,,,person,,,,,,,,,,,
"Tuminello, Ludovico",hertziana,http://www.wikidata.org/entity/Q3266201,FALSE,,,"Tuminello, Ludovico",,,,,,,,,,,,,,,
"Tuminello, Ludovico?",hertziana,http://www.wikidata.org/entity/Q3266201,FALSE,,,"Tuminello, Ludovico",,,,,"Tuminello, Ludovico",,,,,,,,,,
"Tuminiello, Ludovico",hertziana,http://www.wikidata.org/entity/Q3266201,FALSE,,,"Tuminello, Ludovico",,,,,,,,,,,,,,,
"Turchi, Ferdinando",zeri,,TRUE,,,"Turchi, Ferdinando",,,,person,,,,,,,,,,,
"Türck, ?",marburg,,FALSE,,,Türck,,,,,Türck,,,,,,,,,,
"Turner, John",khi,,TRUE,,,"Turner, John",,,Property Manager and private Photographer? (see: Mary Evans Picture Library),person,,,,,,,,,,,
"Tuttle, ?",hertziana,http://www.wikidata.org/entity/Q102146350,FALSE,,,"Tuttle, Richard",,,,,"Tuttle, Richard",,,,,,,,,,
"Tuttle, Richard",hertziana,http://www.wikidata.org/entity/Q102146350,FALSE,,,"Tuttle, Richard",,,,,,,,,,,,,,,
"U.S. Naval Academy, Annapolis photograph,",frick,http://www.wikidata.org/entity/Q559549,FALSE,,,"U.S. Naval Academy, Annapolis",,,,institution,,,,,,,,,,,
