Allegoria dell'Intelligenza,52 A 1(+2),TRUE
Allegoria di casa Borghese,46 A 12 : 61 B 2 (BORGHESE) 13 (+1),TRUE
Ambasceria romana nel tempio di Esculapio ad Epidauro,92 F 27 91 1,TRUE
Ammonimento di Dio ad Adamo,71 A 35 4,TRUE
Amore,56 F 2 (+1),TRUE
Cupido sveglia Psiche dal suo sonno mortale,92 D 19 21 74 51,TRUE
Anfitrite,92 H 2,TRUE
Angeli che offrono a Dio le preghiere dei fedeli,11 G 2 : 11 Q 2,TRUE
Angeli con ghirlanda di fiori,11 G 19 2 : 48 A 98 75,TRUE
Profeti e angeli,11 G 19 2 : 11 I,TRUE
Angeli portano in Paradiso l'anima di santo Stefano,73 F 35 64,TRUE
Angeli con la croce,11 G 19 2 : 11 D 12 1,TRUE
Angeli trattengono i quattro venti,73 G 33,TRUE
Angelo con ampolle,11 G 19 2 : 11 Q 71 44 7,TRUE
Angelo con libro,11 G 19 21,TRUE
Angeli con corona di spine,73 D 82 (CROWN OF THORNS) (+3),TRUE
Anime purganti,11 T 6,TRUE
Annibale valica le alpi (?),98 B (HANNIBAL) 52,TRUE
Annunciazione,73 A 5,TRUE
Annunciazione con donatore,73 A 5 (+5),TRUE
Annuncio a san Gioacchino (?),73 A 23 32,TRUE
Annuncio della nascita di san Giovanni Battista a sant'Elisabetta,73 A 12,TRUE
Predica dell'Anticristo,11 D 9,TRUE
Apelle e il ciabattino,98 B (APELLES) 51,TRUE
Apollo citaredo,92 B 37 3,TRUE
Apollo concede a Fetonte di guidare il carro del sole,92 B 39 11 5,TRUE
Apollo e Ciparisso,92 BB 32 1,TRUE
Apollo e Giacinto,92 BB 32 2,TRUE
Apollo e Marsia (?),92 B 34 12,TRUE
Apollo e Mercurio,92 B 3 : 92 B 5,TRUE
Apollo uccide Coronide per la sua infedeltà,92 B 32 42,TRUE
Apollo uccide i Ciclopi,92 B 34 3,TRUE
Apollo uccide i figli di Niobe,95 B (NIOBE) 62 1,TRUE
Apoteosi dell'Ordine Francescano,11 P 31 50 (FRANCESCANI),TRUE
Apparizione della Madonna in sogno al patrizio Giovanni,11 Q 71 11 1 : 11 F 83,TRUE
Apparizione di Cristo agli apostoli sul lago di Tiberiade,73 E 37,TRUE
Apparizione di Cristo risorto durante la cena degli apostoli,73 E 35,TRUE
Apparizione di san Giacomo Maggiore nella battaglia di Clavijo (?),73 F 24 52,TRUE
Apparizione di san Giovanni Evangelista a Galla Placidia,73 F 23 6,TRUE
Arca di Noè sul monte Ararat,71 B 33 2,TRUE
Ariete,23 O 21,TRUE
Allegoria dell'Aritmetica,49 C 12 1,TRUE
Arrivo dei Re Magi a Betlemme (?),73 B 56,TRUE
Articoli del Credo,11 L 31,TRUE
Assassinio di Cesare,98 B (CAESAR) 68,TRUE
Assunzione di Enoch,71 B 25 1,TRUE
Atalanta e Meleagro,94 N 21,TRUE
Augusto chiude le porte del tempio di Giano,98 B (AUGUSTUS) 56,TRUE
Autunno (?),23 D 44,TRUE
Baccanale (?),92 L 17 91,TRUE
Baccante,92 L 19 11,TRUE
Baccanti,92 L 19 11,TRUE
Bacco ed Erigone,92 L 12 2,TRUE
Bacco ed Erigone (?),92 L 12 2,TRUE
Bacco invita Arianna a salire sul suo carro,92 L 12 11 1,TRUE
Bacco presenta Arianna a Venere,92 L 12 1 : 95 B (ARIADNE) : 92 C 4,TRUE
Bacio di Giuda (?),73 D 31 2,TRUE
Bambocciata,46 A 15 3,TRUE
Banchetto degli dei per le nozze di Peleo e Teti,92 I 21 21 32,TRUE
Banchetto del figliol prodigo,92 I 21 21 32,TRUE
Banchetto di Didone,96 B 25,TRUE
Banchetto di Ester (?),71 Q 74,TRUE
Banchetto di Ester,71 Q 74,TRUE
Battaglia di Isso,98 B (ALEXANDER THE GREAT) 41 1 : 45 H 3,TRUE
Battaglia tra Romani e Barbari,45 H 3 (+21) : 98 B (+9) : 32 B 2,TRUE
Battaglia tra Romani e Sabini,45 H 3 (+21) : 98 B (+9) : 32 B 2 (SABINE),TRUE
Battesimo di Cristo (?),73 C 12 1,TRUE
Battesimo di sant'Agostino (?),11 H (AUGUSTINE) 32,TRUE
Beato Bernardino da Feltre con donatore,11 H (BERNARDINO DA FELTRE) (+5),TRUE
Beato Bernardo Tolomei assiste gli appestati,11 H (BERNARDO TOLOMEI) 1,TRUE
Belisario cieco in abito da mendicante è riconosciuto da un soldato,82 A (BELISARIUS) : 31 A 41 11 : 33 A 13 2,TRUE
Bellerofonte uccide la Chimera,94 S 32,TRUE
Benedizione di Giacobbe,71 D 24 21,TRUE
Bethsabea in trono alla destra di Salomone,71 I 15,TRUE
Segno zodiacale della Bilancia,23 O 41,TRUE
Madonna orante,11 F 23 1,TRUE
Brenno getta la spada sulla bilancia,98 B (BRENNUS) 41,TRUE
San Gioacchino cacciato dal Tempio,73 A 23 23,TRUE
Caduta di Babilonia,73 G 49 3,TRUE
Caduta di Fetonte (?),92 B 39 11 7,TRUE
Caduta di Simon Mago,73 F 21 53 65,TRUE
Segno zodiacale del Capricorno,23 O 11,TRUE
Cariatide,48 C 16 42 : 31 A 25 31 4 : 48 A 98 43,TRUE
Cariatidi,48 C 16 42 : 31 A 25 31 4 : 48 A 98 43,TRUE
Carità di san Martino,11 H (MARTIN) 41,TRUE
Castore e Polluce rapiscono le figlie di Leucippo,94 R 21,TRUE
Cattura dell'Arca dell'alleanza da parte dei Filistei,71 F 83 31,TRUE
Cattura di Cristo (?),73 D 31 4,TRUE
Cena in casa di Simone il fariseo,73 D 13,TRUE
San Domenico e i frati ricevono il pane dagli angeli,11 H (DOMENIC) 55,TRUE
Cena in casa di Levi,73 C 72 61,TRUE
Cerere davanti a Giove,92 M 13 3,TRUE
Chiesa militante e trionfante,11 P 14 : 11 P 14 2,TRUE
Cimone e Ifigenia,81 D (CIMON) : 33 C 21 11,TRUE
Cincinnato lascia l'aratro per divenire dittatore di Roma,98 B (CINCINNATUS) 51,TRUE
Circe trasforma Pico in un picchio,97 D 28,TRUE
Clelia davanti a Porsenna,98 C (CLOELIA) 5,TRUE
Clemenza di Scipione (?),98 B (SCIPIO AFRICANUS MAJOR) 51 1,TRUE
Clio,92 D 42 1,TRUE
Colomba,25 F 39 (DOVE),TRUE
Colomba dello Spirito Santo e cherubini,11 E 1 (+3),TRUE
Commiato di Cristo dalla Madonna,73 D 17,TRUE
Commiato di Cristo dalla Madonna (?),73 D 17,TRUE
Commiato di Tobia dai genitori (?),71 T 53,TRUE
Compianto sul corpo di san Giovanni Battista,73 C 13 4,TRUE
Concepimento di sant'Anna,73 A 23 15,TRUE
Cresima,11 Q 73 22,TRUE
Contesa di Apollo e Pan,92 B 34 11,TRUE
Conversione del filosofo Cratone,73 F 23 45 1,TRUE
Conversione di san Paolo (?),73 F 22 12,TRUE
Cori angelici,11 G 1,TRUE
Corteo di Sileno,92 L 42 19,TRUE
Costantino conduce san Silvestro a Roma,11 H (SYLVESTER) 44,TRUE
Costruzione dell'arca di Noè (?),71 B 32,TRUE
Creazione degli astri,71 A 24,TRUE
Creazione del sole e della luna,71 A 24,TRUE
Creazione della terra,91 A 21,TRUE
Cristo bendato,73 D 35 3,TRUE
Cristo che predica,73 C 73 4,TRUE
Cristo che predica nel tempio,73 C 73 2,TRUE
Cristo come giardiniere,73 G 46 1,TRUE
Cristo crocifisso e due angeli,11 D 36 (+3),TRUE
Cristo crocifisso e il donatore,11 D 36 (+5),TRUE
Cristo con strumenti della Passione,11 D 36 : 73 D 81,TRUE
Cristo crocifisso tra i dolenti e un donatore,73 D 64 1 (+5),TRUE
Cristo deposto dalla croce con donatore,73 D 71 2 (+5),TRUE
Cristo deposto nel sepolcro,73 D 76,TRUE
Cristo e la Madonna come sposo e sposa,11 D 33 11,TRUE
Cristo e la Madonna restituiscono a san Nicola le insegne episcopali,11 H (NICHOLAS) 3,TRUE
Cristo Redentore e la Madonna intercedono presso Dio Padre,11 C 4,TRUE
Cristo e san Pietro,11 D 33 4 : 11 H (PETER),TRUE
Cristo Emanuele,11 D 26 1,TRUE
Cristo entra in Paradiso con gli eletti del Limbo,73 D 95,TRUE
Cristo esorta un giovane ricco a cercare la perfezione,73 C 72 42,TRUE
Cristo flagellato,73 D 35 12,TRUE
Cristo giudice,11 D 32 23,TRUE
Cristo guarisce i due indemoniati di Gerasa,73 C 43 41,TRUE
Cristo guarisce il giovane epilettico,73 C 43 5,TRUE
Cristo guarisce la suocera di san Pietro,73 C 46 1,TRUE
Cristo guarisce l'emorroissa,73 C 46 1,TRUE
Cristo guarisce l'indemoniato muto,73 C 43 2,TRUE
Cristo guarisce l'uomo con la mano avvizzita (?),73 C 46 2,TRUE
Cristo guarisce Malco,73 D 31 42,TRUE
Cristo in Maestà tra simboli dei quattro evangelisti,11 D 32 1 : 11 I 42,TRUE
Cristo in pietà e angelo,73 D 73 32,TRUE
Cristo in preghiera,11 D 32 82,TRUE
Cristo incontra san Giovanni Battista nel deserto (?),73 C 11 3,TRUE
Cristo lava i piedi di san Pietro,73 D 23 1,TRUE
Cristo mette il bambino tra gli apostoli,73 C 72 13 11,TRUE
Cristo morto con angelo,73 D 76 1 (+3),TRUE
Cristo nel deserto,73 C 21,TRUE
Cristo nel sepolcro,73 D 76 1,TRUE
Cristo nella famiglia degli Zebedei,73 C 72 13 2,TRUE
Cristo predica dalla barca sul lago di Tiberiade,73 C 33 1,TRUE
Cristo predice la negazione di san Pietro,73 D 24 3,TRUE
Cristo resuscita il figlio della vedova di Naim (?),73 C 51,TRUE
Cristo rimprovera i figli di Zebedeo (?),73 C 72 13 22,TRUE
Cristo risorto (?),73 E 15,TRUE
Cristo risorto a tavola con gli apostoli,73 E 35 1,TRUE
Cristo risorto mostra le sue piaghe agli apostoli,73 E 35 2,TRUE
Apparizione di Cristo risorto agli apostoli,73 E 41 2,TRUE
Cristo Salvatore e il donatore,11 D 32 4 (+5),TRUE
Cristo seduto sulla croce,73 D 52,TRUE
Cristo spiega la sua dottrina ai discepoli di san Giovanni Battista,73 C 72 5,TRUE
Salita di Cristo al monte Calvario,73 D 44,TRUE
Cristo tentato sul monte,73 C 22 3,TRUE
Cristo tentato sul tempio,73 C 22 2,TRUE
Cristo tra angeli,11 D 33 4 : 11 I 3,TRUE
Crocifissione di Cristo e due angeli,73 D 64 (+3),TRUE
Crocifissione di sant'Andrea (?),73 F 25 35,TRUE
Cupido abbandona Psiche,92 D 19 21 35,TRUE
Cupido e le tre Grazie,92 D 1 : 92 D 3,TRUE
Cupido in lotta con la Castità,92 D 14 2 : 33 C 81 20,TRUE
Daniele (?),11 I 62 (DANIEL),TRUE
Daniele nella fossa dei leoni (?),71 P 43 32,TRUE
Daniele salvato dall'angelo,71 P 43 33,TRUE
Debora e Barac,71 F 15 1,TRUE
Decapitazione di santa Caterina d'Alessandria (?),11 HH (CATHERINE) 68,TRUE
Democrito ed Eraclito (?),98 B (HERACLITUS) 51,TRUE
Devoti in preghiera,11 Q 75 1 : 31 AA 25 13,TRUE
Allegoria della Dialettica,49 C 11 2,TRUE
Diana cacciatrice con le ninfe (?),92 C 35 11,TRUE
Diana cacciatrice con una ninfa,92 C 35 11,TRUE
Diana come dea Luna sul suo carro,92 C 37 11,TRUE
Diana come dea Luna sul suo carro tra le costellazioni,92 C 37 11,TRUE
Diana e le ninfe sorprese dai satiri,92 C 35 3,TRUE
Diana e le ninfe sorprese dai satiri (?),92 C 35 3,TRUE
Didone fonda Cartagine,96 D (DIDO) 53,TRUE
Didone vede in sogno l'ombra di Sicheo,96 D (DIDO) 51,TRUE
Dio appare ad Isacco,71 C 25 11,TRUE
Dio Padre con la colomba dello Spirito Santo,11 C 2 : 11 E 1,TRUE
Dio Padre e Cristo crocifisso con angeli,11 C 2 : 11 D 35 (+3),TRUE
Dio Padre benedicente con colomba dello Spirito Santo,11 C 2 : 11 E 1,TRUE
Dio Padre tra angeli musicanti (?),11 C 2 (+3),TRUE
Dio Padre tra due angioletti,11 C 2 (+3),TRUE
Dio Padre tra il sole e la luna,11 C 51,TRUE
Diogene (?),98 B (DIOGENES),TRUE
Discesa di Enea agli inferi,73 D 94,TRUE
Distruzione del simulacro del dio Baal,71 L 18 14,TRUE
Dodici apostoli in forma di agnelli,11 I 31,TRUE
Dottori della Chiesa (?),11 I 5,TRUE
Duello tra Orlando e Rodomonte,81 E (ORLANDO) : 33 B 2,TRUE
"Duello tra Tancredi e Argante (Gerusalemme Liberata, canto VI)",81 F (TANCREDI) : 33 B 2,TRUE
"Duello tra Tancredi e Argante (Gerusalemme Liberata, canto XIX)",81 F (TANCREDI) : 33 B 2,TRUE
Ebbrezza,92 L 19 4,TRUE
Elemento decorativo,48 A 98,TRUE
Elia nel deserto,71 M 53,TRUE
Elia separa le acque del fiume Giordano e l'attraversa col discepolo Eliseo,71 M 82,TRUE
Eliseo e la Sunammita,71 N 13 3,TRUE
Eloquenza,52 D 3,TRUE
Enea e Didone si riparano dalla tempesta in una grotta,96 B 32 2,TRUE
Enea e la Sibilla Cumana agli inferi,96 B 54 1,TRUE
Enea e la Sibilla Cumana ai Campi Elisi,96 B 54 8,TRUE
Enea e la Sibilla Cumana traghettati da Caronte,96 B 54 3,TRUE
Erato (?),92 D 42 6,TRUE
Erato (o Polimnia),92 D 42 6,TRUE
Ercole e Acheloo,94 L 41 11 : 94 L 41 11 1 : 94 L 41 11 2,TRUE
Ercole e Onfale (?),94 L 24,TRUE
Ercole ebbro (?),94 L 54,TRUE
Ercole libera Teseo,94 M 61 21,TRUE
Ercole scaccia Pan dal letto di Onfale,94 L 24 1,TRUE
Ercole sul rogo funebre,94 L 68 2,TRUE
Ercole trasporta le colonne che portano il suo nome,94 L 52,TRUE
Erminia e i pastori,81 FF (ERMINIA) : 47 I 22 1,TRUE
Favola di Amore e Psiche,92 D 19 21,TRUE
Ganimede,92 D 8,TRUE
Ganimede e l'aquila di Giove,92 BB 12 1,TRUE
Segno zodiacale dei Gemelli,23 O 23,TRUE
Giove e Antiope (?),92 B 12 13,TRUE
Giove e Asteria,92 B 12 14,TRUE
Giunone (?),92 C 1,TRUE
Giunone chiede a Eolo di liberare i venti,92 C 15 2,TRUE
Giunone chiede a Eolo di liberare i venti,92 C 15 2,TRUE
Martirio di san Bartolomeo (?),73 F 27 4,TRUE
Martirio di san Lorenzo,11 H (LAURENCE) 62,TRUE
Martirio di san Marco Evangelista,11 H (MARK) 61,TRUE
Martirio di san Pietro Martire,11 H (PETER MARTYR) 68,TRUE
Martirio di san Sebastiano,11 H (SEBASTIAN) 62 (+5),TRUE
Martirio di sant'Agata,11 HH (AGATHA) 62,TRUE
Mercurio decapita Argo,97 CC 64 1,TRUE
Allegoria del mese di Febbraio,23 I 12,TRUE
Allegoria del mese di Gennaio,23 I 11,TRUE
Morte di Achille,94 G 53 1,TRUE
Morte di Anania e Saffira,73 F 15 42,TRUE
Morte di Anania e Saffira (?),73 F 15 42,TRUE
Morte di Archimede,98 B (ARCHIMEDES) 68,TRUE
Morte di Camilla,96 B 82 3 : 45 H 3 (+2),TRUE
Morte di Ettore,94 G 23 4,TRUE
Morte di Giacobbe (?),71 D 25,TRUE
Morte di Giuda,73 D 34 3,TRUE
Morte di Lucrezia (?),98 C (LUCRETIA) 68,TRUE
Morte di Meleagro,94 N 68,TRUE
Morte di Porzia,98 C (PORTIA) 68,TRUE
Morte di Procri,95 A (CEPHALUS) 21 4,TRUE
Morte di santa Maria Maddalena (?),11 HH (MARY MAGDALENE) 68 2,TRUE
Morte di Saul,71 H 32 2,TRUE
Morte di Semele,92 B 12 26 1,TRUE
Morte di Seneca (?),98 B (SENECA) 68,TRUE
Morte di Socrate,98 B (SOCRATES) 68,TRUE
Morte di Virginia,98 C (VIRGINIA) 68,TRUE
Nascita di Bacco,92 L 11 1,TRUE
Nascita di Ercole,94 L 11 : 43 A 21 1,TRUE
Nascita di santo Stefano,73 F 35 11,TRUE
Segno zodiacale dei Pesci,23 O 13,TRUE
Predica di san Giacomo Maggiore,73 F 24 1,TRUE
Predica di sant'Antonio da Padova,11 H (ANTONY OF PADUA) 4 1 : 11 P 31 52,TRUE
Prometeo anima l'uomo col fuoco rubato agli dei,91 E 45 22,TRUE
Prometeo primo scultore,91 E 47 3,TRUE
Prometeo incatenato da Mercurio,91 E 46 11,TRUE
Psiche condotta al monte in corteo funebre,92 D 19 21 12,TRUE
Psiche condotta da Mercurio sull'Olimpo,92 D 19 21 8,TRUE
Psiche dona regali alle sue sorelle,92 D 19 21 32 1,TRUE
Psiche e Venere,92 D 19 21 63,TRUE
Psiche nel Palazzo di Amore,92 D 19 21 3,TRUE
Segno zodiacale del Sagittario,23 O 43,TRUE
Segno zodiacale dello Scorpione,23 O 42,TRUE
Segno zodiacale del Capricorno,23 O 11,TRUE
Segno zodiacale del Leone,23 O 32,TRUE
Segno zodiacale del Toro,23 O 22,TRUE
Segno zodiacale dell'Acquario,23 O 12,TRUE
Storia di Meleagro: Atalanta e Meleagro a caccia del cinghiale calidonio,94 N 32,TRUE
Trionfo di Marte,92 B 47 8,TRUE
Vocazione di san Matteo Evangelista (?),73 C 71 15,TRUE
Vulcano curato dagli abitanti di Lemno,92 B 21 23,TRUE
