count,city,name,wikidata_uri
1,Basel,Sammlung Ludwig Adam Kelterborn,
1,Basel,Sammlung Oskar und Annie Müller-Widmann,
1,Basel,Sammlung Remigius Faesch,
1,Basel,Sammlung Rudolf Staechelin,
1,Basel,Sammlung Sigrid Schwarz von Spreckelsen und Katharina Schwarz,
1,Basel,Sammlung Wilhelm Haas,
1,Basel,Universitätsbibliothek Basel,
1,Bauerbach Kreis Marburg,Sammlung unbekannt,
1,Bauhof (Bolsterlang),Sammlung unbekannt,
1,Bayel,Musée Municipal de Bayel,
1,Bayreuth,Kanzleibibliothek,
1,Bayreuth,Lehrerbibliothek Bayreuth,
1,Bayreuth,Stadtmuseum Bayreuth,
1,Beaulieu (Hampshire),Collection Lord Montagu of Beaulieu,
1,Beaune (Côte-d'Or),Musée du Vin de Bourgogne,
1,Beeskow,Sammlung unbekannt,
1,Beetsterzwaag,Sammlung unbekannt,
1,Belgrad,Serbisches Nationalmuseum,
1,Bellinzona,Archivio Cantonale,
1,Belluno,Collezione del Castel,
1,Belluno,Seminario Vescovile Caprioli,
1,Belvedere House,Sammlung Baron Saye and Sele,
1,Belvedere House,Sammlung Culling Eardley,
1,Belvedere House,Sammlung Sampson Gideon,
1,Benevent,Domschatz,
1,Bennington (Vermont),"Held, Ingrid & Held, Julius",
1,Bensberg,Sammlung unbekannt,
1,Berceto,Palazzo Comunale,
1,Berchtesgaden,NS Parteiforum Berchtesgaden,
1,Berea (Kentucky),Berea College,http://www.wikidata.org/entity/Q846859
1,Berg (?),Sammlung Dietrich Koch,
1,Berg Kreis Starnberg,Sammlung Anton Georg Zwengauer,
1,Bergamo,Bassi-Rathgeb,
1,Bergamo,Biblioteca Civica,
1,Bergamo,Biblioteca Civica Angelo Mai,
1,Bergamo,Chiesa di Santo Spirito,
1,Bergamo,Collegio di Clusone,
1,Bergamo,Museo Donizettiano,
1,Bergen (Hordaland),Rasmus Meyers Samlinger,
1,Bergen (Hordaland),Sammlung Hilmar Reksten,
1,Bergerac,Musée d'Interêt National du Tabac,
1,Bergheim Kreis Waldeck,unbekannte Privatsammlung,
1,Berich (Eder),Sammlung unbekannt,
1,Berkatal,Stadtmuseum Berkatal,
1,Berkhamsted (Hertfordshire),Sammlung Reg Butler,
1,Berlin,Akademie der Wissenschaften,
1,Berlin,American Academy,
1,Berlin,Artothek,
1,Berlin,Auktionshaus Lepke,
1,Berlin,Ball und Graupe,
1,Berlin,Barthko & Reher,
1,Berlin,Bassange Auktion,
1,Berlin,Baugewerkschule Neukölln,
1,Berlin,Beamten-Bausparkasse,
1,Berlin,Beuth-Schinkel-Museum,
1,Berlin,British Museum,http://www.wikidata.org/entity/Q6373
1,Berlin,Brücke-Museum,
1,Berlin,"Cassirer, Paul",
1,Berlin,Collection Frederik Rozendaal,
1,Berlin,Deutsches Archäologisches Institut,http://www.wikidata.org/entity/Q695302
1,Berlin,Deutsches Theater,
1,Berlin,Domarchiv Berlin,
1,Berlin,Figdor,
1,Berlin,Freie Universität Berlin,
1,Berlin,Fröhlich,
1,Berlin,Galerie Alfred Flechtheim,
1,Berlin,Galerie Alfred Flechtheim Berlin,
1,Berlin,Galerie Biber,
1,Berlin,Galerie C. Meder,
1,Berlin,Galerie Carl Nicolai,
1,Berlin,"Galerie Ferdinand Möller, Berlin",
1,Berlin,Galerie Flechtheim Berlin,
1,Berlin,Galerie Geitel,
1,Berlin,Galerie Gerd Rosen,
1,Berlin,Galerie Hinrichsen,
1,Berlin,Galerie Hugo Helbing,
1,Berlin,"Galerie Hugo Helbing, Berlin",
1,Berlin,Galerie K. Buchholz,
1,Berlin,Galerie Leyendecker,
1,Berlin,Galerie Marina Dinkler,
1,Berlin,Galerie P. Bottenwieser,
1,Berlin,Galerie P. Rosenthal,
1,Berlin,Galerie Schleißheim,
1,Berlin,Galerie Schäffer,
1,Berlin,Galerie Victor Hartberg,
1,Berlin,"Gemäldegalerie, Staatliche Museen zu Berlin - Preußischer Kulturbesitz?",
1,Berlin,Georg Kolbe Museum,
1,Berlin,Große Berliner Straßenbahn,
1,Berlin,Gymnasium zum Grauen Kloster,
1,Berlin,Heberle (Lempertz),
1,Berlin,Institut und Museum für Meereskunde,
1,Berlin,Italienische Botschaft,
1,Berlin,Johanniter-Orden,
1,Berlin,Kammergericht Berlin,
1,Berlin,Keller und Reiner,
1,Berlin,Knaus,
1,Berlin,Kunstauktionshaus Rudolph Elsas,
1,Berlin,Kunstgewerbeschule Charlottenburg,
1,Berlin,Kunsthandlung Asta,
1,Berlin,Kunsthandlung Buchen,
1,Berlin,Kunsthandlung Ernst Zaeslein,
1,Berlin,Kunsthandlung Haberstork,
1,Berlin,Kunsthandlung Moser,
1,Berlin,Kunsthandlung Rheins,
1,Berlin,Kunsthandlung van Diemen,
1,Berlin,Kunsthändler Credé,
1,Berlin,Kunstsalon Otto Burchard,
1,Berlin,Kupferstichkabinett,
1,Berlin,Landgericht Berlin,
1,Berlin,"Lepke, Rudolf",
1,Berlin,Lessingmuseum,
1,Berlin,Lindpaintner und V. Frey,
1,Berlin,Museum Dahlem,
1,Berlin,Museum für Islamische Kunst,
1,Berlin,Museum für Waffen- und Kriegskunde,
1,Berlin,Museum für deutsche Volkskunst,
1,Berlin,Reichsbank,
1,Berlin,Reichserziehungsministerium,
1,Berlin,Reichsministerium Propaganda?,
1,Berlin,Reichsministerium Wissenschaft,
1,Berlin,Sammllung Jacoby,
1,Berlin,Sammlung A. Joseph (Frau),
1,Berlin,Sammlung A. Kraft,
1,Berlin,Sammlung A. Orgler,
1,Berlin,Sammlung A. Schönbach,
1,Berlin,Sammlung A. v. Frey,
1,Berlin,Sammlung A. von Heymel,
1,Berlin,"Sammlung Adolf Thiem, Berlin",
1,Berlin,"Sammlung Albert Kollmann, Berlin",
1,Berlin,Sammlung Alfred Sommerguth,
1,Berlin,Sammlung Alice Berend,
1,Berlin,Sammlung Alt-Kunst,
1,Berlin,Sammlung Anna vom Rath,
1,Berlin,Sammlung Arie Goldfarb,
1,Berlin,Sammlung Arthur Degner,
1,Berlin,Sammlung Arthur Kraft,
1,Berlin,Sammlung B. Bernstein,
1,Berlin,Sammlung B. Nothmann,
1,Berlin,Sammlung B. Westphal,
1,Berlin,Sammlung B. von Dernburg,
1,Berlin,Sammlung Benedict,
1,Berlin,Sammlung Bernhard Koehler junior,
1,Berlin,Sammlung C. Bercht (Frau),
1,Berlin,Sammlung C. von Hollitscher,
1,Berlin,Sammlung Carl Lüth,
1,Berlin,Sammlung Carl Steinbart,
1,Berlin,Sammlung Casper,
1,Berlin,Sammlung Christian von Mecheln,
1,Berlin,Sammlung Conrad Doebbeke,
1,Berlin,Sammlung Doebbecke,
1,Berlin,Sammlung E. Grisebach,
1,Berlin,Sammlung E. Krüger,
1,Berlin,Sammlung E. Rothenberg,
1,Berlin,"Sammlung Eduard Arnhold, Berlin",
1,Berlin,Sammlung Emil Orlik,
1,Berlin,Sammlung Emil Rathenau,
1,Berlin,"Sammlung Emmy Schnitzler, Berlin",
1,Berlin,"Sammlung Estella Katzenellenbogen, Berlin",
1,Berlin,Sammlung F. Schimmelpfennig,
1,Berlin,Sammlung Familie Hohenzollern,
1,Berlin,Sammlung Ferdinand Mainzer,
1,Berlin,Sammlung Frieda Hintze,
1,Berlin,Sammlung Friedrich Jung,
1,Berlin,Sammlung Friedrich Sarre,
1,Berlin,Sammlung Fritz Gurlitt,
1,Berlin,"Sammlung Fritz Rothmann, Berlin",
1,Berlin,Sammlung Fritz und Wolfgang Gurlitt,
1,Berlin,Sammlung Gebhard Leberecht Blücher,
1,Berlin,Sammlung Geheimrat Wilhelm Zinn,
1,Berlin,"Sammlung Ginsberg, Berlin",
1,Berlin,Sammlung Gottfried und Eugenie Schadow,
1,Berlin,Sammlung Graetz,
1,Berlin,Sammlung Gurlitt,
1,Berlin,Sammlung H. F. W. Brose,
1,Berlin,Sammlung H. Humplmair,
1,Berlin,Sammlung H. Rosenhagen,
1,Berlin,"Sammlung H. Thannhauser, Berlin",
1,Berlin,Sammlung H. Ullstein,
1,Berlin,Sammlung H. Wolff,
1,Berlin,Sammlung Hans Purrmann,
1,Berlin,Sammlung Hans Rosenhagen,
1,Berlin,Sammlung Heinrich Evert,
1,Berlin,Sammlung Heinrich Prinz von Preußen,
1,Berlin,Sammlung Helene Kühn,
1,Berlin,Sammlung Helene Souchay,
1,Berlin,Sammlung Helene Wolff,
1,Berlin,Sammlung Hettlage,
1,Berlin,Sammlung Hugo Perls,
1,Berlin,Sammlung J. Cassirer,
1,Berlin,Sammlung Jacoby,
1,Berlin,Sammlung Julie Elias,
1,Berlin,Sammlung Julius Elias,
1,Berlin,Sammlung Julius Meier-Graefe,
1,Berlin,Sammlung Julius Walter Schüler,
1,Berlin,Sammlung K. Ellstaedter,
1,Berlin,Sammlung K. Ellstädter,
1,Berlin,Sammlung Kachlik,
1,Berlin,Sammlung Karl Ferdinand Friedrich von Nagler,
1,Berlin,"Sammlung Karl Haberstock, Berlin",
1,Berlin,"Sammlung Karl Nierendorf, Berlin",
1,Berlin,"Sammlung Karl von der Heydt, Berlin",
1,Berlin,Sammlung Kaufmann,
1,Berlin,Sammlung Kunze-Gräfe,
1,Berlin,Sammlung Kurt Feldhäusser,
1,Berlin,Sammlung L. Meyer,
1,Berlin,Sammlung L. Nachtlicht,
1,Berlin,Sammlung Loewenberg,
1,Berlin,Sammlung Louise und Frederic Theophile Goob,
1,Berlin,Sammlung M. Blumenfeld,
1,Berlin,Sammlung M. Cohn,
1,Berlin,Sammlung M. Schwersenz,
1,Berlin,Sammlung Marcus und Henriette Herz,
1,Berlin,Sammlung Marianne Herzog,
1,Berlin,Sammlung Martin Michalski,
1,Berlin,Sammlung Matthias Futter,
1,Berlin,Sammlung Mauthner,
1,Berlin,Sammlung Max Liebermann,
1,Berlin,Sammlung Milly Steger,
1,Berlin,Sammlung Nabel,
1,Berlin,"Sammlung Nicolai, Berlin",
1,Berlin,Sammlung O. Schweitzer,
1,Berlin,Sammlung Oskar Moll,
1,Berlin,Sammlung Oskar Skaller,
1,Berlin,Sammlung P. Grünfeld,
1,Berlin,Sammlung P. Grünfeld (Erben),
1,Berlin,Sammlung Prof. G.A. Leinhaas,
1,Berlin,Sammlung Professor Rämisch,
1,Berlin,Sammlung R. Scholtz,
1,Berlin,Sammlung R. Scholz,
1,Berlin,Sammlung Reichert,
1,Berlin,Sammlung Richard Oertel,
1,Berlin,Sammlung Rudolf Mosse,
1,Berlin,Sammlung S. Lewin,
1,Berlin,"Sammlung Sally Falk, Berlin",
1,Berlin,"Sammlung Schwarz, Berlin",
1,Berlin,Sammlung Schäffer,
1,Berlin,Sammlung Steinbarth,
1,Berlin,"Sammlung Stern, Berlin",
1,Berlin,Sammlung Stöckhardt,
1,Berlin,"Sammlung Victoria Kaiserin des Deutschen Reiches, Berlin",
1,Berlin,"Sammlung Vitale Bloch, Berlin",
1,Berlin,"Sammlung W. Müller, Berlin",
1,Berlin,Sammlung W. von Burchard,
1,Berlin,Sammlung Walter Lemcke,
1,Berlin,"Sammlung Wilhelm Adolph von Carstanjen, Berlin",
1,Berlin,Sammlung Willy Hahn,
1,Berlin,Sammlung von Hohenzollern,
1,Berlin,Schloss Tegel,
1,Berlin,Schöneberg Museum,
1,Berlin,Skulpturensammlung und Museum für Byzantinische Kunst?,
1,Berlin,"Staatliche Museen zu Berlin - Preußischer Kulturbesitz,  Antikensammlung",
1,Berlin,"Staatliche Museen zu Berlin - Preußischer Kulturbesitz, Gipsformerei?",
1,Berlin,"Staatliche Museen zu Berlin - Preußischer Kulturbesitz, Kunstbibliothek?",
1,Berlin,"Staatliche Museen zu Berlin - Preußischer Kulturbesitz, Skulpturensammlung?",
1,Berlin,Staatliche Porzellanmanufaktur Berlin,
1,Berlin,Staatsbibliothek,
1,Berlin,Stadtverwaltung Schöneberg,
1,Berlin,Stiftung Kunsthaus Heylshof,
1,Berlin,Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg,
1,Berlin,Stiftung Stadtmuseum Berlin,http://www.wikidata.org/entity/Q2349177
1,Berlin,Walther-Rathenau-Stiftung,
1,Berlin,Werkbund-Archiv,
1,Berlin,Winterhilfswerk des Deutschen Volkes,
1,Berlin,unbekannte Privatsammlung,
1,Berlin,unbekannte Sammlung,
1,Berlin & Fiesole,"Sammlung Eduard Arnhold, Berlin",
1,Berlin & London,unbekannte Privatsammlung,
1,Berlin / Düsseldorf,Galerie Alfred Flechtheim,
1,Berlin / Düsseldorf,"Sammlung Alfred Flechtheim, Berlin",
1,Berlin?,Deutsches Reich,
1,Berlin?,Reichsministerium Propaganda?,
1,Berlin?,"Staatliche Museen zu Berlin - Preußischer Kulturbesitz, Kupferstichkabinett - Sammlung der Zeichnungen und Druckgraphik?",
1,Berlin?,Staatliche Museen zu Berlin - Preußischer Kulturbesitz?,
1,Berlin?,unbekannt,
1,Bern,Dobiaschofsky,
1,Bern,Dobiaschofsky Auktionen,
1,Bern,Eidgenössische Militärbibliothek,
1,Bern,Familienstiftung von Mülinen,
1,Bern,Galerie Kornfeld,
1,Bern,Galerie Kornfeld und Klipstein,
1,Bern,Galerie Stuker,
1,Bern,Palazzo Federale,
1,Bern,Pulitzer Gallery,
1,Bern,Sammlung Frans Anton Tschiffeli,
1,Bern,Sammlung Hilde Thannhauser,
1,Bern,Schweizerische Mobiliargesellschaft,
1,Bern,Zentrum Paul Klee,
1,Bernay,Musée Municipal,
1,Bernburg,Bauamt Bernburg,
1,Beromünster,Kirchenschatz des Chorherrenstiftes,
1,Besançon,Hospital Saint-Jacques,
1,Besançon,Musée des Beaux-Arts,
1,Bettona,Collezione Fedeli,
1,Bibbiena,Collezione Pizzi,
1,Biedenkopf,Sammlung unbekannt,
1,Bielefeld,Kunsthalle Bielefeld,
1,Bielefeld,Sammlung O. Lorentz,
1,Bierzwnik (Choszczno),Sammlung unbekannt,
1,Birkenbringhausen,Gemeinde Birkenbringhausen,
1,Birmingham (Alabama),Birmingham Museum and Art Gallery,http://www.wikidata.org/entity/Q1799857
1,Bissingen an der Teck,Sammlung unbekannt,
1,Bitetto,Sammlung unbekannt,
1,Bitola,Museo Archeologico,
1,Bivigliano di Vaglia,Villa Pozzolini,
1,Blankenburg (Harz),Museum Kleines Schloss,
1,Blaricum,Sammlung S. B. Slijper,
1,Bleienbach,Sammlung unbekannt,
1,Blenheim,"Sammlung Duke of Marlborough, Blenheim",
1,Bloomington (Indiana),Indiana University,
1,Bobbio,Museo dell'Abbazia di San Colombino,
1,Bochum,Sammlung unbekannt,
1,Bois-Anzeray,unbekannt,
1,Bokrijk,Vlaamse Openluchtmuseum,
1,Bologna,Antiquariat Garisenda,
1,Bologna,Antiquitätenbuchhandlung Garisenda,
1,Bologna,Banca Nazionale del Lavoro,
1,Bologna,Biblioteca Comunale del Conservatorio di Musica,
1,Bologna,Biblioteca del convento del Santissimo Salvatore,
1,Bologna,Biblioteca dell'Accademia di Belle Arti,
1,Bologna,Christie's,
1,Bologna,Civico Museo Bibliografico Musicale,
1,Bologna,Collegio San Luigi,http://www.wikidata.org/entity/Q52943149
1,Bologna,Collezione Comunale d'Arte di Palazzo d'Accursio,
1,Bologna,Collezioni d'Arte e di Documentazione Storica della Cassa di Risparmio,
1,Bologna,Comune di Bologna,
1,Bologna,Credito Romagnolo,
1,Bologna,Ente autonomo Teatro Comunale,
1,Bologna,Fondazione del Monte di Bologna e Ravenna (Monte di Pietà),
1,Bologna,Galleria Comunale d'Arte Moderna?,
1,Bologna,Galleria d'Arte Moderna,
1,Bologna,Istituto Gualandi,
1,Bologna,Museo Civico Medievale?,
1,Bologna,Museo d'Arte Industriale e Galleria Davia Bargellini,
1,Bologna,Museo dell'Istituto di Anatomia Umana Normale,
1,Bologna,Museo di San Domenico,
1,Bologna,Museo di San Giuseppe,
1,Bologna,Museo internazionale e Biblioteca della musica,
1,Bologna,Privatbesitz,
1,Bologna,Sammlung Albergotti,
1,Bologna,Sammlung Johann König,
1,Bologna,Sammlung unbekannt,
1,Bologna,Santa Margherita,
1,Bologna,Università degli Studi,
1,Bologna,Università di Bologna,
1,Bologna,unbekannt,
1,Bologna?,unbekannt,
1,Bombay,Prince of Wales Museum of Western India,
1,Bonate Sotto,Sammlung unbekannt,
1,Bonn,Landeskonservator Rheinland,
1,Bonn,Landesvertretung Hessen,
1,Bonn,Rheinisches Landesmuseum Bonn mit Regionalmuseum Xanten,
1,Bonn,Sammlung Carl Roettgen,
1,Bonn,Sammlung Frowein,
1,Bonn,"Sammlung Mathilde Boisserée, Bonn",
1,Bonn,Sammlung Roettgen,
1,Bonn,Sammlung W. Haas,
1,Bonn,Vertretung des Landes Hessen in Bonn,
1,Bonn & Berlin,Bundesrepublik Deutschland,
1,Bordeaux,Musée des Beaux Arts,
1,Bordeaux,Trésor de la Cathédrale Saint-André,
1,Bormio,Museo Civico,
1,Bosa,Curia Arcivescovile,
1,Boston,National Portrait Gallery,
1,Boulogne-sur-Mer,Musée des Beaux-Arts,
1,Bourg-en-Bresse,Musée du Monastère Royal de Brou,
1,Bourges,Musée de la Ville,
1,Bracciano,Castello Orsini-Odescalchi,
1,Bradford (West Yorkshire),Sammlung J. S. Hensé,
1,Brandenburg (Havel),Sammlung Margarethe Schweitzer,
1,Brandenburg (Havel),Sammlung unbekannt,
1,Bransles,Kirchenarchiv Bransles,
1,Braubach,Sammlung unbekannt,
1,Braunfels,Sammlung Alfred Deiker,
1,Braunschweig,Sammlung Beber,
1,Braunschweig,Sammlung W. Buchler,
1,Braunschweig,Sammlung Walter Eilert,
1,Braunschweig,Sammlung Wilhelm Löhr,
1,Braunschweig,unbekannt,
1,Braunschweig,unbekannte Privatsammlung,
1,Breda,Rathaus Breda,
1,Breisach am Rhein,Sammlung unbekannt,
1,Breitenbach am Herzberg,Freiherr von Dörnbergsche Stiftung Burg Herzberg,
1,Bremen,Gerhard-Marcks-Stiftung,
1,Bremen,Graphisches Kabinett,
1,Bremen,"Graphisches Kabinett, Kunsthandel Wolfgang Werner",
1,Bremen,Kunsthandel Ralf Ohse,
1,Bremen,Paula Modersohn-Becker-Stiftung,
1,Bremen,Sammlung Karl Otto Bick,
1,Bremen,Stark,
1,Bremen,unbekannt,
1,Bremen,Übersee-Museuem,
1,Bremerhaven,Sammlung unbekannt,
1,Brera,Pinacoteca di Brera,http://www.wikidata.org/entity/Q150066
1,Brescia,Banca Popolare di Brescia,
1,Brescia,Centro pastorale Paolo VI,
1,Brescia,Istituto Orfanotrofi,
1,Brescia,Martinengo Sammlung,
1,Brescia,Orfanatrofi maschili di Brescia,
1,Brescia,Santa Giulia -  Museo della Città,
1,Brescia,Seminario vescovile diocesano,
1,Brescia,unbekannt,
1,Breslau,Diözesanarchiv,
1,Breslau,Muzeum Architektury we Wroc&#322;awiu,
1,Breslau,Muzeum Narodowe we Wrocławiu,
1,Breslau,Sammlung Alfred Vocke,
1,Breslau,Sammlung Chorinsky,
1,Breslau,Sammlung F. Goldschmidt,
1,Breslau,Sammlung Hugo Naphtali,
1,Breslau,Sammlung Korn-Breslau,
1,Breslau,Sammlung L. Lewin,
1,Breslau,Sammlung Leo Lewin,
1,Breslau,Sammlung Leo Smoschewer,
1,Breslau,Sammlung M. Schlamm,
1,Breslau,Sammlung Th. Loewe,
1,Breslau,Schlossmuseum Breslau,
1,Bresles,Sammlung unbekannt,
1,Brest,Musée des Beaux-Arts,
1,Breuil-Benoît,Sammlung unbekannt,
1,Bridgeport (Connecticut),"Museum of Art, Science and Industry",
1,Brielle,Sammlung unbekannt,
1,Brighton,Sammlung Henry Willett,
1,Bristol,Sammlung L. Fry,
1,Brive-la-Gaillarde,Musée Labenche d'Art et d'Histoire,
1,Brixen,Bibliothek des Priesterseminars,
1,Brixen,Diözesanmuseum,
1,Brooklyn (New York),Brooklyn Museum,
1,Bruchköbel,Sammlung unbekannt,
1,Brugine,Centro Internazionale di storia dello spazio e del tempo,
1,Brügge,Beginenmuseum,
1,Brügge,Heiligblutkapelle,
1,Brügge,Memlingmuseum - Sint-Janshospitaal,
1,Brügge,Onze-Lieve-Vrouw ter Potterie,
1,Brügge,Sammlung unbekannt,
1,Brünn,Franzensmuseum,
1,Brünn,Moravské Zemské Muzeum,
1,Brüssel,Barbiers,
1,Brüssel,Cabinet d'Estampes,
1,Brüssel,Fievez,
1,Brüssel,Institut Royal du Patrimoine Artistique,
1,Brüssel,Musée Royaux des Beaux-Arts,
1,Brüssel,Musée de la Porte de Hal,
1,Brüssel,Sammlung Comte Fraula,
1,Brüssel,Sammlung Etienne Le Roy,
1,Brüssel,Sammlung J. B. Horion,
1,Brüssel,Sammlung J. Sonsot,
1,Brüssel,Sammlung Joseph Désiré de Lupus,
1,Brüssel,Sammlung van Mulden,
1,Brüssel,Trussart,
1,Budapest,Fövárosi Szabó Ervin Köntyvtár (Städtische Ervin-Szabó-Bibliothek),
1,Budapest,Sammlung Baron Adolf Kohner,
1,Budapest,Sammlung Familie Herzog,
1,Budapest,Sammlung Kilény,
1,Budapest,"Szépmüvészeti Múzeum, Budapest",
1,Budapest,Vàrmùzeum,
1,Budweis,Sammlung F. Stuchlik,
1,Buenos Aires,National Museum of Fine Arts,
1,Bukarest,Muzeul Na&#539;ional de Art&#259; al României,
1,Bukarest,Muzeul National de Antichitati,
1,Bukarest,Muzeul National de Arta al României,
1,Bukarest,unbekannte Privatsammlung,
1,Bulstrode Park,Sammlung John Ramsden,
1,Buntenbock,Sammlung unbekannt,
1,Burg bei Magdeburg,Sammlung unbekannt,
1,Burgbrohl,Sammlung unbekannt,
1,Burgdorf (Bern),Sammlung Alfred Guido Roth,
1,Burgstädt (Kreis Chemnitz),Sammlung E. Gärtner,
1,Bury (Loir-et-Cher),Sammlung unbekannt,
1,Bury (Oise),Sammlung unbekannt,
1,Bury Saint Edmunds,National Trust,http://www.wikidata.org/entity/Q333515
1,Busseto,Cassa di Risparmio,
1,"Bussière, La (Côte-d'Or)",Sammlung unbekannt,
1,Béziers,Musée des Beaux-Arts,
1,Béziers,Sammlung Fayet,
1,Büdingen Wetteraukreis,Sammlung unbekannt,
1,Bünde,Kreisheimatmuseum Striediecks Hof,
1,Büren Kreis Büren,Sammlung unbekannt,
1,Cadolzburg,Sammlung unbekannt,
1,Cagli,Biblioteca Comunale,
1,Cagli,Collezione della Cassa di Risparmio,
1,Cagliari,Museo Diocesano,
1,Cagliari,Pinacoteca Nazionale,
1,Calais,Musée des Beaux-Arts de Calais,
1,Caldern,Sammlung unbekannt,
1,Callenberg (Coburg),Sammlung unbekannt,
1,Cambiano,Palazzo del Municipio,
1,Cambrai,Bibliothèque municipale,
1,Cambrai,Hôpital général,
1,Cambridge,National Trust,http://www.wikidata.org/entity/Q333515
1,Cambridge,The Fitzwilliam Museum,
1,Cambridge,Trinity Hall,
1,Cambridge,Wimpole Hall Collection,
1,Cambridge (Massachusetts),"Harvard Art Museum, Busch-Reisinger Museum",
1,Cambridge (Massachusetts),Peabody Museum of Archeology and Ethnology,
1,Camerino,Pinacoteca,
1,Camerino,Universität von Camerino,
1,Campagnano di Roma,Museo Parrochiale,
1,Campione d'Italia,Galleria Henze SAS,
1,Camposampietro,Santuario del Noce,
1,Canossa di Ciano d'Enza,Museo Nazionale di Canossa,
1,Capena,Goodyear Tire an Rubber Company,
1,Capesthorne Hall (Cheshire),Sammlung Familie Davenport Bromley,
1,Cappel (Marburg),Sammlung Eduard Korflür,
1,Cappel bei Lippstadt,Sammlung unbekannt,
1,Cappenberg,Sammlung unbekannt,
1,Capua,Tesoro del Duomo,
1,Caracas,Museo de Bellas Artes,
1,Caracas,Museo de Bellas Artes de Caracas,
1,Carcassonne,Musée des Beaux-Arts de Carcassonne,
1,Carcassonne,Musée du Château-Comtal,
1,Careggi (Florenz),Raccolta delle Oblate,
1,Carlton Towers,Biblioteca Marucelliana,http://www.wikidata.org/entity/Q741371
1,Carmaux,Sammlung unbekannt,
1,Carpi (Modena),Museo Civico di Carpi?,
1,Carsoli,Municipio,
1,Casamari,Museo Archeologico,
1,Cascia,Pinacoteca Comunale,
1,Caserta,Museo Nazionale di San Martino,
1,Caserta,Soprintendenza BAS CE,
1,Casole d'Elsa,Sale della Propositura,
1,Caspe,Sammlung unbekannt,
1,Castel Gandolfo,Palazzo Papale,
1,Castel San Pietro Terme,Diocesi di Bologna,
1,Castelfidardo,Fondazione Duca Roberto Ferretti di Castelferretto,
1,Castelfiorentino,Biblioteca Comunale,
1,Castelfiorentino,Museo di Santa Verdiana,http://www.wikidata.org/entity/Q3868186
1,Castelfiorentino,"Pinacoteca, Chiesa di Santa Verdiana",
1,Castelvecchio Calvisio,Sammlung unbekannt,
1,Castelvetrano,Museo Civico,
1,Castiglion Fiorentino,Museo Comunale,
1,Castroreale,Museo Civico,
1,Castroreale,Pinacoteca Parrocchiale,
1,Cataio,Sammlung Obizzi,
1,Catania,Antiquarium della Comune,
1,Catania,"Catania, Municipio",
1,Catania,Collezione Benedettini,
1,Catania,"Museo di Archeologia, Università di Catania",
1,Caudebec-en-Caux,Sammlung unbekannt,
1,Cava de' Tirreni,Museo della Abbazia della Trinità,
1,Cava dei Tirreni,Abbadia Trinità della Cava,
1,Cavaillon,Sammlung unbekannt,
1,Cavalese,Pinacoteca della Magnifica Comunità di Fiemme,
1,Celbridge,Castletown House,
1,Celle,Kunstgutlager Schloss Celle,
1,Celle,Stadt Celle,
1,Cento,Collezione Grimaldi Fava,
1,Cergy (Val-d'Oise),Generalrat des Val-d'Oise,
1,Certaldo,Museo di Arte Sacra nella Propositura di San Tommaso,
1,Cesky Sternberk,Castello,
1,Chalon-sur-Saône,Musée Dominique Vivant-Denon,
1,Chambéry,Musée des Beaux-Arts,
1,Chantilly,"Institut de France, Chantilly",
1,Chantilly,Musée Condé?,
1,Charleville Mezieres,Musée de l`Ardenne,
1,Charlotte (North Carolina),Mint Museum of Art,
1,Charlottenburg (Berlin),Sammlung Franz Ritter von Liszt,
1,Charlottenlund,Ordrupgaardsamlingen,
1,Chartres,Bibliothèque Municipale,
1,Chartres,Bibliothèque Municipale de Chartres,
1,Chatsworth House,Coll. Duke of Devonshire and the Chatsworth Settlement Trust,
1,Chatsworth House,Duke of Devonshire,
1,Chatsworth House,Trustees of the Chatsworth Settlement?,
1,"Chaux-de-Fonds, La",Musée des Beaux-Arts de la Chaux-de-Fonds,
1,Chelles,Sammlung unbekannt,
1,Chemnitz,Galerie Gerstenberger,
1,Chemnitz,"Sammlung Erich Goeritz, Chemnitz",
1,Chemnitz,Sammlung L. Eger,
1,Cherbourg,Musée Thomas Henry,http://www.wikidata.org/entity/Q3329368
1,Cherbourg,Musée Thomas-Henry,
1,Cherchel,Musée Archéologique de Cherchel,
1,Cheux,Sammlung unbekannt,
1,Chiari,Comune di Chiari,
1,Chiavenna,Museo del Tesoro,
1,Chicago,Sammlung Emerson,
1,Chicago,Sammlung Ruthrauff,
1,Chicago,University of Chicago,http://www.wikidata.org/entity/Q131252
1,Chicago,Vicars Collection,
1,Chieti,Museo Archeologico Nazionale,
1,Chieti,Pinacoteca C. Barbella,
1,Chieti,Prefettura,
1,Chinon,Musée du Vieux-Chinon et de la Batellerie,
1,Cholet,Musée d'Art et d'Histoire de Cholet,
1,Chorin,Sammlung unbekannt,
1,Chotków,Sammlung unbekannt,
1,Christenberg,Sammlung unbekannt,
1,Châteaudun,Sammlung unbekannt,
1,Châteaumeillant,Sammlung unbekannt,
1,Châteauneuf-sur-Charente,Sammlung unbekannt,
1,Châteauponsac,Sammlung unbekannt,
1,Cingoli,"Pinacoteca Comunale ""Donatello Stefanucci""",
1,Città della Pieve,Comune di Città della Pieve,
1,Città di Castello,Museo del Duomo,
1,Città di Castello,Pieve di Canoscio,
1,Clairvaux (Aube),Sammlung unbekannt,
