count,country,region,district,city,village,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri
2,Italia,Toscana,Firenze,Barberino Val d'Elsa,Vico D'Elsa,,,,,,,,,,
2,Italia,Toscana,Firenze,Barberino Val d'Elsa,Vigliano,,,,,,,,,,
2,Italia,Toscana,Firenze,Calenzano,Carraia,,,,,,,,,,
2,Italia,Toscana,Firenze,Castelfiorentino,Petrazzi,,,,,,,,,,
2,Italia,Toscana,Firenze,Empoli,Avane,Avane,,,,,,,"human settlement in Empoli, Metropolitan City of Florence, Tuscany, Italy",,http://www.wikidata.org/entity/Q111632706
2,Italia,Toscana,Firenze,Figline Valdarno,Gaville,,,,,,,,,,
2,Italia,Toscana,Firenze,Firenze,Arcetri,Arcetri,,,,,rioni,,,http://vocab.getty.edu/tgn/5002851,
2,Italia,Toscana,Firenze,Firenze,Campi Bisenzio,,,,,,,,,,
2,Italia,Toscana,Firenze,Firenze,Careggi,Careggi,,,,,rioni,,,http://vocab.getty.edu/tgn/7006126,
2,Italia,Toscana,Firenze,Firenze,Torre del Gallo,Torre del Gallo,,,,,,,"historic building in Florence, Italy",,http://www.wikidata.org/entity/Q3995418
2,Italia,Toscana,Firenze,Fucecchio,Torre,,,,,,,,,,
2,Italia,Toscana,Firenze,Greve in Chianti,Montefioralle,,,,,,,,,,
2,Italia,Toscana,Firenze,Impruneta,Pozzolatico,,,,,,,,,,
2,Italia,Toscana,Firenze,Montaione,San Vivaldo,,,,,,,,,,
2,Italia,Toscana,Firenze,Reggello,San Clemente,,,,,,,,,,
2,Italia,Toscana,Firenze,Rignano sull'Arno,Volognano,,,,,,,,,,
2,Italia,Toscana,Firenze,San Casciano in Val di Pesa,Argiano,,,,,,,,,,
2,Italia,Toscana,Firenze,Scarperia,Sant'Agata,,,,,,,,,,
2,Italia,Toscana,Firenze,Vicchio,Rupecanina,,,,,,,,,,
2,Italia,Toscana,Grosseto,Castel del Piano,Montenero,,,,,,,,,,
2,Italia,Toscana,Grosseto,Manciano,Montemerano,Montemerano,,,,,,,frazione of Italy,,http://www.wikidata.org/entity/Q1805319
2,Italia,Toscana,Lucca,Camaiore,Pieve di Camaiore,,,,,,,,,,
2,Italia,Toscana,Lucca,Capannori,Lammari,,,,,,,,,,
2,Italia,Toscana,Lucca,Fabbriche di Vallico,Vallico di Sotto,,,,,,,,,,
2,Italia,Toscana,Lucca,Piazza al Serchio,Borsigliana,,,,,,,,,,
2,Italia,Toscana,Lucca,Stazzema,Pomezzana,,,,,,,,,,
2,Italia,Toscana,Pistoia,Buggiano,Buggiano Castello,,,,,,,,,,
2,Italia,Toscana,Pistoia,Pistoia,Santomato,Santomato,,,,,,,"human settlement in Pistoia, Province of Pistoia, Tuscany, Italy",,http://www.wikidata.org/entity/Q24248759
2,Italia,Toscana,Siena,Buonconvento,Percenna,,,,,,,,,,
2,Italia,Toscana,Siena,Gaiole in Chianti,Vertine,Vertine,,,,,,,"hamlet of Gaiole in Chianti, Italy",,http://www.wikidata.org/entity/Q4010297
2,Italia,Toscana,Siena,Monteriggioni,Abbadia Isola,,,,,,,,,,
2,Italia,Toscana,Siena,Monteriggioni,Santa Colomba,,,,,,,,,,
2,Italia,Toscana,Siena,Murlo,Casciano,,,,,,,,,,
2,Italia,Toscana,Siena,Murlo,Vescovado,,,,,,,,,,
2,Italia,Toscana,Siena,Poggibonsi,Staggia Senese,Staggia Senese,,,,,,,"hamlet of Poggibonsi, Italy",,http://www.wikidata.org/entity/Q1367559
2,Italia,Toscana,Siena,Siena,Fogliano Grosso,Fogliano Grosso,,,,,,,hamlet of Siena,,http://www.wikidata.org/entity/Q18491641
2,Italia,Toscana,Siena,Sinalunga,Scrofiano,Scrofiano,,,,,,,"hamlet of Sinalunga, Italy",,http://www.wikidata.org/entity/Q2466948
2,Italia,Toscana,Siena,Torrita di Siena,Montefollonico,,,,,,,,,,
2,Italia,Umbria,Perugia,Assisi,Tordandrea,,,,,,,,,,
2,Italia,Umbria,Perugia,Bastia Umbra,Ospedalicchio,Ospedalicchio,,,,,inhabited places,,"human settlement in Bastia Umbra, Province of Perugia, Umbria, Italy",http://vocab.getty.edu/tgn/7055168,http://www.wikidata.org/entity/Q1811799
2,Italia,Umbria,Perugia,Cerreto di Spoleto,Ponte,,,,,,,,,,
2,Italia,Umbria,Perugia,Città di Castello,Canoscio,Canoscio,,,,,,,railway halt in Italy,,http://www.wikidata.org/entity/Q111768012
2,Italia,Umbria,Perugia,Collazzone,Collepepe,,,,,,,,,,
2,Italia,Umbria,Perugia,Foligno,Acqua Santo Stefano,,,,,,,,,,
2,Italia,Umbria,Perugia,Foligno,Vescia,,,,,,,,,,
2,Italia,Umbria,Perugia,Passignano sul Trasimeno,Castel Rigone,Castel Rigone,,,,,,,hamlet of Passignano sul Trasimeno,,http://www.wikidata.org/entity/Q2495660
2,Italia,Umbria,Perugia,Perugia,Civitella d'Arna,Civitella d'Arna,,,,,,,frazione of Italy,,http://www.wikidata.org/entity/Q1236794
2,Italia,Umbria,Perugia,Perugia,Fontignano,Fontignano,,,,,,,hamlet of Perugia,,http://www.wikidata.org/entity/Q1070894
2,Italia,Umbria,Perugia,Perugia,Pieve Pagliaccia,,,,,,,,,,
2,Italia,Umbria,Perugia,Spoleto,Beroide,,,,,,,,,,
2,Italia,Umbria,Perugia,Spoleto,Monteluco,,,,,,,,,,
2,Italia,Umbria,Perugia,Spoleto,Perchia,,,,,,,,,,
2,Italia,Umbria,Perugia,Umbertide,Preggio,,,,,,,,,,
2,Italia,Veneto,Belluno,Sospirolo,Certosa di Vedana,,,,,,,,,,
2,Italia,Veneto,Padova,Padova,Torre di Padova,,,,,,,,,,
2,Italia,Veneto,Treviso,Ponzano Veneto,Merlengo,Merlengo,,,,,inhabited places,,"human settlement in Ponzano Veneto, Province of Treviso, Veneto, Italy",http://vocab.getty.edu/tgn/4007127,http://www.wikidata.org/entity/Q3855179
2,Italia,Veneto,Treviso,Quinto di Treviso,Santa Cristina,,,,,,,,,,
2,Italia,Veneto,Treviso,San Fior,San Fior Di Sopra,,,,,,,,,,
2,Italia,Veneto,Verona,Colognola ai Colli,San Vittore,San Vittore,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7039506,
2,Italia,Veneto,Vicenza,Zugliano,Grumolo Pedemonte,Grumolo Pedemonte,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7047014,
2,Regno Unito,,,Londra,Hampstead,Hampstead,Hampstead,,,,neighborhoods,,"area of north London, England",http://vocab.getty.edu/tgn/7011827,http://www.wikidata.org/entity/Q25610
2,Regno Unito,,,Londra,Harrow on the Hill,Harrow on the Hill,Harrow on the Hill,,,,neighborhoods,,,http://vocab.getty.edu/tgn/7011837,
2,Regno Unito,,,Somerset,Templecombe,Templecombe,Templecombe,,,,inhabited places,,,http://vocab.getty.edu/tgn/1030849,
2,Regno Unito,Devon,,Plymouth,Plympton,Plympton,,,,,,,"suburb of Plymouth, England, UK",,http://www.wikidata.org/entity/Q7205889
2,Regno Unito,Gloucestershire,,Avening,Old Quarries,,,,,,,,,,
2,Regno Unito,New York,,Londra,Richmond,,,,,,,,,,
2,Regno Unito,Nottinghamshire,,,Grove Hall,Grove Hall,,,,,,,"country house in Grove, Nottinghamshire, United Kingdom",,http://www.wikidata.org/entity/Q5611393
2,Regno Unito,Scozia,,Dundee,Linlathen,,,,,,,,,,
2,Regno Unito,Surrey,,Englefield Green,Castle Hill,Castle Hill,,,,,,,"house in Englefield Green, Surrey, England, UK",,http://www.wikidata.org/entity/Q26280105
2,Regno Unito,Warwickshire,,,Rugby,Rugby,Rugby,,,,inhabited places,Small settlement until coming of railways 19th cen.; home of boys' Rugby School founded 1567; flourished under leadership of Thomas Arnold 1828-1842 & became model public school; founding place of rugby football; manufactures electrical equipment.,,http://vocab.getty.edu/tgn/1030472,
2,Regno Unito,Wiltshire,,Tollard Royal,Rushmore,,,,,,,,,,
2,Stati Uniti d'America,Illinois,,Chicago (IL),Lake Forest,Lake Forest,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7013857,
1,,,,Monteroni d'Arbia,Lucignano d'Arbia,,,,,,,,,,
1,Austria,,,Innsbruck,Wattens,Wattens,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1026209,
1,Austria,,,Vienna,n. 232,,,,,,,,,,
1,Belgio,,,Bruxelles,Uccle,Uccle,,,,Uccle,inhabited places,"Uccle is a Belgian town lying just south of Brussels and is one of the nineteen communes that make up Greater Brussels. It existed as a separate town by at least the 12th century. An historic inn, the Auberge du Cornet, dates from 1570, and lies near a wooded park, a remnant of the great Soigne Forest The modern town serves as a residential suburb for Brussels, with some light industry. It is the site of the Belgian Royal Observatory and several historic châteaux. ","municipality in the Brussels-Capital Region, Belgium",http://vocab.getty.edu/tgn/7008815,http://www.wikidata.org/entity/Q203312
1,Francia,,,Ribeauvillé,Castello di Ribeauvillé,,,,,,,,,,
1,Francia,,,Saint Germain-en-Lay,Yvelines,Département des Yvelines,Département des Yvelines,,,,departments,,,http://vocab.getty.edu/tgn/7003227,
1,Francia,Provenza-Alpi-Costa Azzurra,,Cannes,Île St Honorat,,,,,,,,,,
1,Germania,,,,Marienburg,Marienburg,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7131981,
1,Germania,,,Monaco di Baviera,Hohenaschau,Hohenaschau,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7161008,
1,Germania,,,Wuppertal,Elberfeld,Elberfeld,,,,,neighborhoods,,"former independent city in Germany, now part of Wuppertal",http://vocab.getty.edu/tgn/1004421,http://www.wikidata.org/entity/Q702259
1,Italia,Abruzzi,L'Aquila,Acciano,Beffi,,,,,,,,,,
1,Italia,Abruzzi,L'Aquila,Barisciano,Villa di Mezzo,,,,,,,,,,
1,Italia,Abruzzi,L'Aquila,Capistrello,Corcumello,,,,,,,,,,
1,Italia,Abruzzi,L'Aquila,Capitignano,Sivignano,,,,,,,,,,
1,Italia,Abruzzi,L'Aquila,Fontecchio,San Pio di Fontecchio,,,,,,,,,,
1,Italia,Abruzzi,L'Aquila,L'Aquila,Campo di Giove,,,,,,,,,,
1,Italia,Abruzzi,L'Aquila,L'Aquila,Monticchio,Monticchio,,,,,,,"frazione of L'Aquila, Italy",,http://www.wikidata.org/entity/Q3862484
1,Italia,Abruzzi,L'Aquila,L'Aquila,Onna,Onna,,,,,,,settlement in the Italian municipality of L’Aquila,,http://www.wikidata.org/entity/Q374305
1,Italia,Abruzzi,L'Aquila,L'Aquila,Preturo,Preturo,,,,,,,"frazione of L'Aquila, Italy",,http://www.wikidata.org/entity/Q3911305
1,Italia,Abruzzi,L'Aquila,Massa d'Albe,Alba Fucens,,,,,,,,,,
1,Italia,Abruzzi,L'Aquila,Scoppito,Civitatomassa,,,,,,,,,,
1,Italia,Abruzzi,Pescara,Capitignano,Sivignano,,,,,,,,,,
1,Italia,Abruzzi,Teramo,Pineto,Mutignano,,,,,,,,,,
1,Italia,Abruzzi,Teramo,Valle Castellana,Cesano,,,,,,,,,,
1,Italia,Abruzzi,Teramo,Valle Castellana,Collegrato,,,,,,,,,,
1,Italia,Abruzzi,Teramo,Valle Castellana,San Vito,,,,,,,,,,
1,Italia,Campania,Caserta,Caserta,Piedimonte di Casolla,,,,,,,,,,
1,Italia,Campania,Caserta,Sessa Aurunca,Lauro,,,,,,,,,,
1,Italia,Campania,Napoli,Ercolano,Resina,,,,,,,,,,
1,Italia,Campania,Napoli,Nola,Livardi,,,,,,,,,,
1,Italia,Campania,Napoli,Palma Campania,Vico,Vico,,,,,,,,,http://www.wikidata.org/entity/Q18437122
1,Italia,Campania,Napoli,San Paolo Bel Sito,Livardi,,,,,,,,,,
1,Italia,Campania,Napoli,Vico Equense,Massaquano,,,,,,,,,,
1,Italia,Campania,Napoli,Visciano,Sant'Angelo del Monte,,,,,,,,,,
1,Italia,Campania,Salerno,Giffoni Sei Casali,Prepezzano,Prepezzano,,,,,,,"human settlement in Giffoni Sei Casali, Province of Salerno, Campania, Italy",,http://www.wikidata.org/entity/Q18437654
1,Italia,Campania,Salerno,Sarno,Episcopio,,,,,,,,,,
1,Italia,Emilia Romagna,,Reggio nell'Emilia,Nebbiara,,,,,,,,,,
1,Italia,Emilia Romagna,Bologna,Bologna,Borgo Panigale,Borgo Panigale,,,,,rioni,,,http://vocab.getty.edu/tgn/7004857,
1,Italia,Emilia Romagna,Bologna,Bologna,Lavino di Sotto,,,,,,,,,,
1,Italia,Emilia Romagna,Bologna,Borgo Tossignano,Tossignano,Tossignano,,,,,inhabited places,,human settlement in Italy,http://vocab.getty.edu/tgn/7038166,http://www.wikidata.org/entity/Q3995920
1,Italia,Emilia Romagna,Bologna,Budrio,Bagnarola,Bagnarola,,,,,,,"human settlement in Budrio, Metropolitan City of Bologna, Emilia-Romagna, Italy",,http://www.wikidata.org/entity/Q18437979
1,Italia,Emilia Romagna,Bologna,Castel San Pietro Terme,Poggio,,,,,,,,,,
1,Italia,Emilia Romagna,Bologna,Granarolo dell'Emilia,Quarto Inferiore,Quarto Inferiore,,,,,,,"human settlement in Granarolo dell'Emilia, Metropolitan City of Bologna, Emilia-Romagna, Italy",,http://www.wikidata.org/entity/Q3927284
1,Italia,Emilia Romagna,Bologna,Grizzana Morandi,Tavernola,,,,,,,,,,
1,Italia,Emilia Romagna,Bologna,Monte San Pietro,Montemaggiore,,,,,,,,,,
1,Italia,Emilia Romagna,Bologna,Pianoro,Rastignano-Carteria Di Sesto,,,,,,,,,,
1,Italia,Emilia Romagna,Ferrara,Cento,Renazzo,,,,,,,,,,
1,Italia,Emilia Romagna,Forlì - Cesena,Cesena,San Vittore,,,,,,,,,,
1,Italia,Emilia Romagna,Forlì - Cesena,Galeata,Pianetto,,,,,,,,,,
1,Italia,Emilia Romagna,Modena,Castelfranco Emilia,Piumazzo,Piumazzo,,,,,,,"settlement in Castelfranco Emilia,Italy",,http://www.wikidata.org/entity/Q2677876
1,Italia,Emilia Romagna,Modena,Pavullo nel Frignano,Coscogno,,,,,,,,,,
1,Italia,Emilia Romagna,Parma,Colorno,Copermio,,,,,,,,,,
1,Italia,Emilia Romagna,Parma,Colorno,Vedole,,,,,,,,,,
1,Italia,Emilia Romagna,Parma,Fidenza,Castione Marchesi,Castione Marchesi,,,,,,,settlement in the Italian municipality of Fidenza,,http://www.wikidata.org/entity/Q18442291
1,Italia,Emilia Romagna,Parma,Langhirano,Torrechiara,Torrechiara,,,,,,,Italian fraction,,http://www.wikidata.org/entity/Q2154272
1,Italia,Emilia Romagna,Parma,Montechiarugolo,Monticelli Terme,,,,,,,,,,
1,Italia,Emilia Romagna,Parma,Parma,Borghetto,,,,,,,,,,
1,Italia,Emilia Romagna,Parma,Parma,Paradigna,Paradigna,,,,,,,"human settlement in Parma, Province of Parma, Emilia-Romagna, Italy",,http://www.wikidata.org/entity/Q18442923
1,Italia,Emilia Romagna,Parma,Parma,Vigatto,Vigatto,,,,,inhabited places,,"human settlement in Parma, Province of Parma, Emilia-Romagna, Italy",http://vocab.getty.edu/tgn/1047407,http://www.wikidata.org/entity/Q4011529
1,Italia,Emilia Romagna,Parma,Soragna,Diolo,,,,,,,,,,
1,Italia,Emilia Romagna,Parma,Traversetolo,Corte di Mamiano,,,,,,,,,,
1,Italia,Emilia Romagna,Piacenza,Piacenza,Pittolo,Pittolo,,,,,,,settlement in the Italian municipality of Piacenza,,http://www.wikidata.org/entity/Q18445148
1,Italia,Emilia Romagna,Ravenna,Brisighella,Rontana,,,,,,,,,,
1,Italia,Emilia Romagna,Ravenna,Faenza,Fossolo,,,,,,,,,,
1,Italia,Emilia Romagna,Ravenna,Faenza,Pergola,,,,,,,,,,
1,Italia,Emilia Romagna,Ravenna,Forlì,San Varano,,,,,,,,,,
1,Italia,Emilia Romagna,Ravenna,Riolo Terme,Borgo-Rivola,,,,,,,,,,
1,Italia,Emilia Romagna,Reggio nell'Emilia,Castelnovo ne' Monti,Costa de' Grassi,Costa de' Grassi,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18446794
1,Italia,Emilia Romagna,Rimini,Sant'Arcangelo,San Vito,San Vito Rimini,,,,,inhabited places,,"human settlement in Rimini, Province of Rimini, Emilia-Romagna, Italy",http://vocab.getty.edu/tgn/7033666,http://www.wikidata.org/entity/Q3948039
1,Italia,Emilia Romagna,Rimini,Santarcangelo di Romagna,Covignano,,,,,,,,,,
1,Italia,Friuli Venezia Giulia,Pordenone,Aviano,Castello d'Aviano,,,,,,,,,,
1,Italia,Friuli Venezia Giulia,Udine,Aquileia,Belvedere,,,,,,,,,,
1,Italia,Friuli Venezia Giulia,Udine,Ovaro,Muina d'Ovaro,,,,,,,,,,
1,Italia,Lazio,Frosinone,Veroli,Casamari,,,,,,,,,,
1,Italia,Lazio,Rieti,Amatrice,Cossito,Cossito,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18454094
1,Italia,Lazio,Rieti,Rieti,San Mauro,,,,,,,,,,
1,Italia,Lazio,Rieti,Tarano,San Polo,,,,,,,,,,
1,Italia,Lazio,Roma,Ardea,Tor San Lorenzo,,,,,,,,,,
1,Italia,Lazio,Roma,Cerveteri,Ceri,,,,,,,,,,
1,Italia,Lazio,Roma,Mentana,Castelchiodato,Castelchiodato,,Castelchiodato,,,inhabited places,,,http://vocab.getty.edu/tgn/7032326,
1,Italia,Lazio,Roma,Rocca di Papa,Palazzolo,,,,,,,,,,
1,Italia,Lazio,Roma,Roma,Bracciano,,,,,,,,,,
1,Italia,Lazio,Roma,Roma,Lido Di Ostia,Ostia,,,,,inhabited places,Modern village located just to the E of the archaeological site of Ostia Antica.,"human settlement in Rome, Lazio, Italy",http://vocab.getty.edu/tgn/7007023,http://www.wikidata.org/entity/Q11171297
1,Italia,Lazio,Roma,Roma,Palidoro,,,,,,,,,,
1,Italia,Lazio,Roma,Roma,Tivoli,,,,,,,,,,
1,Italia,Lazio,Roma,Roma,Torre in Pietra,,,,,,,,,,
1,Italia,Lazio,Roma,Santa Marinella,Castello Santa Severa,Castello Santa Severa,,,,,,,human settlement in Italy,,http://www.wikidata.org/entity/Q18454472
1,Italia,Lazio,Viterbo,Soriano nel Cimino,Chia,Chia,,,,,,,"human settlement in Soriano nel Cimino, Province of Viterbo, Lazio, Italy",,http://www.wikidata.org/entity/Q3667395
1,Italia,Lazio,Viterbo,Viterbo,Bagnaia,Bagnaia,,,,,,,"frazione of Viterbo, Italy",,http://www.wikidata.org/entity/Q799934
1,Italia,Lazio,Viterbo,Viterbo,Ponte Tremoli,,,,,,,,,,
1,Italia,Liguria,Genova,Genova,Multedo,Multedo,,,,,,,quarter of Genoa,,http://www.wikidata.org/entity/Q1952273
1,Italia,Liguria,Genova,Genova,Nervi,Nervi,,,,,,,"neighborhood in Genoa, Italy",,http://www.wikidata.org/entity/Q963477
1,Italia,Liguria,Genova,Genova,Sampierdarena,San Pier d'Arena,,,,,neighborhoods,,neighborhood in Genoa,http://vocab.getty.edu/tgn/5002474,http://www.wikidata.org/entity/Q1930172
1,Italia,Liguria,Genova,Rapallo,San Maurizio di Monti,,,,,,,,,,
1,Italia,Liguria,Genova,Uscio,Terrile,,,,,,,,,,
